rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,677.56,1.0492,0.0338763,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|2|1|162,677.56,1.0492,0.00609482,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|3|1|162,677.56,1.0492,0.316044,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|4|1|162,677.56,1.04919,0.0300641,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|5|1|162,677.56,1.04919,0.000190936,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|6|1|162,677.56,1.0492,0.0156987,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|7|1|162,677.56,1.04919,5.41092e-05,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|cc|8|1|162,677.56,1.04919,0.000196493,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|sample|10|162,677.56,0.780123,0.190195,6.67658,3.6224e-05,-0.00132798,True,32.0|162,84
1,8|84|sample|11|162,677.56,0.802968,0.137926,6.67658,3.6224e-05,-0.00132798,True,22.0|162,84
1,8|84|sample|12|162,677.56,0.802989,0.216629,6.67658,3.6224e-05,-0.00132798,True,22.0|162,84
1,8|84|sample|3|162,677.56,0.480344,0.0108293,6.67658,3.6224e-05,-0.00132798,True,55.0|162,84
1,8|84|sample|4|162,677.56,0.480348,0.016629,6.67658,3.6224e-05,-0.00132798,True,55.0|162,84
1,8|84|sample|5|162,677.56,0.480339,0.0133307,6.67658,3.6224e-05,-0.00132798,True,55.0|162,84
1,8|84|sample|6|162,677.56,0.480328,0.00868386,6.67658,3.6224e-05,-0.00132798,True,55.0|162,84
1,8|84|sample|7|162,677.56,0.780124,0.147352,6.67658,3.6224e-05,-0.00132798,True,32.0|162,84
1,8|84|sample|8|162,677.56,0.780112,0.180839,6.67658,3.6224e-05,-0.00132798,True,32.0|162,84
1,8|84|sample|9|162,677.56,0.780121,0.184213,6.67658,3.6224e-05,-0.00132798,True,32.0|162,84
1,8|84|vc|1|2|162,677.56,1.04919,0.000994247,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|vc|2|2|162,677.56,1.0492,0.0100857,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
1,8|84|vc|3|2|162,677.56,1.04919,0.0270128,6.67687,3.6224e-05,-0.00132798,False,69.0|162,84
