rep,id,U,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.00344916,0.699652,1.30579,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|2|1|162,1,0.00344916,0.367293,0.67953,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|3|1|162,1,0.00344916,0.568704,0.0614729,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.00344916,0.320511,0.00803601,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|5|1|162,1,0.00344916,0.444624,7.73208,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|6|1|162,1,0.00344916,0.204253,0.537593,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|7|1|162,1,0.00344916,0.495191,531.741,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|cc|8|1|162,1,0.00344916,0.50439,0.0382933,10.475,0.10646,4.20684e-11,False,69.0|162,84
1,8|84|sample|10|162,1,0.00344916,0.684252,0.0809419,9.57201,0.10646,4.20684e-11,True,32.0|162,84
1,8|84|sample|11|162,1,0.00344916,0.824031,0.114847,8.59644,0.10646,4.20684e-11,True,22.0|162,84
1,8|84|sample|12|162,1,0.00344916,0.744598,0.124465,8.59644,0.10646,4.20684e-11,True,22.0|162,84
1,8|84|sample|3|162,1,0.00344916,0.847353,0.0380912,8.27921,0.10646,4.20684e-11,True,55.0|162,84
1,8|84|sample|4|162,1,0.00344916,0.60169,0.0198,8.27921,0.10646,4.20684e-11,True,55.0|162,84
1,8|84|sample|5|162,1,0.00344916,0.395831,0.00272498,8.27921,0.10646,4.20684e-11,True,55.0|162,84
1,8|84|sample|6|162,1,0.00344916,0.436186,0.00419366,8.27921,0.10646,4.20684e-11,True,55.0|162,84
1,8|84|sample|7|162,1,0.00344916,0.991693,0.126896,9.57201,0.10646,4.20684e-11,True,32.0|162,84
