rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,770.499,1.2647,2.24435,8632.98,12.131,True,70.0|274,411
1,9|411|sample|3|274,770.499,1.44699,3.2907,8632.98,12.131,True,70.0|274,411
1,9|411|sample|5|274,770.499,1.16031,2.24812,8632.98,12.131,True,70.0|274,411
1,9|411|sample|6|274,770.499,1.43616,1.44119,8632.98,12.131,True,70.0|274,411
1,9|411|sample|8|274,770.499,1.41054,2.30129,8632.98,12.131,True,70.0|274,411
1,9|411|sample|7|274,770.499,1.23243,2.85741,8632.98,12.131,True,70.0|274,411
1,9|411|sample|9|274,770.499,1.09852,2.02175,8632.98,12.131,True,70.0|274,411
1,9|411|sample|10|274,770.499,1.50744,1.6357,8632.98,12.131,True,70.0|274,411
1,9|411|sample|12|274,770.499,1.6708,2.57038,8632.98,12.131,True,70.0|274,411
1,9|411|sample|11|274,770.499,1.46274,2.232,8632.98,12.131,True,70.0|274,411
1,9|411|cc|1|1|274,768.368,2.60161,0.0252944,8632.98,12.131,False,69.0|274,411
1,9|411|cc|2|1|274,768.368,1.64686,0.156366,8632.98,12.131,False,69.0|274,411
1,9|411|cc|3|1|274,768.368,2.29507,0.0888808,8632.98,12.131,False,69.0|274,411
1,9|411|cc|4|1|274,768.368,1.65481,0.163431,8632.98,12.131,False,69.0|274,411
1,9|411|cc|5|1|274,768.368,1.98119,0.000994732,8632.98,12.131,False,69.0|274,411
1,9|411|cc|6|1|274,768.368,2.51275,0.0890441,8632.98,12.131,False,69.0|274,411
1,9|411|cc|7|1|274,768.368,2.33364,0.0970041,8632.98,12.131,False,69.0|274,411
1,9|411|cc|8|1|274,768.368,1.65119,3.19889,8632.98,12.131,False,69.0|274,411
1,9|411|vc|1|2|274,768.368,2.72431,0.0055368,8632.98,12.131,False,69.0|274,411
1,9|411|vc|2|2|274,768.368,2.84931,0.00164836,8632.98,12.131,False,69.0|274,411
1,9|411|vc|3|2|274,768.368,1.94816,6.85612e-05,8632.98,12.131,False,69.0|274,411
