id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,3.2284e-07,4.36127e-08,0.0634249,-1.4447,0,0,-7.90945e-12,4.54747e-13,0.0673017,-1.43626,0,0,True,70.0|274,411
9|411|sample|3|274,3.15883e-07,-9.91114e-08,0.117651,-0.897083,0,0,-1.50568e-12,-1.25056e-12,0.132631,-0.910586,0,0,True,70.0|274,411
9|411|sample|5|274,9.67731e-08,-4.09472e-07,-0.0118912,-1.48495,0,0,-2.54086e-12,-1.13687e-12,-0.0308455,-1.46631,0,0,True,70.0|274,411
9|411|sample|6|274,-4.21852e-07,5.23062e-08,-0.0176826,-1.46418,0,0,-2.04947e-13,-2.38742e-12,-0.0611885,-1.46124,0,0,True,70.0|274,411
9|411|sample|8|274,6.00342e-08,1.8864e-07,0.103942,-1.20939,0,0,-7.51532e-12,2.27374e-13,0.0439958,-1.15828,0,0,True,70.0|274,411
9|411|sample|7|274,-4.22564e-07,8.72502e-08,0.0778507,-1.16278,0,0,7.81886e-12,8.6402e-12,0.0841559,-1.12501,0,0,True,70.0|274,411
9|411|sample|9|274,-4.10245e-08,2.66974e-08,0.015985,-1.38287,0,0,4.75242e-12,-5.79803e-12,0.0278789,-1.39328,0,0,True,70.0|274,411
9|411|sample|10|274,-8.47598e-08,2.28211e-07,0.0223559,-1.55632,0,0,3.83138e-12,7.95808e-12,-0.0179207,-1.5269,0,0,True,70.0|274,411
9|411|sample|12|274,2.02928e-07,-2.5207e-07,0.0305538,-1.03904,0,0,-4.52349e-12,-6.82121e-13,0.0201076,-1.02773,0,0,True,70.0|274,411
9|411|sample|11|274,1.57422e-07,1.84584e-07,-0.073387,-1.03974,0,0,6.0838e-12,-7.27596e-12,-0.00938908,-1.1003,0,0,True,70.0|274,411
9|411|cc|1|1|274,5.46949e-08,2.37442e-08,-0.0520252,0.0402126,0,0,-6.78457e-13,-2.27374e-13,5.58923e-08,-4.40834e-07,0,0,False,69.0|274,411
9|411|cc|2|1|274,-4.15785e-08,-8.06833e-09,0.000680979,0.14543,0,0,-1.38445e-13,2.27374e-13,-5.49615e-08,-2.21637e-07,0,0,False,69.0|274,411
9|411|cc|3|1|274,-5.7872e-08,1.29922e-07,-0.0108327,0.000593341,0,0,-1.63203e-13,1.13687e-13,2.00052e-08,-6.45882e-08,0,0,False,69.0|274,411
9|411|cc|4|1|274,-7.87986e-08,-3.27596e-09,-0.0253727,-0.136621,0,0,-5.81424e-13,2.27374e-13,-6.66869e-08,2.58728e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,-2.10654e-07,2.12884e-07,0.0316378,0.164444,0,0,-3.79363e-13,5.68434e-13,2.65526e-08,9.31993e-08,0,0,False,69.0|274,411
