id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,3.71042,770.694,1.42437,1.80785,2607.86,10.9887,3.71042,770.694,1.42695,1.80455,2609.91,10.9845,True,70.0|274,411
9|411|sample|3|274,3.71042,770.694,1.47859,3.11364,2607.86,10.9887,3.71042,770.694,1.49228,3.05257,2609.91,10.9845,True,70.0|274,411
9|411|sample|5|274,3.71042,770.694,1.34905,1.73381,2607.86,10.9887,3.71042,770.694,1.3288,1.75113,2609.91,10.9845,True,70.0|274,411
9|411|sample|6|274,3.71041,770.694,1.34326,1.76961,2607.86,10.9887,3.71042,770.694,1.29846,1.76002,2609.91,10.9845,True,70.0|274,411
9|411|sample|8|274,3.71042,770.694,1.46488,2.28212,2607.86,10.9887,3.71042,770.694,1.40364,2.38284,2609.91,10.9845,True,70.0|274,411
9|411|sample|7|274,3.71041,770.694,1.43879,2.38122,2607.86,10.9887,3.71042,770.694,1.4438,2.46345,2609.91,10.9845,True,70.0|274,411
9|411|sample|9|274,3.71042,770.694,1.37693,1.91772,2607.86,10.9887,3.71042,770.694,1.38753,1.88379,2609.91,10.9845,True,70.0|274,411
9|411|sample|10|274,3.71042,770.694,1.3833,1.61688,2607.86,10.9887,3.71042,770.694,1.34173,1.64817,2609.91,10.9845,True,70.0|274,411
9|411|sample|12|274,3.71042,770.694,1.3915,2.70665,2607.86,10.9887,3.71042,770.694,1.37975,2.71512,2609.91,10.9845,True,70.0|274,411
9|411|sample|11|274,3.71042,770.694,1.28756,2.69854,2607.86,10.9887,3.71042,770.694,1.35026,2.52508,2609.91,10.9845,True,70.0|274,411
9|411|cc|1|1|274,1.58162,771.691,1.49603,0.0229083,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|2|1|274,1.58162,771.691,1.54873,0.0485832,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|3|1|274,1.58162,771.691,1.53722,0.0408951,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|4|1|274,1.58162,771.691,1.52268,0.0365278,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|5|1|274,1.58162,771.691,1.57969,0.0332837,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|6|1|274,1.58162,771.691,1.57843,0.0182999,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|7|1|274,1.58162,771.691,1.52741,0.0813095,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|cc|8|1|274,1.58162,771.691,1.50343,0.043131,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|1|2|274,1.58162,771.691,1.51567,0.0279206,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|2|2|274,1.58162,771.691,1.56266,0.023637,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|3|2|274,1.58162,771.691,1.57122,0.0450739,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|4|2|274,1.58162,771.691,1.56647,0.0282236,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|5|2|274,1.58162,771.691,1.54322,0.040498,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|6|2|274,1.58162,771.691,1.55529,0.0403549,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
9|411|vc|7|2|274,1.58162,771.691,1.57178,0.0161446,2607.86,10.9887,1.58162,771.691,1.55238,0.00354132,2609.91,10.9845,False,69.0|274,411
