id,f_SAEM,h_SAEM,L_gap_SAEM,eta_alpha_SAEM,f_mode,h_mode,L_gap_mode,eta_alpha_mode,mab_virus,run_id
411|4,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|3,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|5,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|6,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|8,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|7,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|9,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|10,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|12,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|11,0.505536,1.50948,-26.2008,0.0324681,0.505536,1.50948,-26.2008,0.0324681,70.0|274,411
411|1,0.118254,4.3609,-26.2008,0.0324681,0.118254,4.3609,-26.2008,0.0324681,69.0|274,411
411|2,0.118254,4.3609,-26.2008,0.0324681,0.118254,4.3609,-26.2008,0.0324681,69.0|274,411
152|8,0.196186,1.15194,-26.5297,0.0492758,0.196186,1.15194,-26.5297,0.0492758,65.0|322,152
152|7,0.196186,1.15194,-26.5297,0.0492758,0.196186,1.15194,-26.5297,0.0492758,65.0|322,152
152|6,0.196186,1.15194,-26.5297,0.0492758,0.196186,1.15194,-26.5297,0.0492758,65.0|322,152
152|5,0.196186,1.15194,-26.5297,0.0492758,0.196186,1.15194,-26.5297,0.0492758,65.0|322,152
152|12,0.0705493,1.14566,-26.5297,0.0492758,0.0705493,1.14566,-26.5297,0.0492758,28.0|322,152
152|11,0.0705493,1.14566,-26.5297,0.0492758,0.0705493,1.14566,-26.5297,0.0492758,28.0|322,152
152|10,0.0705493,1.14566,-26.5297,0.0492758,0.0705493,1.14566,-26.5297,0.0492758,28.0|322,152
152|9,0.0705493,1.14566,-26.5297,0.0492758,0.0705493,1.14566,-26.5297,0.0492758,28.0|322,152
152|3,0.164446,1.16632,-26.5297,0.0492758,0.164446,1.16632,-26.5297,0.0492758,22.0|322,152
152|4,0.164446,1.16632,-26.5297,0.0492758,0.164446,1.16632,-26.5297,0.0492758,22.0|322,152
152|1,0.113498,3.40155,-26.5297,0.0492758,0.113498,3.40155,-26.5297,0.0492758,69.0|322,152
152|2,0.113498,3.40155,-26.5297,0.0492758,0.113498,3.40155,-26.5297,0.0492758,69.0|322,152
1056|8,0.151366,1.95338,-24.22,0.00945924,0.151366,1.95338,-24.22,0.00945924,65.0|276,1056
1056|7,0.151366,1.95338,-24.22,0.00945924,0.151366,1.95338,-24.22,0.00945924,65.0|276,1056
1056|6,0.151366,1.95338,-24.22,0.00945924,0.151366,1.95338,-24.22,0.00945924,65.0|276,1056
1056|5,0.151366,1.95338,-24.22,0.00945924,0.151366,1.95338,-24.22,0.00945924,65.0|276,1056
1056|12,0.0629528,1.92392,-24.22,0.00945924,0.0629528,1.92392,-24.22,0.00945924,28.0|276,1056
1056|11,0.0629528,1.92392,-24.22,0.00945924,0.0629528,1.92392,-24.22,0.00945924,28.0|276,1056
1056|10,0.0629528,1.92392,-24.22,0.00945924,0.0629528,1.92392,-24.22,0.00945924,28.0|276,1056
1056|9,0.0629528,1.92392,-24.22,0.00945924,0.0629528,1.92392,-24.22,0.00945924,28.0|276,1056
1056|4,0.113461,1.94436,-24.22,0.00945924,0.113462,1.94436,-24.22,0.00945924,22.0|276,1056
1056|3,0.113461,1.94436,-24.22,0.00945924,0.113462,1.94436,-24.22,0.00945924,22.0|276,1056
1056|1,0.113457,-0.126579,-24.22,0.00945924,0.113457,-0.126579,-24.22,0.00945924,69.0|276,1056
1056|2,0.113457,-0.126579,-24.22,0.00945924,0.113457,-0.126579,-24.22,0.00945924,69.0|276,1056
462|6,0.266478,0.390539,-28.7329,0.00945924,0.266478,0.390539,-28.7329,0.00945924,55.0|292,462
462|5,0.266478,0.390539,-28.7329,0.00945924,0.266478,0.390539,-28.7329,0.00945924,55.0|292,462
462|4,0.266478,0.390539,-28.7329,0.00945924,0.266478,0.390539,-28.7329,0.00945924,55.0|292,462
462|3,0.266478,0.390539,-28.7329,0.00945924,0.266478,0.390539,-28.7329,0.00945924,55.0|292,462
462|9,0.0236958,2.08927,-28.7329,0.00945924,0.0236958,2.08927,-28.7329,0.00945924,32.0|292,462
462|10,0.0236958,2.08927,-28.7329,0.00945924,0.0236958,2.08927,-28.7329,0.00945924,32.0|292,462
462|7,0.0236958,2.08927,-28.7329,0.00945924,0.0236958,2.08927,-28.7329,0.00945924,32.0|292,462
462|8,0.0236958,2.08927,-28.7329,0.00945924,0.0236958,2.08927,-28.7329,0.00945924,32.0|292,462
462|11,0.301296,1.81422,-28.7329,0.00945924,0.301296,1.81422,-28.7329,0.00945924,22.0|292,462
