rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-7.19082,1.59007,0.630552,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-3.96454,1.59007,0.398938,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-6.61162,1.59007,0.648084,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,2.71677,1.59007,0.705053,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-4.69441,1.59007,0.521109,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-12.1157,1.59007,0.474246,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,3.91241,1.59007,0.641049,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,6.94695,1.59007,0.631088,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,3.05081,1.59007,0.355812,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-3.42846,1.59007,0.460549,0.0472782,0.00192967,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-7.32543,1.53194,4.74031,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.31007,1.53194,6.84728,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.896628,1.53194,0.227797,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-6.6916,1.53194,22.6897,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-0.47711,1.53194,6.1603,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-5.31703,1.53194,0.134466,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,7.86045,1.53194,0.291463,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-0.700749,1.53194,0.153497,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,10.9282,1.53194,0.00715407,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-8.16405,1.53194,0.0227158,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.962128,1.53194,0.0407696,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-1.96823,1.53194,0.101223,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-7.11045,1.53194,3.38303,0.0472782,0.00192967,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-2.35034,1.53194,2.54503,0.0472782,0.00192967,False,69.0|274,411
