id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.512748,0,-6.33875e-09,-0.550793,0,-4.35207e-14,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.14782,0,-1.91831e-09,-1.12097,0,1.79856e-14,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-0.422878,0,-1.28786e-09,-0.441886,0,-7.30527e-14,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-0.410369,0,-5.06735e-09,-0.369494,0,-9.81437e-14,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.820431,0,1.50826e-09,-0.808844,0,-9.54792e-14,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.856603,0,2.06508e-09,-0.881302,0,2.70894e-14,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.546339,0,2.12015e-09,-0.532423,0,-1.5099e-14,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.294531,0,2.86437e-09,-0.382346,0,-1.54987e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.885688,0,-3.1831e-09,-0.919248,0,2.08722e-14,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.762106,0,1.0824e-09,-0.782806,0,-3.33067e-15,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.15852,0,2.71453e-09,-1.45652e-07,0,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0104707,0,-1.19817e-09,-2.68067e-07,0,8.88178e-16,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.533434,0,1.59245e-09,-1.48097e-07,0,-8.88178e-16,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.193408,0,1.47722e-09,2.39241e-07,0,8.88178e-16,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.432335,0,-1.46936e-09,2.07837e-07,0,-2.66454e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.0480417,0,-1.65812e-09,-1.69257e-08,0,4.44089e-15,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0972094,0,3.20487e-10,2.62698e-07,0,-2.66454e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.120044,0,-1.51678e-10,2.17363e-07,0,-4.44089e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.0576967,0,-2.76109e-09,2.93569e-07,0,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.411818,0,3.37803e-09,-2.47712e-07,0,0,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.170421,0,-9.47653e-10,1.4508e-07,0,8.88178e-16,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.16187,0,5.57816e-10,4.57851e-07,0,-8.88178e-16,69.0|274,411
