rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,80664.7,788.353,1.18971,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,80664.7,788.353,1.7106,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,80664.7,788.353,1.07755,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,80664.7,788.353,0.960226,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,80664.7,788.353,1.47114,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,80664.7,788.353,1.35916,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,80664.7,788.353,1.09822,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,80664.7,788.353,0.851109,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,80664.7,788.353,1.3934,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,80664.7,788.353,1.12017,0.23618,3.74017e-09,432.578,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,80664.7,788.951,-1.31287,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,80664.7,788.951,-3.1645,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,80664.7,788.951,-1.59904,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,80664.7,788.951,1.17305,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,80664.7,788.951,1.13668,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,80664.7,788.951,0.221709,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,80664.7,788.951,0.820901,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,80664.7,788.951,2.63862,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,80664.7,788.951,1.19208,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,80664.7,788.951,1.46202,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,80664.7,788.951,1.2447,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,80664.7,788.951,-1.94874,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,80664.7,788.951,2.06979,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,80664.7,788.951,0.177559,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,80664.7,788.951,-4.01958,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,80664.7,788.951,0.137413,0.631964,3.74017e-09,432.578,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,80664.7,788.523,0.128843,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,80664.7,788.523,0.0726227,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,80664.7,788.523,0.182432,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,80664.7,788.523,0.202492,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,80664.7,788.523,0.859537,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,80664.7,788.523,1.09978,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,80664.7,788.523,0.0950291,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,80664.7,788.523,0.0998522,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,80664.7,788.523,1.65686,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,80664.7,788.523,1.8389,0.0214207,3.73983e-09,432.521,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,80664.7,789.261,0.524388,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,80664.7,789.261,-0.117314,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,80664.7,789.261,4.61087,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,80664.7,789.261,1.23874,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,80664.7,789.261,-0.781508,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,80664.7,789.261,2.13831,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,80664.7,789.261,0.000388493,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,80664.7,789.261,0.53122,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,80664.7,789.261,1.6257,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,80664.7,789.261,-1.22003,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,80664.7,789.261,1.57855,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,80664.7,789.261,0.815329,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,80664.7,789.261,0.132335,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,80664.7,789.261,0.62678,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,80664.7,789.261,-0.69562,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,80664.7,789.261,-1.17024,0.871497,3.73983e-09,432.521,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,80664.6,788.443,3.15909,0.013675,3.74008e-09,432.356,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,80664.6,788.443,2.11172,0.013675,3.74008e-09,432.356,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,80664.6,788.443,1.23298,0.013675,3.74008e-09,432.356,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,80664.6,788.443,1.03027,0.013675,3.74008e-09,432.356,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,80664.6,791.382,0.736942,0.0115248,3.74008e-09,432.356,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,80664.6,791.382,0.711052,0.0115248,3.74008e-09,432.356,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,80664.6,791.382,0.593602,0.0115248,3.74008e-09,432.356,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,80664.6,791.382,0.858389,0.0115248,3.74008e-09,432.356,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,80664.6,790.516,1.32602,0.00194153,3.74008e-09,432.356,True,63.0|99,491
