id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,672.7,0.712029,0.0417654,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|2|1|162,672.7,0.712029,0.0417654,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|3|1|162,672.7,0.712029,0.0417655,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|4|1|162,672.7,0.712029,0.0417654,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|5|1|162,672.7,0.712029,0.0417655,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|6|1|162,672.7,0.712029,0.0417653,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|7|1|162,672.7,0.712029,0.0417655,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|cc|8|1|162,672.7,0.712029,0.0417654,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|sample|10|162,672.7,0.718875,0.0502454,13.5854,0.416074,2.47705,672.7,0.718875,0.0502453,13.5854,0.416075,2.47704,True,32.0|162,84
8|84|sample|11|162,672.701,0.712003,0.0386416,13.5854,0.416074,2.47705,672.7,0.712003,0.0386417,13.5854,0.416075,2.47704,True,22.0|162,84
8|84|sample|12|162,672.701,0.712003,0.0386417,13.5854,0.416074,2.47705,672.7,0.712003,0.0386417,13.5854,0.416075,2.47704,True,22.0|162,84
8|84|sample|3|162,672.701,0.712009,0.00362322,13.5854,0.416074,2.47705,672.7,0.712009,0.00362321,13.5854,0.416075,2.47704,True,55.0|162,84
8|84|sample|4|162,672.701,0.712009,0.00362322,13.5854,0.416074,2.47705,672.7,0.712009,0.00362321,13.5854,0.416075,2.47704,True,55.0|162,84
8|84|sample|5|162,672.701,0.712009,0.00362322,13.5854,0.416074,2.47705,672.7,0.712009,0.00362321,13.5854,0.416075,2.47704,True,55.0|162,84
8|84|sample|6|162,672.701,0.712009,0.00362323,13.5854,0.416074,2.47705,672.7,0.712009,0.00362321,13.5854,0.416075,2.47704,True,55.0|162,84
8|84|sample|7|162,672.7,0.718875,0.0502456,13.5854,0.416074,2.47705,672.7,0.718875,0.0502453,13.5854,0.416075,2.47704,True,32.0|162,84
8|84|sample|8|162,672.7,0.718875,0.0502454,13.5854,0.416074,2.47705,672.7,0.718875,0.0502453,13.5854,0.416075,2.47704,True,32.0|162,84
8|84|sample|9|162,672.7,0.718875,0.0502455,13.5854,0.416074,2.47705,672.7,0.718875,0.0502453,13.5854,0.416075,2.47704,True,32.0|162,84
8|84|vc|1|2|162,672.7,0.712029,0.0417653,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|vc|2|2|162,672.7,0.712029,0.0417653,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
8|84|vc|3|2|162,672.7,0.712029,0.0417655,13.5863,0.416074,2.47705,672.7,0.712029,0.0417654,13.5863,0.416075,2.47704,False,69.0|162,84
