id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,-0.0746229,-2.26421e-09,0,0,0,0,1.29005e-07,8.43769e-14,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,-0.0371271,1.86801e-09,0,0,0,0,-3.87406e-07,-2.13163e-14,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,-0.0104596,1.93495e-09,0,0,0,0,1.02321e-07,1.20792e-13,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-8.08319e-05,8.99526e-09,0,0,0,0,4.01891e-07,1.23457e-13,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0.0268067,2.54174e-09,0,0,0,0,1.06702e-07,9.01501e-14,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,-0.0283106,-3.26912e-09,0,0,0,0,5.04948e-07,3.9968e-14,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,-0.0207595,9.30109e-09,0,0,0,0,2.70719e-07,-1.0747e-13,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0.0303626,-9.70482e-09,0,0,0,0,-3.37299e-07,4.44089e-15,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0.173421,-7.36304e-09,0,0,0,0,0.174313,3.41838e-13,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0.230249,1.58709e-08,0,0,0,0,0.214955,-6.94556e-13,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0.367925,1.99814e-09,0,0,0,0,0.341561,1.52656e-13,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-0.23371,-9.00452e-09,0,0,0,0,-0.224387,-4.58467e-13,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-0.198148,1.66112e-08,0,0,0,0,-0.187594,2.0281e-13,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,-0.493098,-1.11123e-08,0,0,0,0,-0.490261,8.50008e-13,0,0,True,55.0|162,84
