rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.587822,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.276798,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.503206,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.615725,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.337262,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.366845,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.551841,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.635004,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.379122,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.442077,1.47686,-18.9277,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.963751,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.0705601,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.168555,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.0349428,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.0829577,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.0986826,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.00181939,1.47686,-11.37,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.13594,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.775225,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.228117,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.0485554,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.0553547,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.0088274,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.0773851,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.136993,1.47686,-11.37,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.0378995,1.47686,-11.37,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.187265,1.09429,-11.37,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.189181,1.09429,-11.37,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.171966,1.09429,-11.37,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.184546,1.09429,-11.37,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.0646969,1.09429,-11.3659,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.0614044,1.09429,-11.3659,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.0646497,1.09429,-11.3659,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.0688088,1.09429,-11.3659,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.138233,1.09429,-11.37,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.15907,1.09429,-11.37,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.301958,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.976699,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.0188042,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.0376812,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.109573,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.130218,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.0274178,1.09429,-11.37,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.0283677,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.0552425,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.0950679,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.0205213,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.0822474,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.191269,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.491776,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0.0358563,1.09429,-11.37,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,1.25784,1.09429,-11.37,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0.135442,1.77541,-11.3695,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.131828,1.77541,-11.3695,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.113391,1.77541,-11.3695,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0.131741,1.77541,-11.3695,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0.036166,1.77541,-11.37,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0.0496409,1.77541,-11.37,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.0617581,1.77541,-11.37,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.0753671,1.77541,-11.37,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0.138495,1.77541,-11.3686,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0.11953,1.77541,-11.3686,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,8.94623,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0924328,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0.327565,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0.00715983,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0.341511,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0.552572,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0.826368,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,1.32337,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,0.326466,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,0.0213951,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,1.27235,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,1.37847,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,0.0467815,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,0.0061403,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,0.76099,1.77541,-11.3701,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,0.235804,1.77541,-11.3701,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,13.5609,1.77541,-11.37,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,20.2405,1.77541,-11.37,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,2.14184,1.77541,-11.37,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,2.74632,1.77541,-11.37,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,0.0202816,1.77541,-11.37,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,0.0180347,1.77541,-11.37,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,0.0190334,1.77541,-11.37,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,0.0246437,1.77541,-11.37,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,0.254985,1.77541,-11.3704,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,0.323353,1.77541,-11.3704,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,0.0786211,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,0.0515325,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,0.0467282,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|4|1|292|1|292|69.0,0.127138,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|5|1|292|1|292|69.0,0.0100279,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|6|1|292|1|292|69.0,0.565361,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|7|1|292|1|292|69.0,0.0843284,1.77541,-11.37,69.0|292,462
1,8|462|8|462|cc|8|1|292|1|292|69.0,0.41866,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|1|2|292|2|292|69.0,0.0400658,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|2|2|292|2|292|69.0,0.0299077,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|3|2|292|2|292|69.0,1.60149,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|4|2|292|2|292|69.0,0.149395,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|5|2|292|2|292|69.0,0.0988713,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|6|2|292|2|292|69.0,0.239766,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|7|2|292|2|292|69.0,0.639793,1.77541,-11.37,69.0|292,462
1,8|462|8|462|vc|8|2|292|2|292|69.0,0.0223778,1.77541,-11.37,69.0|292,462
1,8|1159|8|1159|sample|8|292|8|292|65.0,0.239564,1.7754,-11.37,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,0.284133,1.7754,-11.37,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,0.236217,1.7754,-11.37,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,0.27149,1.7754,-11.37,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,0.0527814,1.7754,-11.3699,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,0.0474746,1.7754,-11.3699,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,0.0940233,1.7754,-11.3699,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,0.0816962,1.7754,-11.3699,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,0.30916,1.7754,-11.3704,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,0.2939,1.7754,-11.3704,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,0.402883,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,0.0145697,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,0.233767,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,0.15036,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,0.393922,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,0.174534,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,0.0185399,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,0.0169391,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,0.0675975,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,0.199515,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,0.400941,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,0.101774,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,0.45077,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,0.0878434,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,0.0997053,1.7754,-11.37,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,0.090673,1.7754,-11.37,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,0.0343633,1.77384,-11.3699,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,0.0347879,1.77384,-11.3699,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,0.0266911,1.77384,-11.3699,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,0.0285029,1.77384,-11.3699,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,0.0202243,1.77384,-11.37,28.0|103,1197
1,8|1197|8|1197|sample|10|103|10|103|28.0,0.0200033,1.77384,-11.37,28.0|103,1197
1,8|1197|8|1197|sample|9|103|9|103|28.0,0.025161,1.77384,-11.37,28.0|103,1197
1,8|1197|8|1197|sample|3|103|3|103|22.0,0.0332341,1.77384,-11.37,22.0|103,1197
1,8|1197|8|1197|sample|4|103|4|103|22.0,0.026399,1.77384,-11.37,22.0|103,1197
1,8|1197|8|1197|sample|11|103|11|103|28.0,0.0198161,1.77384,-11.37,28.0|103,1197
1,8|1197|8|1197|cc|1|1|103|1|103|69.0,0.682659,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|2|1|103|1|103|69.0,0.332737,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|3|1|103|1|103|69.0,0.115615,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|4|1|103|1|103|69.0,0.239532,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|5|1|103|1|103|69.0,0.403628,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|6|1|103|1|103|69.0,0.081989,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|7|1|103|1|103|69.0,0.19329,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|cc|8|1|103|1|103|69.0,0.343867,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|1|2|103|2|103|69.0,0.207931,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|2|2|103|2|103|69.0,0.155059,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|3|2|103|2|103|69.0,0.485496,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|4|2|103|2|103|69.0,0.388687,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|5|2|103|2|103|69.0,0.0343404,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|6|2|103|2|103|69.0,0.069879,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|7|2|103|2|103|69.0,0.0665507,1.77384,-11.3701,69.0|103,1197
1,8|1197|8|1197|vc|8|2|103|2|103|69.0,0.0278838,1.77384,-11.3701,69.0|103,1197
