id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52968.2,769.639,1.5517,0.603177,0.268248,52968.2,769.639,1.5517,0.560126,0.267924,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52968.2,769.639,1.5517,0.342217,0.268248,52968.2,769.639,1.5517,0.318699,0.267924,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52968.2,769.639,1.5517,0.738182,0.268248,52968.2,769.639,1.5517,0.637286,0.267924,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52968.2,769.639,1.5517,0.798525,0.268248,52968.2,769.639,1.5517,0.697929,0.267924,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52968.2,769.639,1.5517,0.476515,0.268248,52968.2,769.639,1.5517,0.433211,0.267924,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52968.2,769.639,1.5517,0.445126,0.268248,52968.2,769.639,1.5517,0.403153,0.267924,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52968.2,769.639,1.5517,0.673332,0.268248,52968.2,769.639,1.5517,0.588583,0.267924,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52968.2,769.639,1.5517,0.788417,0.268248,52968.2,769.639,1.5517,0.671785,0.267924,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52968.2,769.639,1.5517,0.42874,0.268248,52968.2,769.639,1.5517,0.403267,0.267924,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52968.2,769.639,1.5517,0.479589,0.268248,52968.2,769.639,1.5517,0.449579,0.267924,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52968.2,766.878,-0.397621,7.80219,0.268248,52968.2,766.878,-0.397621,0.99999,0.267924,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52968.2,766.878,-0.397621,7.44515,0.268248,52968.2,766.878,-0.397621,1.00014,0.267924,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52968.2,766.878,-0.397621,9.57647,0.268248,52968.2,766.878,-0.397621,1,0.267924,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52968.2,766.878,-0.397621,5.22933,0.268248,52968.2,766.878,-0.397621,1.00011,0.267924,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52968.2,766.878,-0.397621,12.673,0.268248,52968.2,766.878,-0.397621,1,0.267924,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52968.2,766.878,-0.397621,5.92298,0.268248,52968.2,766.878,-0.397621,0.999993,0.267924,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52968.2,766.878,-0.397621,6.00965,0.268248,52968.2,766.878,-0.397621,0.999961,0.267924,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52968.2,766.878,-0.397621,7.92098,0.268248,52968.2,766.878,-0.397621,1,0.267924,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52968.2,766.878,-0.397621,7.41524,0.268248,52968.2,766.878,-0.397621,1.00363,0.267924,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52968.2,766.878,-0.397621,7.55503,0.268248,52968.2,766.878,-0.397621,1,0.267924,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52968.2,766.878,-0.397621,5.72253,0.268248,52968.2,766.878,-0.397621,1.03509,0.267924,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52968.2,766.878,-0.397621,8.81064,0.268248,52968.2,766.878,-0.397621,1.00037,0.267924,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52968.2,766.878,-0.397621,10.2387,0.268248,52968.2,766.878,-0.397621,1.00008,0.267924,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52968.2,766.878,-0.397621,5.97815,0.268248,52968.2,766.878,-0.397621,1.00007,0.267924,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52968.2,766.878,-0.397621,6.52831,0.268248,52968.2,766.878,-0.397621,0.99995,0.267924,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,52968.2,766.878,-0.397621,21.816,0.268248,52968.2,766.878,-0.397621,1,0.267924,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,52967.1,768.338,0.129707,0.468466,1.89984,52967.1,768.338,0.129707,0.0363335,1.89824,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,52967.1,768.338,0.129707,1.8213,1.89984,52967.1,768.338,0.129707,0.0601674,1.89824,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,52967.1,768.338,0.129707,0.290078,1.89984,52967.1,768.338,0.129707,0.0565425,1.89824,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,52967.1,768.338,0.129707,0.413679,1.89984,52967.1,768.338,0.129707,0.0600362,1.89824,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,52967.1,768.338,0.129707,0.249394,1.89984,52967.1,768.338,0.129707,0.0321989,1.89824,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,52967.1,768.338,0.129707,0.308464,1.89984,52967.1,768.338,0.129707,0.0556966,1.89824,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,52966.7,768.338,2.23335,0.0911965,1.89984,52966.7,768.338,2.23335,0.0770517,1.89824,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,52966.7,768.338,2.23335,0.102901,1.89984,52966.7,768.338,2.23335,0.0873626,1.89824,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,52966.7,768.338,2.23335,0.301102,1.89984,52966.7,768.338,2.23335,0.264064,1.89824,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,52966.7,768.338,2.23335,0.121971,1.89984,52966.7,768.338,2.23335,0.108956,1.89824,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,52966.8,766.519,1.29276,6.26832,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,52966.8,766.519,1.29276,9.35478,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,52966.8,766.519,1.29276,8.38542,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,52966.8,766.519,1.29276,7.43348,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,52966.8,766.519,1.29276,5.71042,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,52966.8,766.519,1.29276,10.8886,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,52966.8,766.519,1.29276,7.60089,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,52966.8,766.519,1.29276,9.52631,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,52966.8,766.519,1.29276,7.50846,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,52966.8,766.519,1.29276,7.86708,1.89984,52966.8,766.519,1.29276,0.998404,1.89824,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,52966.8,766.519,1.29276,6.18597,1.89984,52966.8,766.519,1.29276,0.943085,1.89824,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,52966.8,766.519,1.29276,7.31069,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,52966.8,766.519,1.29276,7.82941,1.89984,52966.8,766.519,1.29276,0.993186,1.89824,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,52966.8,766.519,1.29276,7.1437,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,52966.8,766.519,1.29276,7.34026,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,52966.8,766.519,1.29276,11.2814,1.89984,52966.8,766.519,1.29276,1,1.89824,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,52968.7,769.188,1.19772,0.382365,-0.622081,52968.7,769.188,1.19772,0.328601,-0.623198,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,52968.7,769.188,1.19772,0.4251,-0.622081,52968.7,769.188,1.19772,0.363708,-0.623198,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,52968.7,769.188,1.19772,0.397036,-0.622081,52968.7,769.188,1.19772,0.34388,-0.623198,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,52968.7,769.188,1.19772,0.384487,-0.622081,52968.7,769.188,1.19772,0.31101,-0.623198,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,52968.5,769.284,1.22974,0.101715,-0.622081,52968.5,769.284,1.22974,0.0836346,-0.623198,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,52968.5,769.284,1.22974,0.134291,-0.622081,52968.5,769.284,1.22974,0.118203,-0.623198,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,52968.5,769.284,1.22974,0.135493,-0.622081,52968.5,769.284,1.22974,0.123155,-0.623198,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,52968.5,769.284,1.22974,0.169794,-0.622081,52968.5,769.284,1.22974,0.150853,-0.623198,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,52968.6,769.489,1.17448,0.288235,-0.622081,52968.6,769.489,1.17448,0.24511,-0.623198,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,52968.6,769.489,1.17448,0.326741,-0.622081,52968.6,769.489,1.17448,0.280222,-0.623198,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,52968.7,766.53,0.752566,6.06723,-0.622081,52968.7,766.53,0.752566,0.999996,-0.623198,False,69.0|322,152
