id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.842e-09,0,-4.93583e-09,-2.64468e-10,-1.26331,0,0,0,3.2363e-14,1.9984e-14,-1.29296,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,2.15686e-09,0,-2.1909e-09,-1.91406e-09,-1.80373,0,0,0,6.41709e-14,-8.43769e-15,-1.84713,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-4.90516e-10,0,-2.42344e-10,4.56375e-10,-1.09563,0,0,0,-3.78586e-14,4.21885e-14,-1.11289,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,3.48344e-10,0,-8.60612e-10,-5.47501e-10,-0.954254,0,0,0,4.32987e-14,5.01821e-14,-1.01623,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.73447e-09,0,6.69926e-09,-3.931e-10,-1.53865,0,0,0,7.75491e-14,2.84217e-14,-1.55437,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,7.87928e-10,0,1.63574e-09,-1.96212e-09,-1.56017,0,0,0,-1.249e-13,6.30607e-14,-1.62862,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.15851e-09,0,1.37895e-09,1.09678e-09,-1.16737,0,0,0,5.66214e-14,5.21805e-14,-1.19208,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.55962e-09,0,-5.02602e-09,-3.89858e-10,-1.0143,0,0,0,-5.9619e-14,-6.06182e-14,-1.02912,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.70551e-10,0,1.89025e-09,7.63366e-10,-1.4233,0,0,0,-7.76601e-14,-4.92939e-14,-1.46648,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,9.47068e-10,0,-2.00758e-09,-9.72838e-10,-1.44025,0,0,0,7.40519e-14,-1.02141e-14,-1.46377,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.77051e-09,0,-7.29281e-10,2.17755e-09,-0.661887,0,0,0,0,-3.33067e-16,-7.67499e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.365e-09,0,-2.88373e-09,-7.59763e-10,-0.716742,0,0,0,1.77636e-15,0,1.34931e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.32935e-09,0,1.2137e-10,2.00443e-10,0.26467,0,0,0,8.88178e-16,-8.88178e-16,1.17786e-06,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-2.28177e-09,0,-6.75928e-10,-3.03255e-10,-0.838927,0,0,0,3.55271e-15,6.66134e-16,-7.73114e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.69004e-09,0,-2.08156e-09,6.49339e-10,1.1199,0,0,0,-1.33227e-15,-9.99201e-16,-1.32989e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,5.54638e-09,0,5.49787e-10,1.94556e-09,0.101589,0,-4.36557e-11,0,-8.52562e-12,-1.63753e-11,0.103812,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.80369e-09,0,1.37347e-09,1.74468e-10,-0.696886,0,0,0,-1.77636e-15,6.66134e-16,-4.76045e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.31893e-09,0,-1.01831e-09,1.36923e-09,-0.224179,0,8.73115e-11,0,1.70499e-10,9.80102e-11,-0.181705,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,2.00473e-09,0,-1.62005e-09,3.05396e-10,0.693976,0,0,0,-1.77636e-15,-3.33067e-16,4.59906e-07,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,7.54371e-11,0,-8.90453e-10,7.39878e-10,0.108557,0,0,0,1.33227e-15,1.16573e-15,-5.75062e-07,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,5.78584e-10,0,1.83179e-09,2.96621e-09,-0.161757,0,0,0,-3.55271e-15,-3.33067e-16,2.99553e-07,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-2.9261e-10,0,-7.75958e-10,1.54181e-09,0.126343,0,0,0,3.10862e-15,-5.55112e-16,-8.36594e-09,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,4.11354e-10,0,-8.8641e-10,1.13335e-09,0.168013,0,-8.73115e-11,0,-5.19416e-11,1.57785e-12,0.15445,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.1661e-09,0,-3.1031e-10,-3.91112e-10,-0.340233,0,0,0,-2.66454e-15,-2.22045e-16,3.34371e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-1.84966e-09,0,-4.92133e-10,-5.6007e-10,0.663112,0,0,0,-8.88178e-16,7.77156e-16,-2.99806e-08,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.66346e-09,0,1.62768e-09,-1.2376e-09,0.333207,0,0,0,-1.33227e-15,-2.55351e-15,-1.91232e-07,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,7.09729e-09,0,2.41513e-09,-1.01949e-09,-31.9103,0,0,0,-6.21725e-15,2.90601e-14,-32.3993,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,3.06912e-09,0,-5.32924e-10,2.52135e-10,-33.9001,0,0,0,-3.55271e-15,2.84495e-14,-33.8819,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,-1.4501e-09,0,3.71079e-09,3.604e-09,-34.1311,0,0,0,-7.99361e-15,3.67761e-14,-34.9862,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-2.06515e-09,0,-2.24599e-09,-1.46955e-09,-35.0086,0,0,0,4.44089e-16,3.74145e-14,-34.9469,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,-2.22752e-09,0,4.60361e-09,-1.41186e-09,-36.2825,0,0,0,-8.43769e-15,4.04538e-14,-36.4094,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,6.62738e-09,0,-5.68772e-09,8.54944e-10,-34.6964,0,0,0,-2.66454e-15,3.7137e-14,-34.9554,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,4.36974e-09,0,-1.35542e-09,6.83975e-10,-3.04072,0,0,0,8.43769e-15,1.90958e-14,-3.08899,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,3.1685e-09,0,3.10528e-09,-5.75858e-10,-2.90117,0,0,0,7.59393e-14,2.17604e-14,-2.92589,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,8.19564e-10,0,-4.94915e-09,1.16221e-10,-2.28555,0,2.91038e-11,0,-3.64153e-14,-3.01981e-14,-2.44352,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,-4.77186e-10,0,-1.14315e-09,-1.36954e-10,-2.67087,0,0,0,7.74936e-14,1.24345e-14,-2.7274,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,-1.33918e-09,0,-2.2703e-09,7.01768e-10,-0.0204736,0,0,0,7.62501e-13,-1.29008e-13,-0.0212048,0,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,3.20707e-09,0,-1.25794e-09,1.22809e-09,0.679989,0,0,0,-8.88178e-16,-8.88178e-16,2.34826e-07,0,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,-1.09817e-09,0,1.7373e-09,3.40223e-10,0.24265,0,0,0,2.22045e-15,8.88178e-16,-1.63038e-07,0,False,69.0|233,705
