rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.18373e-07,0,-0.648526,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-9.14402e-08,0,-0.930572,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-2.33414e-08,0,-0.371808,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,5.47531e-08,0,-0.245512,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,3.77938e-08,0,-0.539131,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.60243e-07,0,-0.594629,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.14332e-07,0,-0.688037,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,4.34856e-08,0,-0.362044,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-8.25182e-08,0,-0.964917,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.86753e-08,0,-0.932566,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,7.55971e-09,0,-1.85639,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-2.7674e-08,0,3.40377,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,2.82807e-08,0,2.59346,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,3.29442e-09,0,1.04355,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-9.13121e-08,0,-3.12431,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,8.17992e-08,0,0.397772,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.06111e-07,0,-0.691156,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,7.20588e-08,0,0.695285,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.74981e-07,0,1.77159,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,2.6465e-08,0,-4.9291,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,4.90501e-08,0,-0.922702,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,5.61024e-08,0,0.964686,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-5.98744e-08,0,2.86575,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,6.2038e-08,0,-4.76845,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-2.9632e-08,0,-1.71721,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,6.47424e-09,0,6.5213,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.11594e-08,0,3.76182,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,-5.45335e-08,0,3.52827,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,-1.48027e-07,0,3.05669,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,-1.14136e-07,0,2.9818,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,-3.41716e-08,0,-2.82653,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-5.88439e-08,0,-2.4316,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,1.51574e-08,0,3.63755,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,-1.01174e-07,0,3.53394,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-1.41377e-07,0,-3.99743,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,2.40867e-08,0,-3.96847,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,2.22267e-08,0,1.37696,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,-6.79384e-08,0,1.65309,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,6.48233e-08,0,2.11621,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,-2.84352e-08,0,-2.71969,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,-7.1093e-08,0,-0.871956,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,-9.70583e-09,0,-5.16757,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,4.4612e-08,0,-2.76025,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,1.90882e-08,0,2.4619,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,-3.44329e-08,0,1.43963,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,-2.33509e-09,0,-4.4401,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,2.72623e-08,0,0.495804,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,-6.92535e-08,0,1.76822,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,8.12896e-08,0,0.749033,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,7.26778e-08,0,-0.691473,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,8.2385e-08,0,0.874419,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,-5.96323e-09,0,-4.94348,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,3.38373e-08,0,-4.87517,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,5.01264e-08,0,-4.89124,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,1.27769e-07,0,-2.74106,0,0,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,6.15298e-09,0,-2.3979,0,0,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,2.61421e-08,0,-2.34742,0,0,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,1.46873e-08,0,-2.20247,0,0,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,6.77634e-09,0,-1.09032,0,0,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,3.24139e-08,0,-1.25712,0,0,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,-1.33557e-07,0,-5.77411,0,0,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,4.15626e-08,0,-5.33098,0,0,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,-4.05458e-08,0,1.40325,0,0,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,6.0036e-08,0,-4.14493,0,0,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,1.11324e-07,0,1.43755,0,0,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,-2.00031e-08,0,2.67689,0,0,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,-7.33897e-08,0,4.05026,0,0,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,-6.98584e-08,0,10.3281,0,0,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,-1.09792e-08,0,-0.175905,0,0,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,5.4374e-08,0,3.29988,0,0,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,-6.777e-08,0,5.42512,0,0,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,-6.00333e-09,0,2.52648,0,0,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,-1.74548e-08,0,1.2373,0,0,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,-2.71404e-08,0,-2.13051,0,0,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,-3.90113e-08,0,2.01947,0,0,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,-9.8673e-08,0,-0.892472,0,0,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,-4.68194e-08,0,3.39803,0,0,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,3.94027e-08,0,-6.24363,0,0,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,3.51222e-08,0,-2.5448,0,0,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,7.93748e-08,0,-2.87412,0,0,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,8.91163e-08,0,0.28399,0,0,True,6.0|99,433
