id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,651.36,0.713323,0.0112412,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|2|1|162,651.36,0.713323,0.0120595,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|3|1|162,651.36,0.713323,0.016895,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|4|1|162,651.36,0.713323,0.0337822,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|5|1|162,651.36,0.713323,0.00873613,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|6|1|162,651.36,0.713323,0.0111574,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|7|1|162,651.36,0.713323,0.0108281,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|cc|8|1|162,651.36,0.713323,0.00788868,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|sample|10|162,651.36,0.713335,0.0433075,15.5915,2.22997,4.30862,649.316,0.713191,0.0434713,15.616,2.23217,4.30862,True,32.0|162,84
8|84|sample|11|162,651.36,0.71321,0.0316166,15.5915,2.22997,4.30862,649.316,0.713066,0.031339,15.616,2.23217,4.30862,True,22.0|162,84
8|84|sample|12|162,651.36,0.71321,0.0401167,15.5915,2.22997,4.30862,649.316,0.713066,0.0404042,15.616,2.23217,4.30862,True,22.0|162,84
8|84|sample|3|162,651.36,0.713265,0.0104664,15.5915,2.22997,4.30862,649.316,0.713121,0.0104275,15.616,2.23217,4.30862,True,55.0|162,84
8|84|sample|4|162,651.36,0.713265,0.0111346,15.5915,2.22997,4.30862,649.316,0.713121,0.0112516,15.616,2.23217,4.30862,True,55.0|162,84
8|84|sample|5|162,651.36,0.713265,0.00295044,15.5915,2.22997,4.30862,649.316,0.713121,0.00281028,15.616,2.23217,4.30862,True,55.0|162,84
8|84|sample|6|162,651.36,0.713265,0.00327329,15.5915,2.22997,4.30862,649.316,0.713121,0.00318176,15.616,2.23217,4.30862,True,55.0|162,84
8|84|sample|7|162,651.36,0.713335,0.0352743,15.5915,2.22997,4.30862,649.316,0.713191,0.0364103,15.616,2.23217,4.30862,True,32.0|162,84
8|84|sample|8|162,651.36,0.713335,0.0370967,15.5915,2.22997,4.30862,649.316,0.713191,0.0383235,15.616,2.23217,4.30862,True,32.0|162,84
8|84|sample|9|162,651.36,0.713335,0.0431025,15.5915,2.22997,4.30862,649.316,0.713191,0.0433478,15.616,2.23217,4.30862,True,32.0|162,84
8|84|vc|1|2|162,651.36,0.713323,0.0167002,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|2|2|162,651.36,0.713323,0.00824998,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|3|2|162,651.36,0.713323,0.0281764,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|4|2|162,651.36,0.713323,0.00576816,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|5|2|162,651.36,0.713323,0.0089543,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|6|2|162,651.36,0.713323,0.01841,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|7|2|162,651.36,0.713323,0.0136634,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|84|vc|8|2|162,651.36,0.713323,0.00841845,15.5928,2.22997,4.30862,649.316,0.713178,0.00143236,15.6173,2.23217,4.30862,False,69.0|162,84
8|719|cc|1|1|274,651.36,0.713323,0.0139821,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|2|1|274,651.36,0.713323,0.0139972,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|3|1|274,651.36,0.713323,0.0111757,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|4|1|274,651.36,0.713323,0.0127075,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|5|1|274,651.36,0.713323,0.0109573,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|6|1|274,651.36,0.713323,0.0171317,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|7|1|274,651.36,0.713323,0.00905856,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|cc|8|1|274,651.36,0.713323,0.0121814,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|sample|10|274,651.36,0.713185,0.103371,15.5915,2.22983,4.30859,649.316,0.713041,0.103263,15.616,2.23203,4.3086,True,32.0|274,719
8|719|sample|11|274,651.36,0.713233,0.13177,15.5915,2.22983,4.30859,649.316,0.713089,0.134715,15.616,2.23203,4.3086,True,22.0|274,719
8|719|sample|12|274,651.36,0.713233,0.142947,15.5915,2.22983,4.30859,649.316,0.713089,0.141145,15.616,2.23203,4.3086,True,22.0|274,719
8|719|sample|3|274,651.36,0.713225,0.0126299,15.5915,2.22983,4.30859,649.316,0.713081,0.0129269,15.616,2.23203,4.3086,True,55.0|274,719
8|719|sample|4|274,651.36,0.713225,0.0117385,15.5915,2.22983,4.30859,649.316,0.713081,0.0126339,15.616,2.23203,4.3086,True,55.0|274,719
8|719|sample|5|274,651.36,0.713225,0.0114895,15.5915,2.22983,4.30859,649.316,0.713081,0.0122549,15.616,2.23203,4.3086,True,55.0|274,719
8|719|sample|6|274,651.36,0.713225,0.0138075,15.5915,2.22983,4.30859,649.316,0.713081,0.0140381,15.616,2.23203,4.3086,True,55.0|274,719
8|719|sample|7|274,651.36,0.713185,0.0979667,15.5915,2.22983,4.30859,649.316,0.713041,0.102123,15.616,2.23203,4.3086,True,32.0|274,719
8|719|sample|8|274,651.36,0.713185,0.105323,15.5915,2.22983,4.30859,649.316,0.713041,0.103887,15.616,2.23203,4.3086,True,32.0|274,719
8|719|sample|9|274,651.36,0.713185,0.0997735,15.5915,2.22983,4.30859,649.316,0.713041,0.105484,15.616,2.23203,4.3086,True,32.0|274,719
8|719|vc|1|2|274,651.36,0.713323,0.00826771,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|2|2|274,651.36,0.713323,0.00444299,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|3|2|274,651.36,0.713323,0.00697982,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|4|2|274,651.36,0.713323,0.00742585,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|5|2|274,651.36,0.713323,0.00674364,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|6|2|274,651.36,0.713323,0.0118543,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|7|2|274,651.36,0.713323,0.0101912,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|719|vc|8|2|274,651.36,0.713323,0.0160283,15.5928,2.22983,4.30859,649.316,0.713178,0.00143236,15.6173,2.23203,4.3086,False,69.0|274,719
8|488|cc|1|1|322,651.36,0.713331,0.009232,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|2|1|322,651.36,0.713331,0.00951317,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|3|1|322,651.36,0.713331,0.00787443,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|4|1|322,651.36,0.713331,0.0105403,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|5|1|322,651.36,0.713331,0.00817233,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|6|1|322,651.36,0.713331,0.00776332,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|7|1|322,651.36,0.713331,0.0106747,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|cc|8|1|322,651.36,0.713331,0.00712437,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|sample|10|322,651.36,0.708702,0.00464543,15.5915,2.22985,4.3085,649.316,0.707534,0.00459179,15.616,2.23205,4.30851,True,32.0|322,488
8|488|sample|11|322,651.36,0.713182,0.0810707,15.5915,2.22985,4.3085,649.316,0.713038,0.08208,15.616,2.23205,4.30851,True,22.0|322,488
8|488|sample|12|322,651.36,0.713182,0.090976,15.5915,2.22985,4.3085,649.316,0.713038,0.0928469,15.616,2.23205,4.30851,True,22.0|322,488
8|488|sample|3|322,651.36,0.713252,0.00404292,15.5915,2.22985,4.3085,649.316,0.713108,0.00424134,15.616,2.23205,4.30851,True,55.0|322,488
8|488|sample|4|322,651.36,0.713252,0.00354094,15.5915,2.22985,4.3085,649.316,0.713108,0.00375077,15.616,2.23205,4.30851,True,55.0|322,488
8|488|sample|5|322,651.36,0.713252,0.00271526,15.5915,2.22985,4.3085,649.316,0.713108,0.00277359,15.616,2.23205,4.30851,True,55.0|322,488
8|488|sample|6|322,651.36,0.713252,0.00270092,15.5915,2.22985,4.3085,649.316,0.713108,0.00267813,15.616,2.23205,4.30851,True,55.0|322,488
8|488|sample|7|322,651.36,0.708702,0.0134177,15.5915,2.22985,4.3085,649.316,0.707534,0.0135634,15.616,2.23205,4.30851,True,32.0|322,488
8|488|sample|8|322,651.36,0.708702,0.0131904,15.5915,2.22985,4.3085,649.316,0.707534,0.013524,15.616,2.23205,4.30851,True,32.0|322,488
8|488|sample|9|322,651.36,0.708702,0.0047788,15.5915,2.22985,4.3085,649.316,0.707534,0.00441431,15.616,2.23205,4.30851,True,32.0|322,488
8|488|vc|1|2|322,651.36,0.713331,0.0188157,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|2|2|322,651.36,0.713331,0.0315132,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|3|2|322,651.36,0.713331,0.0175739,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|4|2|322,651.36,0.713331,0.0127514,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|5|2|322,651.36,0.713331,0.0107244,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|6|2|322,651.36,0.713331,0.0152172,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|7|2|322,651.36,0.713331,0.0116808,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|488|vc|8|2|322,651.36,0.713331,0.0168724,15.5928,2.22985,4.3085,649.316,0.713186,0.00143236,15.6173,2.23205,4.30851,False,69.0|322,488
8|847|cc|1|1|69,651.36,0.713312,0.00972421,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|2|1|69,651.36,0.713312,0.0069118,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|3|1|69,651.36,0.713312,0.0173343,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|4|1|69,651.36,0.713312,0.0103911,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|5|1|69,651.36,0.713312,0.0273038,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|6|1|69,651.36,0.713312,0.0197802,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|7|1|69,651.36,0.713312,0.0071527,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|cc|8|1|69,651.36,0.713312,0.00872084,15.5928,2.22912,4.30806,649.316,0.713167,0.00143236,15.6173,2.23133,4.30807,False,69.0|69,847
8|847|sample|10|69,651.36,0.713148,0.353922,15.5915,2.22912,4.30806,649.316,0.713004,0.344167,15.616,2.23133,4.30807,True,32.0|69,847
8|847|sample|11|69,651.36,0.713331,0.0544472,15.5915,2.22912,4.30806,649.316,0.713187,0.0578378,15.616,2.23133,4.30807,True,22.0|69,847
8|847|sample|12|69,651.36,0.713331,0.0523081,15.5915,2.22912,4.30806,649.316,0.713187,0.054798,15.616,2.23133,4.30807,True,22.0|69,847
8|847|sample|3|69,651.36,0.713266,0.0126034,15.5915,2.22912,4.30806,649.316,0.713122,0.0132194,15.616,2.23133,4.30807,True,55.0|69,847
8|847|sample|4|69,651.36,0.713266,0.013282,15.5915,2.22912,4.30806,649.316,0.713122,0.013147,15.616,2.23133,4.30807,True,55.0|69,847
8|847|sample|5|69,651.36,0.713266,0.00221779,15.5915,2.22912,4.30806,649.316,0.713122,0.00228649,15.616,2.23133,4.30807,True,55.0|69,847
8|847|sample|6|69,651.36,0.713266,0.00223549,15.5915,2.22912,4.30806,649.316,0.713122,0.00229892,15.616,2.23133,4.30807,True,55.0|69,847
8|847|sample|7|69,651.36,0.713148,0.250519,15.5915,2.22912,4.30806,649.316,0.713004,0.253722,15.616,2.23133,4.30807,True,32.0|69,847
