rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,3.0069e-09,-5.56799e-08,-8.56487,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,2.9934e-08,-1.0509e-07,-10.2591,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,3.1869e-08,-2.02149e-08,-6.10356,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,1.95256e-08,-6.74726e-08,-4.63182,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-2.01238e-08,8.9959e-10,-5.80911,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,4.06728e-08,1.05431e-07,-7.58347,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,3.69929e-08,4.81837e-08,-6.12286,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,1.85272e-08,1.12619e-07,-2.53375,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,5.67979e-10,-8.96393e-08,-7.02597,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-2.10601e-08,-2.46402e-07,-9.25279,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,2.53078e-09,-1.23226e-07,6.34939,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,3.08714e-08,6.7683e-08,-0.109786,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,2.77763e-08,7.11567e-08,8.76932,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,3.51235e-08,1.27648e-07,2.69105,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,8.62462e-09,-1.23177e-07,-2.79499,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,1.18587e-09,2.86614e-08,-13.7038,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-5.78704e-08,9.39151e-08,5.03533,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-1.67373e-08,-5.38806e-08,-9.5125,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,2.74285e-08,-2.32539e-08,-5.15518,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.01227e-07,1.058e-07,-3.47462,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-3.36071e-08,-1.27807e-07,-4.19062,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-3.71648e-08,4.24116e-08,-5.91328,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-2.84153e-08,2.02172e-07,-5.40429,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,8.38986e-09,1.27591e-07,-11.4554,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,1.54851e-08,1.3969e-07,-7.40596,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,2.72257e-09,-1.03022e-07,-12.299,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,0,8.55637e-08,-1.19439e-08,-14.8915,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,0,-1.95022e-08,-1.42564e-07,-15.9557,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,0,-2.50085e-08,-5.63004e-08,-15.2569,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,0,3.97125e-08,5.83534e-09,-14.9681,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,0,-2.78828e-08,-3.72463e-08,-12.6802,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,0,-7.99184e-09,6.87833e-08,-13.2458,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,0,6.42505e-08,-4.40017e-09,-18.7105,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,0,-5.08765e-08,7.52444e-08,-21.3229,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,0,-1.23406e-08,1.5986e-07,-18.8919,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,0,-9.83539e-09,1.68231e-08,-18.3868,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,0,2.7303e-09,1.90514e-08,-5.92662,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,0,-9.62962e-09,-9.1076e-08,5.2753,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,0,6.55032e-08,-1.97099e-08,-2.36398,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,0,2.29761e-10,-3.47798e-08,3.91764,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,0,1.1821e-08,-3.85512e-08,4.75302,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,0,3.4346e-08,1.91509e-07,3.82239,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,0,5.03871e-09,1.00913e-08,-5.10386,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,0,3.17397e-08,1.2068e-07,7.97434,0,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,0,3.28461e-08,-1.65326e-07,9.83563,0,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,0,2.42615e-08,-7.62156e-08,6.23247,0,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,0,-1.12666e-08,-2.69008e-07,2.20488,0,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,0,-3.70503e-08,-1.07786e-07,1.78631,0,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,0,5.74471e-08,1.10842e-07,-4.17643,0,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,0,-1.76046e-08,3.02967e-09,8.36574,0,False,69.0|233,705
