id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,-0.00454603,0.671207,1.3642,0.64917,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.500682,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,-0.00454603,0.671207,1.3642,0.420636,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.288827,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,-0.00454603,0.671207,1.3642,7.76412,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.55824,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,-0.00454603,0.671207,1.3642,1.13203,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.592426,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,-0.00454603,0.671207,1.3642,0.497472,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.386897,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,-0.00454603,0.671207,1.3642,0.518326,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.362982,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,-0.00454603,0.671207,1.3642,1.0995,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.510662,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,-0.00454603,0.671207,1.3642,2.90279,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.587617,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,-0.00454603,0.671207,1.3642,0.416393,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.323167,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,-0.00454603,0.671207,1.3642,0.471504,7.80343e-07,3.5599e-09,1,-0.0045438,0.671207,1.3642,0.389542,7.91372e-07,3.54935e-09,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,9.07299,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,11.7325,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,5.86552,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,10.0879,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,6.10581,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,17.6805,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,4.24935,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,-0.00454603,6.42872,0.854993,7.38926,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,9.69155,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,10.3093,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,12.4513,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,60.6651,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,7.57651,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,0.999999,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,27.9239,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,6.30822,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1,-0.00454603,6.42872,0.854993,9.56566,7.80343e-07,3.5599e-09,1,-0.0045438,6.42872,0.854993,1,7.91372e-07,3.54935e-09,False,69.0|274,411
