id,importanceSampling
411|4,154.573301
411|3,153.675363
411|5,166.411052
411|6,168.284302
411|8,152.128390
411|7,153.535877
411|9,133.519215
411|10,169.153381
411|12,151.267768
411|11,154.303962
411|1,50.880315
411|2,142.715310
783|3,176.361708
783|4,177.823450
783|5,174.561689
783|6,175.745884
783|7,198.245388
783|8,197.051300
783|10,175.628560
783|9,178.587406
783|12,203.285164
783|11,200.396455
783|1,83.053953
783|2,146.450032
491|10,169.335135
491|9,170.317834
491|12,160.474487
491|11,163.311797
491|4,131.194538
491|3,166.022491
491|6,168.855831
491|5,173.196532
491|7,177.092703
491|8,175.059262
491|1,75.598484
491|2,156.721651
433|4,188.178672
433|3,184.330399
433|6,172.751422
433|5,173.534593
433|8,184.185792
433|7,184.972725
433|10,175.568584
433|9,142.297375
433|11,164.852267
433|12,169.400525
433|1,64.757796
433|2,147.841054
297|3,171.291084
297|4,138.782146
297|5,185.553489
297|6,185.498614
297|8,181.045042
297|7,182.604965
297|9,182.573057
297|10,183.485491
297|12,182.703294
297|11,191.721106
297|1,68.373255
297|2,113.132698
183|4,154.880678
183|3,151.710335
183|6,153.357274
183|5,153.990012
183|7,151.333643
183|8,150.375878
183|10,155.369229
183|9,155.174779
183|12,148.605685
183|11,150.061905
183|1,87.119314
183|2,120.647707
705|3,153.656698
705|4,155.089072
705|5,154.938785
705|6,121.715707
705|7,153.359598
705|8,153.103835
705|10,164.125644
705|9,163.535110
705|12,157.284210
705|11,160.582201
705|1,66.710561
705|2,125.613618
555|4,128.509854
555|3,164.720606
555|5,162.922074
555|6,163.693013
555|7,160.816095
555|8,161.808798
555|9,160.694725
555|10,163.214664
555|12,162.257521
555|11,166.800106
555|1,79.477695
555|2,132.090734
394|5,139.580552
394|6,173.329276
394|7,172.592753
394|8,172.461634
394|10,183.629900
394|9,182.912222
394|12,173.100727
394|11,170.994502
394|3,164.219412
394|4,167.682295
394|1,63.124115
394|2,138.655382
1099|3,146.093191
1099|4,146.333845
1099|5,115.326050
1099|6,148.763577
1099|8,161.040595
1099|7,154.736450
1099|9,144.675557
1099|10,146.850370
1099|11,157.358344
1099|12,122.546258
1099|1,67.203235
1099|2,87.129293
611|4,153.148540
611|3,193.533014
611|5,167.903897
611|6,174.771380
611|7,152.555277
611|8,202.080648
611|9,147.721675
611|10,150.975476
611|12,186.067087
611|11,191.518932
611|1,68.639639
611|2,125.728741
84|5,176.795719
84|6,178.147969
84|4,177.872022
84|3,178.416917
84|9,165.844587
84|10,166.440155
84|7,173.205914
84|8,171.040512
84|12,172.586056
84|11,174.560966
84|1,77.629189
84|2,149.813200
1042|8,163.725173
1042|7,162.265874
1042|6,167.772020
1042|5,166.484652
1042|12,161.185152
1042|11,128.880864
1042|9,134.535204
1042|10,166.764391
1042|4,164.804733
1042|3,163.240738
1042|1,83.788225
1042|2,148.291144
719|5,192.737808
719|6,188.841257
719|3,199.420484
719|4,201.288402
719|10,169.883179
719|9,170.742580
719|8,176.061318
719|7,175.712857
719|12,180.823413
719|11,169.399010
719|1,81.641219
719|2,145.714495
863|7,157.635787
863|8,158.298205
863|6,162.444471
863|5,162.482678
863|11,158.979223
863|12,157.424371
863|9,163.083575
863|10,161.158313
863|3,158.557842
863|4,127.306471
863|1,79.240259
863|2,143.148791
488|6,176.772787
488|5,178.892863
488|4,181.945390
488|3,147.019583
488|10,188.739920
488|9,185.295683
488|8,191.685550
488|7,189.031713
488|11,188.512877
488|12,188.376628
488|1,77.998985
488|2,111.181322
152|8,164.674383
152|7,163.698920
152|6,168.988800
152|5,169.413650
152|12,160.150889
152|11,160.152329
152|10,164.047055
152|9,130.947968
152|3,167.880510
152|4,166.864043
152|1,78.565488
152|2,144.470245
847|6,232.644424
847|3,208.938733
847|4,208.994389
847|10,164.333408
847|9,166.021640
847|7,171.841777
847|8,170.833080
847|12,139.403327
847|11,173.958635
847|5,245.484173
847|1,83.686097
847|2,161.342719
1241|8,165.109273
1241|7,170.894727
1241|5,175.027625
1241|6,179.442793
1241|11,171.703908
1241|12,168.973572
1241|9,174.237146
1241|10,140.911778
1241|3,177.804653
1241|4,175.129083
1241|1,78.890494
1241|2,154.428628
474|5,171.597759
474|6,171.615180
474|3,179.884364
474|4,181.722755
474|9,190.614034
474|10,189.133163
474|8,195.854456
474|7,195.350306
474|12,180.207377
474|11,178.804721
474|1,82.743208
474|2,118.875650
1056|8,159.680513
1056|7,161.498268
1056|6,165.990547
1056|5,165.089647
1056|12,162.562973
1056|11,162.048596
1056|10,162.560554
1056|9,169.045850
1056|4,164.314415
1056|3,162.936057
1056|1,44.941801
1056|2,149.911147
462|6,193.058052
462|5,195.155636
462|4,195.753426
462|3,193.028161
462|9,193.616614
462|10,194.823032
462|7,197.084726
462|8,196.969941
462|11,175.931769
462|12,173.242984
462|1,57.856374
462|2,152.941399
1159|8,166.295724
1159|7,132.347005
1159|5,172.334727
1159|6,169.084104
1159|11,159.993242
1159|12,158.257002
1159|9,166.698457
1159|10,167.922930
1159|4,137.083386
1159|3,137.323866
1159|1,80.799144
1159|2,156.547046
75|6,152.192577
75|5,149.950666
75|3,154.111207
75|4,153.392052
75|9,154.829029
75|10,153.982673
75|7,155.198674
75|8,156.490898
75|12,149.829932
75|11,149.379217
75|1,77.847942
75|2,126.123975
1017|7,151.231916
1017|8,148.966929
1017|5,118.985448
1017|6,153.360640
1017|12,148.529066
1017|11,159.457503
1017|10,117.147596
1017|9,150.746270
1017|4,153.156713
1017|3,149.376357
1017|1,87.612639
1017|2,136.197437
291|6,168.624493
291|5,167.743584
291|4,175.319453
291|3,174.978399
291|9,188.418890
291|10,154.113175
291|8,192.625110
291|7,193.169083
291|11,190.274157
291|12,184.118975
291|1,46.628074
291|2,150.396370
1197|7,155.132061
1197|8,155.197224
1197|6,157.196414
1197|5,160.899091
1197|12,179.821494
1197|10,187.383258
1197|9,185.953745
1197|3,179.831940
1197|4,183.033003
1197|11,149.630837
1197|1,79.960981
1197|2,157.544358
77|6,161.862766
77|5,159.534174
77|3,131.663608
77|4,164.804579
77|9,155.453709
77|10,155.668820
77|8,161.707400
77|7,163.572417
77|12,151.971052
77|11,151.789803
77|1,85.489130
77|2,135.350358
745|7,176.974731
745|8,174.463388
745|6,177.655713
745|5,173.630785
745|3,167.229532
745|11,150.047013
745|12,147.736158
745|10,119.659237
745|9,152.065215
745|4,165.728158
745|1,78.660754
745|2,103.333679
322|6,150.363443
322|5,150.192932
322|3,155.277845
322|4,124.088740
322|10,180.270449
322|9,177.301864
322|7,181.179848
322|8,181.843247
322|12,120.060382
322|11,155.114857
322|1,91.898585
322|2,152.066629
1043|6,153.273626
1043|7,147.609789
1043|8,145.897371
1043|5,153.238936
1043|11,176.690750
1043|12,172.222160
1043|10,180.075219
1043|9,174.746114
1043|4,149.875307
1043|3,149.401381
1043|1,39.527966
1043|2,148.536442
963|6,154.597011
963|5,155.216150
963|4,126.728134
963|3,158.802216
963|10,156.416926
963|9,149.594123
963|7,153.826223
963|8,156.890023
963|11,157.853865
963|12,154.640897
963|1,90.405336
963|2,141.904444
1260|8,145.563434
1260|7,148.044677
1260|6,148.858751
1260|5,148.434044
1260|11,149.503382
1260|12,146.380141
1260|10,153.522312
1260|9,156.906166
1260|4,158.647760
1260|3,158.132491
1260|1,92.395759
1260|2,140.285020
