id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.288516,0,0,0,0,-2.89216e-07,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-0.360296,0,0,0,0,-1.48617e-07,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.23287,0,0,0,0,-3.5747e-10,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-0.124444,0,0,0,0,-1.51862e-07,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.107628,0,0,0,0,1.08934e-07,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0.247873,0,0,0,0,2.68877e-07,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.161013,0,0,0,0,-2.71357e-07,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0.0207773,0,0,0,0,1.303e-07,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-2.37731,0,0,0,0,-2.39496,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,-2.62915,0,0,0,0,-2.56286,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,-2.47934,0,0,0,0,-2.51957,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-2.98175,0,0,0,0,-2.9826,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-2.98332,0,0,0,0,-2.9632,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,-2.94011,0,0,0,0,-2.89644,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,-2.97423,0,0,0,0,-2.92818,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,-2.6044,0,0,0,0,-2.52622,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,-2.54667,0,0,0,0,-2.48816,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,-2.42926,0,0,0,0,-2.39055,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0.202345,0,0,0,0,1.34207e-07,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0.248193,0,0,0,0,2.84973e-08,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0.329615,0,0,0,0,-1.70556e-07,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0.0222783,0,0,0,0,1.60988e-07,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0.376254,0,0,0,0,2.45177e-07,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0.359622,0,0,0,0,-2.16298e-07,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0.290489,0,0,0,0,4.93311e-08,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0.290123,0,0,0,0,4.8577e-08,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,-0.128709,0,0,0,0,2.06191e-07,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0.105221,0,0,0,0,-2.49588e-07,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,-0.0198871,0,0,0,0,2.75114e-07,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0.000431349,0,0,0,0,1.4507e-07,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0.0809591,0,0,0,0,1.08291e-07,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0.15971,0,0,0,0,-2.58089e-07,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0.151835,0,0,0,0,2.26841e-07,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0.272309,0,0,0,0,1.77135e-07,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,-1.79579,0,0,0,0,-1.79059,0,0,0,True,32.0|274,719
8|719|sample|11|274,0,-1.36275,0,0,0,0,-1.43719,0,0,0,True,22.0|274,719
8|719|sample|12|274,0,-1.17506,0,0,0,0,-1.28139,0,0,0,True,22.0|274,719
8|719|sample|3|274,0,-3.06588,0,0,0,0,-2.99132,0,0,0,True,55.0|274,719
8|719|sample|4|274,0,-3.01038,0,0,0,0,-2.99514,0,0,0,True,55.0|274,719
8|719|sample|5|274,0,-2.81014,0,0,0,0,-2.82138,0,0,0,True,55.0|274,719
8|719|sample|6|274,0,-2.83412,0,0,0,0,-2.8091,0,0,0,True,55.0|274,719
8|719|sample|7|274,0,-1.83766,0,0,0,0,-1.8366,0,0,0,True,32.0|274,719
8|719|sample|8|274,0,-1.88199,0,0,0,0,-1.82734,0,0,0,True,32.0|274,719
8|719|sample|9|274,0,-1.84973,0,0,0,0,-1.77427,0,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,0.218834,0,0,0,0,3.70314e-08,0,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,0.333401,0,0,0,0,1.48481e-07,0,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,0.45654,0,0,0,0,3.31927e-07,0,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0.429655,0,0,0,0,-1.25984e-07,0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,0.520114,0,0,0,0,-3.31998e-07,0,0,0,False,69.0|274,719
