id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_eta_alpha_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_eta_alpha_mode,mab_virus,run_id
411|4,0,-2.35721e-09,-4.85819e-09,0,0,-2.79043e-11,2.02469e-11,0,70.0|274,411
411|3,0,-2.24393e-09,-2.15824e-09,0,0,2.28786e-11,-1.03029e-12,0,70.0|274,411
411|5,0,-1.47427e-09,1.84474e-09,0,0,-3.60041e-11,-5.45342e-12,0,70.0|274,411
411|6,0,-8.10239e-11,-2.97349e-09,0,0,1.93801e-11,-8.17124e-14,0,70.0|274,411
411|8,0,-1.68007e-09,6.42278e-09,0,0,-2.12506e-11,1.47082e-11,0,70.0|274,411
411|7,0,-8.98059e-10,9.12608e-10,0,0,8.24629e-12,2.467e-11,0,70.0|274,411
411|9,0,3.03176e-09,2.39874e-09,0,0,-2.08082e-11,2.91251e-11,0,70.0|274,411
411|10,0,-2.02393e-09,2.50375e-09,0,0,-2.26117e-11,-4.40536e-12,0,70.0|274,411
411|12,0,-5.03232e-09,3.98879e-09,0,0,-3.7427e-11,-1.94689e-11,0,70.0|274,411
411|11,0,2.12272e-10,-4.76043e-09,0,0,-1.35549e-11,2.089e-11,0,70.0|274,411
411|1,0,3.98265e-09,1.08132e-09,0,0,-3.46922e-12,-2.54943e-11,0,69.0|274,411
411|2,0,2.68626e-09,-2.174e-09,0,0,2.96438e-11,7.83018e-12,0,69.0|274,411
152|8,0,-5.71637e-10,-1.57986e-09,0,0,1.64153e-11,2.47873e-11,0,65.0|322,152
152|7,0,-4.46205e-09,-5.4715e-09,0,0,-3.47233e-12,2.76366e-11,0,65.0|322,152
152|6,0,2.08107e-09,-4.01977e-09,0,0,-4.20952e-12,2.95621e-11,0,65.0|322,152
152|5,0,-6.95334e-10,-3.41632e-09,0,0,2.80709e-11,1.45839e-11,0,65.0|322,152
152|12,0,2.62446e-09,5.6889e-10,0,0,-3.44116e-11,2.26663e-11,0,28.0|322,152
152|11,0,2.40439e-09,-2.15448e-10,0,0,3.36728e-11,-3.36371e-11,0,28.0|322,152
152|10,0,-2.70809e-09,1.22873e-09,0,0,1.68681e-11,-4.37694e-12,0,28.0|322,152
152|9,0,-2.3982e-09,7.93113e-10,0,0,-3.30005e-11,-1.38591e-11,0,28.0|322,152
152|3,0,-2.00358e-09,2.67445e-09,0,0,-4.01679e-13,1.98668e-11,0,22.0|322,152
152|4,0,-7.96052e-10,1.07385e-09,0,0,3.00566e-11,1.16067e-11,0,22.0|322,152
152|1,0,-3.0153e-09,6.3051e-10,0,0,1.20792e-11,-1.93801e-11,0,69.0|322,152
152|2,0,-9.12268e-11,-1.94372e-09,0,0,-5.25433e-11,-3.06173e-11,0,69.0|322,152
1056|8,0,-1.89064e-09,1.60345e-09,0,0,5.18696e-12,-2.54445e-11,0,65.0|276,1056
1056|7,0,4.84008e-09,-3.04621e-09,0,0,2.09763e-11,1.96607e-11,0,65.0|276,1056
1056|6,0,-3.58861e-09,1.11974e-09,0,0,-1.46305e-12,-4.88498e-11,0,65.0|276,1056
1056|5,0,1.08391e-09,7.86037e-10,0,0,-2.76243e-11,-8.21743e-12,0,65.0|276,1056
1056|12,0,4.45817e-10,-3.83958e-10,0,0,-5.79674e-11,-1.27756e-11,0,28.0|276,1056
1056|11,0,-5.21148e-09,-2.05967e-09,0,0,-3.17906e-11,-1.33333e-11,0,28.0|276,1056
1056|10,0,-2.04663e-09,4.25551e-09,0,0,-1.32281e-11,4.49667e-11,0,28.0|276,1056
1056|9,0,1.63609e-09,-1.85525e-09,0,0,-1.41229e-11,-5.31486e-12,0,28.0|276,1056
1056|4,0,3.51645e-09,5.47178e-09,0,0,-1.09035e-11,1.91775e-11,0,22.0|276,1056
1056|3,0,6.57087e-10,4.75515e-09,0,0,2.76981e-11,-2.31353e-11,0,22.0|276,1056
1056|1,0,-1.98599e-10,3.05497e-09,0,0,-4.92648e-12,-3.49551e-11,0,69.0|276,1056
1056|2,0,1.47437e-09,2.85944e-09,0,0,1.77377e-11,4.12115e-11,0,69.0|276,1056
462|6,0,-2.90211e-10,-3.25566e-09,0,0,2.39181e-11,-1.59837e-11,0,55.0|292,462
462|5,0,-1.19622e-09,8.10289e-09,0,0,-1.81797e-11,3.91154e-11,0,55.0|292,462
462|4,0,-3.95613e-10,-2.81172e-09,0,0,2.5794e-11,-5.26015e-11,0,55.0|292,462
462|3,0,2.84273e-09,-2.82291e-09,0,0,-8.56565e-12,-2.04281e-11,0,55.0|292,462
462|9,0,-5.10185e-09,-3.09008e-09,0,0,-1.8364e-11,-3.43086e-11,0,32.0|292,462
462|10,0,2.12578e-10,-2.17017e-09,0,0,1.36377e-10,1.9245e-11,0,32.0|292,462
462|7,0,-9.28693e-10,2.20553e-09,0,0,3.04832e-11,4.91696e-12,0,32.0|292,462
462|8,0,-2.21477e-09,2.30274e-09,0,0,4.58136e-11,-2.1295e-11,0,32.0|292,462
462|11,0,-1.9483e-10,2.60498e-09,0,0,-5.07197e-11,3.34843e-11,0,22.0|292,462
462|12,0,-3.49483e-10,-1.92389e-09,0,0,1.93421e-11,-1.00187e-11,0,22.0|292,462
462|1,0,-1.83704e-09,-1.06832e-09,0,0,2.36797e-11,-3.88383e-11,0,69.0|292,462
462|2,0,1.55256e-09,-5.58929e-10,0,0,8.74678e-12,-2.57714e-11,0,69.0|292,462
1159|8,0,-5.08706e-10,1.27015e-09,0,0,-6.24389e-12,-1.09814e-11,0,65.0|292,1159
1159|7,0,3.0426e-10,1.45678e-09,0,0,2.04043e-11,4.17728e-11,0,65.0|292,1159
1159|5,0,-3.9972e-09,-2.77705e-09,0,0,-1.20015e-12,2.22791e-11,0,65.0|292,1159
1159|6,0,1.27986e-09,-4.21182e-09,0,0,1.32321e-11,-6.41833e-11,0,65.0|292,1159
1159|11,0,5.11326e-09,-2.45346e-09,0,0,-6.10829e-11,-1.98099e-11,0,28.0|292,1159
1159|12,0,-2.12229e-10,4.7078e-09,0,0,2.46434e-11,1.35891e-11,0,28.0|292,1159
1159|9,0,7.11988e-10,1.89941e-09,0,0,5.31277e-11,3.31468e-11,0,28.0|292,1159
1159|10,0,-7.59214e-10,-9.40819e-10,0,0,-4.49347e-11,6.39488e-14,0,28.0|292,1159
1159|4,0,1.8215e-09,-5.344e-09,0,0,1.77014e-11,-2.089e-11,0,22.0|292,1159
1159|3,0,6.32199e-10,1.91707e-09,0,0,-4.15481e-11,-1.03739e-11,0,22.0|292,1159
1159|1,0,-8.63788e-09,3.47191e-09,0,0,2.25211e-11,4.73577e-11,0,69.0|292,1159
1159|2,0,-1.30576e-09,7.6331e-11,0,0,-3.46008e-11,-9.28324e-12,0,69.0|292,1159
1197|7,0,1.16054e-09,-3.53667e-10,0,0,-2.83027e-11,1.90497e-11,0,65.0|103,1197
1197|8,0,-1.21273e-09,-2.54047e-09,0,0,2.80744e-11,-2.14264e-11,0,65.0|103,1197
1197|6,0,3.9581e-09,-2.7143e-09,0,0,1.586e-11,-3.42126e-12,0,65.0|103,1197
1197|5,0,-9.45333e-10,-1.12931e-09,0,0,-1.92535e-12,-2.82476e-11,0,65.0|103,1197
1197|12,0,-1.16772e-09,-5.02125e-09,0,0,1.7371e-11,-3.05782e-11,0,28.0|103,1197
1197|10,0,7.50914e-10,2.60009e-09,0,0,-4.57527e-11,-3.15872e-11,0,28.0|103,1197
1197|9,0,3.47192e-10,5.38865e-09,0,0,2.02349e-11,-8.29559e-12,0,28.0|103,1197
1197|3,0,-2.06209e-09,-8.52665e-09,0,0,8.41061e-12,-2.66382e-11,0,22.0|103,1197
1197|4,0,-5.24617e-09,1.57816e-09,0,0,-2.54623e-11,1.45661e-13,0,22.0|103,1197
1197|11,0,-3.29386e-09,3.02026e-09,0,0,-1.21441e-11,-8.92797e-12,0,28.0|103,1197
1197|1,0,2.52741e-09,-2.82356e-11,0,0,5.23404e-12,4.01918e-11,0,69.0|103,1197
1197|2,0,-4.01742e-09,2.05557e-09,0,0,2.81997e-11,-1.81188e-12,0,69.0|103,1197
