id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|2|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|3|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|4|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|5|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|6|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|7|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|cc|8|1|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|sample|10|162,1,0.0336407,1.47214,2.25437,0.282794,1.00656e-06,1,0.0336424,1.47216,2.25433,0.282793,1.0066e-06,True,32.0|162,84
8|84|sample|11|162,1,5.11113e-09,1.47214,2.25437,0.282794,1.00656e-06,1,5.10231e-09,1.47216,2.25433,0.282793,1.0066e-06,True,22.0|162,84
8|84|sample|12|162,1,5.11113e-09,1.47214,2.25437,0.282794,1.00656e-06,1,5.10231e-09,1.47216,2.25433,0.282793,1.0066e-06,True,22.0|162,84
8|84|sample|3|162,1,0.168509,1.47214,2.25437,0.282794,1.00656e-06,1,0.1685,1.47216,2.25434,0.282793,1.0066e-06,True,55.0|162,84
8|84|sample|4|162,1,0.168509,1.47214,2.25437,0.282794,1.00656e-06,1,0.1685,1.47216,2.25434,0.282793,1.0066e-06,True,55.0|162,84
8|84|sample|5|162,1,0.168509,1.47214,2.25437,0.282794,1.00656e-06,1,0.1685,1.47216,2.25434,0.282793,1.0066e-06,True,55.0|162,84
8|84|sample|6|162,1,0.168509,1.47214,2.25437,0.282794,1.00656e-06,1,0.1685,1.47216,2.25434,0.282793,1.0066e-06,True,55.0|162,84
8|84|sample|7|162,1,0.0336407,1.47214,2.25437,0.282794,1.00656e-06,1,0.0336424,1.47216,2.25433,0.282793,1.0066e-06,True,32.0|162,84
8|84|sample|8|162,1,0.0336407,1.47214,2.25437,0.282794,1.00656e-06,1,0.0336424,1.47216,2.25433,0.282793,1.0066e-06,True,32.0|162,84
8|84|sample|9|162,1,0.0336407,1.47214,2.25437,0.282794,1.00656e-06,1,0.0336424,1.47216,2.25433,0.282793,1.0066e-06,True,32.0|162,84
8|84|vc|1|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|2|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|3|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|4|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|5|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|6|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|7|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|84|vc|8|2|162,1,0.0336411,1.4721,2.25437,0.282794,1.00656e-06,1,0.0336429,1.47212,2.25434,0.282793,1.0066e-06,False,69.0|162,84
8|719|cc|1|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|2|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|3|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|4|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|5|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|6|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|7|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|cc|8|1|274,1,0.033641,1.4721,2.25437,0.152966,1.00655e-06,1,0.0336428,1.47212,2.25433,0.152963,1.00659e-06,False,69.0|274,719
8|719|sample|10|274,1,2.67488e-11,1.47214,8.54607,0.152966,1.00655e-06,1,2.66912e-11,1.47216,8.54587,0.152963,1.00659e-06,True,32.0|274,719
