id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.77964e-09,0,-0.00432449,-2.13448e-08,-5.36155,0,0,0,-0.000208225,9.21369e-12,-6.0925,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,3.73067e-10,0,0.011126,5.64337e-08,-6.48421,0,0,0,-0.000281569,1.13168e-11,-7.21214,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.96667e-09,0,-0.00676711,7.66158e-09,-1.82632,0,0,0,-3.91504e-05,2.27959e-12,-2.88518,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-6.93949e-09,0,0.0895618,-3.05654e-08,-0.471431,0,0,0,-3.1402e-05,2.49173e-12,-1.91384,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.30577e-08,0,0.0777221,-5.76896e-08,-6.21187,0,0,0,-0.000246823,1.03054e-11,-6.80778,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.55366e-09,0,0.0553353,-3.63609e-08,-6.14271,0,0,0,-0.000246679,1.0527e-11,-6.73498,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,6.21982e-09,0,-0.0105937,-7.36257e-09,-0.997438,0,0,0,-3.3351e-05,2.24046e-12,-2.34986,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,3.66879e-09,0,-0.0556969,1.75871e-08,-1.38252,0,0,0,-3.69091e-05,2.67644e-12,-2.61559,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,2.79158e-09,0,0.0725329,-2.79516e-08,-8.59209,0,0,0,-0.00041448,1.37189e-11,-9.19961,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,4.34373e-09,0,0.000193153,-7.24184e-08,-6.44536,0,0,0,-0.000272407,1.09964e-11,-7.10533,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.04084e-08,0,0.00597075,4.06644e-08,-0.257129,0,0,0,-2.421e-08,-4.09117e-14,4.06161e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-2.12806e-09,0,-0.0284864,-1.92262e-08,-0.376325,0,0,0,-4.9113e-08,-1.55431e-14,-1.9384e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,5.00081e-09,0,-0.0198131,1.14022e-09,0.131738,0,0,0,-1.73393e-08,5.6205e-14,-2.7032e-07,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-3.49581e-09,0,-0.0267004,7.7873e-09,-0.392927,0,0,0,1.02442e-07,3.53051e-14,6.072e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,6.45415e-09,0,-0.0374213,2.11293e-09,0.36401,0,0,0,4.64705e-08,5.14033e-14,7.80836e-08,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,2.09156e-09,0,-0.00426549,6.72081e-08,-0.0556299,0,0,0,-1.51081e-08,-6.05072e-15,4.0502e-07,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.01251e-09,0,0.016739,-5.93163e-09,-0.221886,0,0,0,-2.55737e-08,1.44329e-14,1.88753e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,5.08268e-09,0,-0.00405099,5.0345e-08,-0.10139,0,6.54836e-11,0,-0.000362441,-2.30387e-10,-0.102573,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,7.02895e-09,0,-0.072222,2.58364e-09,0.19407,0,2.18279e-11,0,5.69865e-05,1.8816e-11,0.000858017,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-4.11528e-11,0,0.0152388,1.86477e-08,-0.222069,0,0,0,6.2468e-08,3.79419e-14,5.06626e-07,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-6.89062e-10,0,0.0360523,6.94933e-08,-0.341701,0,0,0,-5.05629e-08,-6.04516e-14,1.2692e-07,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,8.92513e-10,0,-0.0201264,-2.62022e-09,-0.210316,0,0,0,7.00145e-08,-1.52101e-14,-8.73681e-09,0,False,69.0|274,411
