id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,9.28143e-10,-2.50372e-09,-2.91175e-09,2.13864e-08,-18.5406,0,-1.45519e-11,1.81899e-12,3.55271e-15,1.6062e-12,-19.1949,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.41361e-09,-8.59067e-10,-5.30478e-09,4.12815e-08,-17.977,0,-1.45519e-11,0,-5.80092e-13,1.90268e-11,-18.5888,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.65955e-09,2.53078e-09,4.29909e-09,-2.13174e-08,-16.5641,0,0,-1.09139e-11,-5.37348e-14,-2.0719e-11,-17.2467,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-3.29093e-09,-3.17574e-10,-2.49827e-09,-5.78137e-08,-14.9981,0,0,-3.63798e-12,2.63384e-11,-1.68994e-10,-15.5308,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,3.77983e-10,-1.20195e-09,-7.07589e-10,3.24011e-08,-19.854,0,1.45519e-11,-1.81899e-12,1.16573e-15,1.56894e-12,-20.4597,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.11927e-09,-2.97461e-09,9.51789e-10,6.74576e-08,-18.9397,0,-1.45519e-11,0,1.13715e-12,9.7225e-12,-20.0605,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-2.63732e-09,-4.09487e-10,3.86384e-09,-2.61753e-08,-15.792,0,1.45519e-11,-1.81899e-12,-4.996e-15,1.06218e-12,-16.6234,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-2.56529e-09,3.07241e-10,5.06755e-09,8.23203e-08,-15.4331,0,-1.45519e-11,0,-2.87437e-13,-3.37938e-12,-16.0095,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.57811e-09,2.67454e-09,2.91487e-09,2.66065e-08,-13.3898,0,-1.45519e-11,0,2.44249e-15,-3.22194e-11,-14.462,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,6.98113e-09,-3.16428e-09,-7.91353e-09,-1.73646e-08,-15.7268,0,0,-1.81899e-12,-1.27268e-11,1.22073e-10,-17.4354,0,True,70.0|274,411
