rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-2.11003e-09,-2.05018e-08,-1.70468e-08,-1.48308e-08,-1.68351,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-2.50147e-08,-1.85992e-08,3.62556e-08,3.76606e-09,-2.64464,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.3606e-08,-1.11577e-08,3.19669e-08,-2.42026e-08,-2.31592,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-3.63798e-09,4.20278e-08,2.30491e-08,-8.06695e-09,-2.85122,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,2.83908e-08,-4.96038e-09,-2.41835e-09,3.89104e-08,-2.54294,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.97178e-08,1.4641e-08,-1.67862e-08,-1.37997e-08,-1.90609,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,6.50471e-09,2.83708e-08,5.06752e-08,1.82645e-08,-2.26001,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.07801e-08,3.11957e-09,6.45281e-08,-1.88005e-08,-2.50109,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-1.16124e-08,-3.61069e-09,-1.17557e-08,2.38649e-08,-1.47885,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-4.88944e-09,3.34821e-08,1.37425e-08,1.60323e-08,-1.6439,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-2.67755e-08,1.75733e-08,1.80874e-08,2.31033e-09,-20.7433,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-1.54396e-08,-2.78305e-09,1.18101e-08,7.95322e-09,14.0464,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.07684e-09,3.09828e-08,1.6331e-08,9.84962e-09,27.386,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,4.22006e-10,2.02708e-08,3.70376e-08,-2.51428e-08,40.0044,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-1.94996e-09,1.85646e-08,-9.71438e-09,2.11036e-08,-17.0941,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-2.70811e-08,1.47666e-08,-7.52999e-10,-7.70373e-09,-1.98098,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,2.35741e-09,-4.96711e-08,-4.51941e-11,-1.93869e-08,-1.06544,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.16415e-09,-3.04517e-08,-1.61222e-08,-5.30982e-10,-10.3976,0,False,69.0|274,411
