id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mean,L_mean,L_gap_mean,h_mean,f_mean,alpha_mean,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,U_sd,L_sd,L_gap_sd,h_sd,f_sd,alpha_sd,goes_down,mab_virus,run_id
8|1159|8|1159|vc|5|2|292|2|292|69.0,125886,10893.4,2.18508,1.51446,2.96359e+24,0.714689,125886,10893.4,2.18508,1.51446,5.82416e+29,0.71456,125886,10893.4,2.18508,1.51446,1.04393,0.71456,0.00768946,0.000345267,1.39785e-07,1.05367e-07,2.47578e+31,0,False,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,125886,10893.4,2.18508,1.51446,4.30395e+20,0.714689,125886,10893.4,2.18508,1.51446,6.93814e+23,0.71456,125886,10893.4,2.18508,1.51446,0.994217,0.71456,0.00690534,0.00029901,1.71201e-07,6.32203e-08,2.81927e+25,0,False,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,125886,10893.4,2.18508,1.51446,3.00825e+21,0.714689,125886,10893.4,2.18508,1.51446,9.70421e+22,0.71456,125886,10893.4,2.18508,1.51446,0.787873,0.71456,0.00195313,0.000503309,1.36571e-07,8.1617e-08,3.68463e+24,0,False,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,125886,10893.4,2.18508,1.51446,3.13201e+21,0.714689,125886,10893.4,2.18508,1.51446,7.07147e+26,0.71456,125886,10893.4,2.18508,1.51446,1,0.71456,0.00632885,0.000679659,1.42927e-07,7.59813e-08,2.99241e+28,0,False,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,125886,10893.1,2.3587,2.02323,0.0243351,1.00557,125886,10893.1,2.3587,2.02323,0.0260622,1.00292,125886,10893.1,2.3587,2.02323,0.0230645,1.00292,0,0.000472776,1.1151e-07,4.21468e-08,0.00953251,0,True,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,125886,10893.1,2.3587,2.02323,0.0260266,1.00557,125886,10893.1,2.3587,2.02323,0.0245645,1.00292,125886,10893.1,2.3587,2.02323,0.0225166,1.00292,0.00936686,0.000572561,0,1.03238e-07,0.00878173,0,True,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,125886,10893.1,2.3587,2.02323,0.0212648,1.00557,125886,10893.1,2.3587,2.02323,0.0219918,1.00292,125886,10893.1,2.3587,2.02323,0.0215182,1.00292,0.00534885,0.000272958,2.08616e-07,2.98023e-08,0.00811203,0,True,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,125886,10893.1,2.3587,2.02323,0.025423,1.00557,125886,10893.1,2.3587,2.02323,0.0269593,1.00292,125886,10893.1,2.3587,2.02323,0.0252916,1.00292,0.00478416,0.000690534,0,2.98023e-08,0.00960043,0,True,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,125886,10893.1,0.0725497,1.97912,0.0184325,1.00557,125886,10893.1,0.0725497,1.97912,0.0193427,1.00292,125886,10893.1,0.0725497,1.97912,0.0172311,1.00292,0.00569429,0.000211432,0,4.71216e-08,0.00852344,0,True,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,125886,10893.1,0.0725497,1.97912,0.0149211,1.00557,125886,10893.1,0.0725497,1.97912,0.0142433,1.00292,125886,10893.1,0.0725497,1.97912,0.0112903,1.00292,0.00308816,0,3.48469e-09,7.88495e-08,0.0063084,0,True,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,125886,10893.1,0.0725497,1.97912,0.0161286,1.00557,125886,10893.1,0.0725497,1.97912,0.0176351,1.00292,125886,10893.1,0.0725497,1.97912,0.0154711,1.00292,0.00138107,0.000572561,1.86265e-09,5.96046e-08,0.00712708,0,True,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,125886,10893.2,1.65348e-05,2.19859,0.0262591,1.00557,125886,10893.2,1.65348e-05,2.19859,0.0253214,1.00292,125886,10893.2,1.65348e-05,2.19859,0.0222506,1.00292,0.00873464,0.000211432,7.87646e-13,0,0.00839894,0,True,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,125886,10893.2,1.65348e-05,2.19859,0.0246633,1.00557,125886,10893.2,1.65348e-05,2.19859,0.0243916,1.00292,125886,10893.2,1.65348e-05,2.19859,0.0213614,1.00292,0.00534885,0.000345267,6.01574e-13,1.26441e-07,0.00839931,0,True,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,125886,10893.1,0.0725497,1.97912,0.0122116,1.00557,125886,10893.1,0.0725497,1.97912,0.0124161,1.00292,125886,10893.1,0.0725497,1.97912,0.0108225,1.00292,0.00690534,0.00038602,3.35793e-09,6.32203e-08,0.00627381,0,True,28.0|103,1197
8|1197|8|1197|cc|1|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,6.77816e+24,1.00557,125886,10893.2,9.44041,0.981687,1.90973e+22,1.00292,125886,10893.2,9.44041,0.981687,0.999999,1.00292,0.00338291,0.000440131,2.6656e-07,4.21468e-08,7.96647e+23,0,False,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,4.78043e+23,1.00557,125886,10893.2,9.44041,0.981687,1.7099e+22,1.00292,125886,10893.2,9.44041,0.981687,1.16532,1.00292,0.00569429,0.00029901,9.68461e-07,4.08085e-08,6.78837e+23,0,False,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,3.74924e+23,1.00557,125886,10893.2,9.44041,0.981687,8.77486e+21,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00390625,0.000404861,5.3312e-07,3.65002e-08,3.6388e+23,0,False,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,2.65605e+30,1.00557,125886,10893.2,9.44041,0.981687,1.57517e+24,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00717624,0.00038602,3.95372e-07,2.58096e-08,6.69395e+25,0,False,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,8.29373e+23,1.00557,125886,10893.2,9.44041,0.981687,5.49407e+23,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00478416,0.000440131,5.3312e-07,1.05367e-08,1.60394e+25,0,False,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,4.89522e+20,1.00557,125886,10893.2,9.44041,0.981687,5.07552e+29,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00756442,0.000172633,2.06477e-07,3.94248e-08,1.80148e+31,0,False,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,5.62827e+23,1.00557,125886,10893.2,9.44041,0.981687,1.60602e+22,1.00292,125886,10893.2,9.44041,0.981687,0.989085,1.00292,0.00976563,0.000791106,5.05762e-07,2.35608e-08,5.86805e+23,0,False,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,125886,10893.2,9.44041,0.981687,2.09036e+27,1.00557,125886,10893.2,9.44041,0.981687,6.58471e+24,1.00292,125886,10893.2,9.44041,0.981687,0.887302,1.00292,0.00308816,0.000272958,3.95372e-07,1.49012e-08,2.78366e+26,0,False,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,1.85231e+25,1.00557,125886,10893.2,9.44041,0.981687,1.76963e+23,1.00292,125886,10893.2,9.44041,0.981687,0.999999,1.00292,0.00458048,0.000404861,6.1943e-07,4.21468e-08,7.17626e+24,0,False,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,2.1419e+19,1.00557,125886,10893.2,9.44041,0.981687,7.53861e+22,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0,0.000545915,6.30796e-07,5.67419e-08,2.71708e+24,0,False,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,7.07549e+19,1.00557,125886,10893.2,9.44041,0.981687,8.80385e+19,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00276214,0.000422864,3.15398e-07,1.82501e-08,3.10566e+21,0,False,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,3.63746e+21,1.00557,125886,10893.2,9.44041,0.981687,6.20367e+25,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.0078125,0.00059802,4.61696e-07,4.82853e-08,2.6364e+27,0,False,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,3.80406e+25,1.00557,125886,10893.2,9.44041,0.981687,3.16507e+22,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00601994,0.000172633,6.30796e-07,4.47035e-08,9.5924e+23,0,False,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,1.44637e+20,1.00557,125886,10893.2,9.44041,0.981687,6.12745e+22,1.00292,125886,10893.2,9.44041,0.981687,1,1.00292,0.00138107,0.000701241,5.3312e-07,6.05288e-08,1.71053e+24,0,False,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,1.36185e+22,1.00557,125886,10893.2,9.44041,0.981687,1.65989e+24,1.00292,125886,10893.2,9.44041,0.981687,0.999999,1.00292,0.00138107,0.000272958,5.84004e-07,3.65002e-08,7.05072e+25,0,False,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,125886,10893.2,9.44041,0.981687,1.31763e+21,1.00557,125886,10893.2,9.44041,0.981687,4.95639e+28,1.00292,125886,10893.2,9.44041,0.981687,0.721636,1.00292,0.00195313,0.000345267,4.61696e-07,3.332e-08,2.10412e+30,0,False,69.0|103,1197
