id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.39015e-09,2.72506e-09,-0.0544245,2.26903e-09,-0.504159,0,0,3.75167e-12,-0.000694785,3.13216e-12,-0.580216,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,2.56069e-09,9.64005e-09,-0.0665284,2.46953e-10,-1.13378,0,0,-6.70752e-12,-1.5704e-05,-3.91287e-12,-1.14385,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.0073e-09,-3.06715e-10,0.0923798,-5.56124e-09,-0.377338,0,0,-1.28466e-11,-0.000144207,-9.58211e-12,-0.446928,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,5.64355e-10,2.83458e-10,-0.046041,3.90832e-09,-0.284793,0,0,-5.68434e-13,0.00028931,4.02078e-12,-0.354432,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.30708e-09,1.30531e-09,0.0566156,-3.42918e-09,-0.818583,0,0,4.54747e-13,-0.0019347,6.01386e-12,-0.837305,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-7.97632e-10,-7.64295e-09,-0.0361017,3.63431e-09,-0.73522,0,0,2.95586e-12,-0.0305208,1.16196e-12,-0.90921,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-2.5723e-09,-2.3546e-09,0.0169902,-1.1414e-09,-0.428255,0,0,3.52429e-12,0.0145552,-4.08784e-13,-0.525798,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.31927e-09,1.09912e-09,-0.0754131,-4.85599e-10,-0.278563,0,0,-1.13687e-13,8.34985e-06,3.01981e-13,-0.394013,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,2.01093e-09,4.98544e-09,0.0454652,-4.34023e-09,-0.849535,0,0,-8.52651e-12,-0.00143316,8.58202e-13,-0.899451,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.68057e-09,-6.74993e-10,-0.041283,3.44044e-09,-0.756184,0,0,-2.84217e-12,-0.00117566,1.55875e-12,-0.797511,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.17545e-09,5.61788e-10,-0.00330066,1.76912e-09,-0.00323331,0,0,-1.7053e-12,-0.00333868,-2.45248e-13,-0.00328952,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-4.15926e-09,-2.50278e-10,-0.0521189,-3.70445e-09,0.0105514,0,0,-1.13687e-13,-0.00019121,-7.76046e-14,0.0195724,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.47818e-09,1.05235e-09,0.0344528,6.33145e-10,0.0495537,0,0,-1.39835e-11,0.00577442,1.85296e-13,0.079473,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.40216e-09,-2.82253e-09,0.00456673,-2.24542e-09,-0.0649713,0,0,4.20641e-12,0.00727959,-2.19602e-13,-0.00434994,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,5.20624e-09,-1.59767e-09,0.0126117,4.28034e-09,-0.0814016,0,-7.27596e-12,-5.45697e-12,0.0130122,2.85294e-12,-0.0806017,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,2.10155e-10,-1.65706e-09,0.013903,2.76319e-09,-0.0391366,0,0,2.50111e-12,0.0138778,2.72576e-12,-0.040038,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-1.16969e-09,-2.36782e-09,-0.0161536,8.69543e-10,-0.0501481,0,-7.27596e-12,6.59384e-12,-0.0160655,-1.53881e-11,-0.0513484,0,False,69.0|274,411
