id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,0.0326722,-0.119764,0,0,0,0,0.0644831,-0.173395,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,0.127725,0.37984,0,0,0,0,0.128943,0.34304,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,0.000424538,-0.199757,0,0,0,0,0.0085499,-0.22102,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,-0.0411215,-0.227478,0,0,0,0,-0.0283554,-0.217798,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,0.0647591,0.0983108,0,0,0,0,0.0505001,0.0986106,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,0.104576,0.150004,0,0,0,0,0.0880904,0.131322,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,0.0151516,-0.105854,0,0,0,0,0.0538533,-0.147728,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,0.035689,-0.279188,0,0,0,0,0.0209149,-0.281593,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,0.0698451,0.189593,0,0,0,0,0.0246375,0.21762,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,0.0156401,0.151599,0,0,0,0,-0.000282537,0.155506,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,0.0343431,0.0890954,0,0,0,0,-2.58525e-07,-2.42261e-07,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,0.0254577,-0.0818441,0,0,0,0,-7.35518e-08,-2.29714e-07,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,0.0130839,0.0829225,0,0,0,0,9.48327e-08,-4.79947e-07,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,0.0484737,0.0617965,0,0,0,0,-2.05509e-07,-1.56847e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,-0.0173105,-0.0114404,0,0,0,0,-1.14134e-08,-2.01568e-07,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,0.0320705,0.0226267,0,0,0,0,-1.83954e-07,2.52629e-07,0,0,False,69.0|274,411
