id,importanceSampling
411|4,134.139276
411|3,143.287163
411|5,159.691166
411|6,162.949262
411|8,101.869545
411|7,136.804312
411|9,155.803181
411|10,127.926832
411|12,135.865335
411|11,133.833144
411|1,344.722905
411|2,147.571994
152|8,144.492937
152|7,144.244995
152|6,151.761930
152|5,150.629766
152|12,140.071515
152|11,138.088393
152|10,144.270938
152|9,113.691502
152|3,146.383909
152|4,146.187988
152|1,306.426405
152|2,117.729553
1056|8,141.300485
1056|7,142.828870
1056|6,147.359364
1056|5,147.779405
1056|12,149.840995
1056|11,143.884269
1056|10,146.482623
1056|9,150.772567
1056|4,111.949998
1056|3,141.386906
1056|1,341.080395
1056|2,163.423233
462|6,176.724261
462|5,185.817070
462|4,181.270009
462|3,182.680036
462|9,139.120557
462|10,141.695998
462|7,151.555333
462|8,150.749654
462|11,161.455461
462|12,166.553447
462|1,339.141984
462|2,131.508662
1159|8,151.455765
1159|7,118.951795
1159|5,158.845210
1159|6,158.146401
1159|11,150.646054
1159|12,161.590224
1159|9,151.370778
1159|10,153.191251
1159|4,151.293674
1159|3,149.204573
1159|1,339.521897
1159|2,158.730098
1197|7,131.760103
1197|8,131.084789
1197|6,138.642761
1197|5,106.461759
1197|12,134.715394
1197|10,107.475133
1197|9,139.173786
1197|3,167.339331
1197|4,171.809273
1197|11,134.282618
1197|1,338.933511
1197|2,159.140856
