rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0.000632504,467.673,1.34801,1.97012,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|3|274,0.000632504,467.673,1.34802,3.33119,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|5|274,0.000632504,467.673,1.34801,1.68708,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|6|274,0.000632504,467.673,1.34801,1.78514,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|8|274,0.000632504,467.673,1.34801,2.69776,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|7|274,0.000632504,467.673,1.34801,2.67253,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|9|274,0.000632504,467.673,1.34801,2.05414,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|10|274,0.000632504,467.673,1.34802,1.53872,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|12|274,0.000632504,467.673,1.34802,2.63588,6383.22,12.0211,True,70.0|274,411
1,9|411|sample|11|274,0.000632504,467.673,1.34802,2.50793,6383.22,12.0211,True,70.0|274,411
1,9|411|cc|1|1|274,0.000632508,467.673,2.5932,0.0327903,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|2|1|274,0.000632508,467.673,2.5932,0.142336,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|3|1|274,0.000632508,467.673,2.59319,2.48433e-05,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|4|1|274,0.000632508,467.673,2.59319,0.00899883,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|5|1|274,0.000632508,467.673,2.5932,0.0551274,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|6|1|274,0.000632508,467.673,2.5932,0.0236606,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|7|1|274,0.000632508,467.673,2.5932,0.0169787,6383.22,12.0211,False,69.0|274,411
1,9|411|cc|8|1|274,0.000632508,467.673,2.59319,0.00564051,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|1|2|274,0.000632508,467.673,2.5932,0.00128466,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|2|2|274,0.000632508,467.673,2.5932,0.00014068,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|3|2|274,0.000632508,467.673,2.5932,0.000103139,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|4|2|274,0.000632508,467.673,2.5932,0.0143513,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|5|2|274,0.000632508,467.673,2.5932,0.000378919,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|6|2|274,0.000632508,467.673,2.5932,0.00286639,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|7|2|274,0.000632508,467.673,2.5932,0.0124706,6383.22,12.0211,False,69.0|274,411
1,9|411|vc|8|2|274,0.000632508,467.673,2.5932,0.00313448,6383.22,12.0211,False,69.0|274,411
1,14|783|sample|3|71,0.000632504,467.673,1.11799,0.0473791,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|4|71,0.000632504,467.673,1.11799,0.0423683,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|5|71,0.000632504,467.673,1.11799,0.119392,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|6|71,0.000632504,467.673,1.11799,0.112754,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|7|71,0.000632504,467.673,1.11799,22.9475,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|8|71,0.000632504,467.673,1.11799,22.9569,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|10|71,0.000632504,467.673,1.11799,0.0465981,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|9|71,0.000632504,467.673,1.11799,0.0466068,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|12|71,0.000632504,467.673,1.11799,63.9084,6383.22,12.0211,True,6.0|71,783
1,14|783|sample|11|71,0.000632504,467.673,1.11799,78.2263,6383.22,12.0211,True,6.0|71,783
1,14|783|cc|1|1|71,0.000632508,467.673,1.44895,0.00171032,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|2|1|71,0.000632508,467.673,1.44895,0.000657659,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|3|1|71,0.000632508,467.673,1.44895,1.17939e-05,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|4|1|71,0.000632508,467.673,1.44895,0.000323541,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|5|1|71,0.000632508,467.673,1.44895,0.00941148,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|6|1|71,0.000632508,467.673,1.44894,0.000676653,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|7|1|71,0.000632508,467.673,1.44895,0.000397758,6383.22,12.0211,False,69.0|71,783
1,14|783|cc|8|1|71,0.000632508,467.673,1.44895,0.000707474,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|1|2|71,0.000632508,467.673,1.44895,0.000296165,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|2|2|71,0.000632508,467.673,1.44895,0.794513,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|3|2|71,0.000632508,467.673,1.44895,0.00173247,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|4|2|71,0.000632508,467.673,1.44895,0.000562633,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|5|2|71,0.000632508,467.673,1.44895,0.00133531,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|6|2|71,0.000632508,467.673,1.44895,0.00069614,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|7|2|71,0.000632508,467.673,1.44895,0.00198663,6383.22,12.0211,False,69.0|71,783
1,14|783|vc|8|2|71,0.000632508,467.673,1.44895,0.000643141,6383.22,12.0211,False,69.0|71,783
1,14|491|sample|10|99,0.000632504,467.673,1.14744,195.639,6383.22,12.0209,True,6.0|99,491
1,14|491|sample|9|99,0.000632504,467.673,1.14744,215.088,6383.22,12.0209,True,6.0|99,491
1,14|491|sample|12|99,0.000632504,467.673,1.14744,49.8116,6383.22,12.0209,True,6.0|99,491
1,14|491|sample|11|99,0.000632504,467.673,1.14745,43.9247,6383.22,12.0209,True,6.0|99,491
1,14|491|sample|4|99,0.000632504,467.673,1.19844,15.5266,6383.22,12.0209,True,44.0|99,491
1,14|491|sample|3|99,0.000632504,467.673,1.19844,13.7401,6383.22,12.0209,True,44.0|99,491
