rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,609.704,1.54442,0.0159264,3.87527,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|2|1|162,612.67,1.51089,0.0159264,2.79746,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|3|1|162,604.387,1.56819,0.0159264,13.8288,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|4|1|162,605.184,1.63178,0.0159264,21.3821,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|5|1|162,606.925,1.46519,0.0159264,2.57701,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|6|1|162,608.875,1.62664,0.0159264,39.9822,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|7|1|162,611.543,1.40937,0.0159264,105.947,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|cc|8|1|162,607.201,1.54457,0.0159264,92.4369,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|sample|10|162,610.809,0.667695,0.0159264,27.301,-0.0111817,8.10837e-07,True,32.0|162,84
1,8|84|sample|11|162,608.73,0.721952,0.0159264,24.22,-0.0111817,8.10837e-07,True,22.0|162,84
1,8|84|sample|12|162,611.636,0.619343,0.0159264,20.1979,-0.0111817,8.10837e-07,True,22.0|162,84
1,8|84|sample|3|162,608.588,0.64099,0.0159264,10.202,-0.0111817,8.10837e-07,True,55.0|162,84
1,8|84|sample|4|162,608.55,0.744661,0.0159264,12.492,-0.0111817,8.10837e-07,True,55.0|162,84
1,8|84|sample|5|162,608.292,0.482857,0.0159264,5.24863,-0.0111817,8.10837e-07,True,55.0|162,84
1,8|84|sample|6|162,608.574,0.453877,0.0159264,5.0798,-0.0111817,8.10837e-07,True,55.0|162,84
1,8|84|sample|7|162,609.579,0.689968,0.0159264,25.3102,-0.0111817,8.10837e-07,True,32.0|162,84
1,8|84|sample|8|162,609.732,0.700027,0.0159264,30.4933,-0.0111817,8.10837e-07,True,32.0|162,84
1,8|84|sample|9|162,608.514,0.84633,0.0159264,53.0874,-0.0111817,8.10837e-07,True,32.0|162,84
1,8|84|vc|1|2|162,612.002,1.57427,0.0159264,24.4987,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|2|2|162,608.86,1.61355,0.0159264,51.7957,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|3|2|162,609.043,1.52438,0.0159264,51.3146,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|4|2|162,606.416,1.53481,0.0159264,16.0948,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|5|2|162,607.958,1.57286,0.0159264,11.2753,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|6|2|162,606.749,1.6357,0.0159264,3.59847,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|7|2|162,607.865,1.40306,0.0159264,0.668134,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|84|vc|8|2|162,604.409,1.78459,0.0159264,9.86921,-0.0111817,8.10837e-07,False,69.0|162,84
1,8|719|cc|1|1|274,603.66,1.37945,0.0159264,10.2179,-0.0354585,1.3198e-06,False,69.0|274,719
1,8|719|cc|2|1|274,603.864,1.63023,0.0159264,9.93364,-0.0354585,1.3198e-06,False,69.0|274,719
1,8|719|cc|3|1|274,606.032,1.55429,0.0159264,25.7464,-0.0354585,1.3198e-06,False,69.0|274,719
1,8|719|cc|4|1|274,608.8,1.51062,0.0159264,14.1372,-0.0354585,1.3198e-06,False,69.0|274,719
1,8|719|cc|5|1|274,605.12,1.45349,0.0159264,10.5401,-0.0354585,1.3198e-06,False,69.0|274,719
1,8|719|cc|6|1|274,606.697,1.76353,0.0159264,172.872,-0.0354585,1.3198e-06,False,69.0|274,719
