id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.93345e-10,0,0,-1.6664e-11,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-4.89123e-10,0,0,-3.99893e-11,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-6.35616e-10,0,0,1.94982e-11,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.89078e-09,0,0,-8.28315e-12,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,2.52354e-10,0,0,-4.00462e-11,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-1.41405e-09,0,0,-1.74047e-11,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.5108e-09,0,0,-1.74865e-11,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,8.06074e-10,0,0,1.9317e-11,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.57247e-09,0,0,-3.82161e-11,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,8.98844e-10,0,0,-1.15019e-11,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,3.27186e-09,0,0,-1.1255e-11,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-1.55144e-09,0,0,-2.25793e-11,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-2.39136e-10,0,0,1.05924e-11,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-1.03563e-09,0,0,5.94724e-12,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-1.57049e-09,0,0,-1.11733e-11,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,1.49216e-09,0,0,-2.45386e-11,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-1.32191e-09,0,0,2.42224e-11,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.34147e-09,0,0,7.51044e-12,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-2.27117e-10,0,0,2.26166e-11,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,8.20839e-10,0,0,-2.58282e-11,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,3.3634e-10,0,0,-2.30447e-11,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-9.16051e-10,0,0,-5.72076e-11,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-1.14412e-09,0,0,-1.11751e-11,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-5.64555e-10,0,0,-1.02691e-11,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.05523e-10,0,0,-1.02141e-11,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,3.58949e-09,0,0,-5.90941e-11,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,-1.60923e-09,0,0,-1.36868e-11,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,4.4038e-09,0,0,-1.12923e-11,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,-1.27082e-09,0,0,6.69864e-12,65.0|322,152
