rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,642.414,0.726851,0.0298354,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|2|1|162,642.414,0.726851,0.0298356,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|3|1|162,642.414,0.726851,0.0298359,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|4|1|162,642.414,0.726851,0.0298356,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|5|1|162,642.414,0.726851,0.0298348,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|6|1|162,642.414,0.726851,0.0298355,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|7|1|162,642.414,0.726851,0.0298346,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|cc|8|1|162,642.414,0.726851,0.0298351,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|sample|10|162,642.414,0.726997,0.0523483,13.157,0.300069,1.25822,True,32.0|162,84
1,8|84|sample|11|162,642.414,0.726997,0.0390879,13.6043,0.300069,1.25822,True,22.0|162,84
1,8|84|sample|12|162,642.414,0.726997,0.0390872,13.6043,0.300069,1.25822,True,22.0|162,84
1,8|84|sample|3|162,642.414,0.726997,0.00339911,13.6039,0.300069,1.25822,True,55.0|162,84
1,8|84|sample|4|162,642.414,0.726997,0.00339922,13.6039,0.300069,1.25822,True,55.0|162,84
1,8|84|sample|5|162,642.414,0.726997,0.00339912,13.6039,0.300069,1.25822,True,55.0|162,84
1,8|84|sample|6|162,642.414,0.726997,0.00339915,13.6039,0.300069,1.25822,True,55.0|162,84
1,8|84|sample|7|162,642.414,0.726997,0.0523485,13.157,0.300069,1.25822,True,32.0|162,84
1,8|84|sample|8|162,642.414,0.726997,0.0523496,13.157,0.300069,1.25822,True,32.0|162,84
1,8|84|sample|9|162,642.414,0.726997,0.0523491,13.157,0.300069,1.25822,True,32.0|162,84
1,8|84|vc|1|2|162,642.414,0.726851,0.0298351,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|2|2|162,642.414,0.726851,0.029835,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|3|2|162,642.414,0.726851,0.0298356,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|4|2|162,642.414,0.726851,0.029835,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|5|2|162,642.414,0.726851,0.0298356,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|6|2|162,642.414,0.726851,0.0298355,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|7|2|162,642.414,0.726851,0.0298347,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|84|vc|8|2|162,642.414,0.726851,0.0298357,13.5407,0.300069,1.25822,False,69.0|162,84
1,8|719|cc|1|1|274,642.414,0.726851,0.0110647,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|2|1|274,642.414,0.726851,0.0110645,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|3|1|274,642.414,0.726851,0.0110646,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|4|1|274,642.414,0.726851,0.0110644,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|5|1|274,642.414,0.726851,0.0110647,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|6|1|274,642.414,0.726851,0.0110647,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|7|1|274,642.414,0.726851,0.0110644,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|cc|8|1|274,642.414,0.726851,0.0110648,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|sample|10|274,642.414,0.726997,0.14169,13.1528,0.127172,1.25796,True,32.0|274,719
1,8|719|sample|11|274,642.414,0.726997,0.183021,13.1824,0.127172,1.25796,True,22.0|274,719
1,8|719|sample|12|274,642.414,0.726997,0.183017,13.1824,0.127172,1.25796,True,22.0|274,719
1,8|719|sample|3|274,642.414,0.726997,0.0162355,13.6041,0.127172,1.25796,True,55.0|274,719
1,8|719|sample|4|274,642.414,0.726997,0.0162357,13.6041,0.127172,1.25796,True,55.0|274,719
1,8|719|sample|5|274,642.414,0.726997,0.0162357,13.6041,0.127172,1.25796,True,55.0|274,719
1,8|719|sample|6|274,642.414,0.726997,0.0162356,13.6041,0.127172,1.25796,True,55.0|274,719
1,8|719|sample|7|274,642.414,0.726997,0.141691,13.1528,0.127172,1.25796,True,32.0|274,719
1,8|719|sample|8|274,642.414,0.726997,0.141691,13.1528,0.127172,1.25796,True,32.0|274,719
1,8|719|sample|9|274,642.414,0.726997,0.141692,13.1528,0.127172,1.25796,True,32.0|274,719
1,8|719|vc|1|2|274,642.414,0.726851,0.0110644,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|2|2|274,642.414,0.726851,0.0110645,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|3|2|274,642.414,0.726851,0.011065,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|4|2|274,642.414,0.726851,0.0110647,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|5|2|274,642.414,0.726851,0.0110646,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|6|2|274,642.414,0.726851,0.0110646,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|7|2|274,642.414,0.726851,0.0110645,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|719|vc|8|2|274,642.414,0.726851,0.0110648,13.5421,0.127172,1.25796,False,69.0|274,719
1,8|488|cc|1|1|322,642.414,0.726851,0.0654268,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|2|1|322,642.414,0.726851,0.0654271,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|3|1|322,642.414,0.726851,0.0654268,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|4|1|322,642.414,0.726851,0.0654274,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|5|1|322,642.414,0.726851,0.065428,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|6|1|322,642.414,0.726851,0.0654274,13.5353,0.127172,0.531005,False,69.0|322,488
1,8|488|cc|7|1|322,642.414,0.726851,0.0654266,13.5353,0.127172,0.531005,False,69.0|322,488
