id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|2|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|3|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|4|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|5|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|6|1|162,80.9397,-2.18728,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|7|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|cc|8|1|162,80.9397,-2.18727,0.00717786,16.833,1.56991,2.78698,81.3614,-2.18727,0.0070564,16.8616,1.36088,2.71442,False,69.0|162,84
8|84|sample|10|162,80.9355,-1.1461,0.00717627,16.8327,1.56991,2.78698,81.3572,-1.1461,0.00705484,16.8614,1.36088,2.71442,True,32.0|162,84
8|84|sample|11|162,80.9397,-1.02069,0.00717568,16.833,1.56991,2.78698,81.3614,-1.02069,0.00705425,16.8616,1.36088,2.71442,True,22.0|162,84
8|84|sample|12|162,80.9397,-1.02069,0.00717568,16.833,1.56991,2.78698,81.3614,-1.02069,0.00705425,16.8616,1.36088,2.71442,True,22.0|162,84
8|84|sample|3|162,80.9395,-1.17902,0.00717646,16.8329,1.56991,2.78698,81.3612,-1.17902,0.00705502,16.8615,1.36088,2.71442,True,55.0|162,84
8|84|sample|4|162,80.9395,-1.17902,0.00717646,16.8329,1.56991,2.78698,81.3612,-1.17902,0.00705502,16.8615,1.36088,2.71442,True,55.0|162,84
