id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,1,795.414,-0.589677,0.0121246,7.64622e-10,0.126238,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,789.001,1.349,2.38842,7.64622e-10,0.126238,1,789.001,1.349,2.38842,7.64622e-10,0.126238,False,69.0|274,411
