rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-9.29106e-09,-1.13168e-08,-2.20252e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-7.23676e-08,-2.69147e-08,-7.17191e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,6.00256e-08,4.35518e-08,-1.36078e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,3.85912e-08,-5.55307e-08,-5.62625e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-5.47622e-08,1.02028e-09,1.78516e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-2.93255e-08,9.79285e-08,2.17988e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,3.20136e-08,1.51695e-10,-2.09562e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-2.31898e-09,2.77221e-08,1.17404e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-3.55168e-08,6.05268e-09,-5.17241e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,1.74469e-07,-3.38305e-08,-2.40067e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,8.05284e-08,6.06274e-08,-2.03181e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.06949e-08,-5.81528e-08,7.7481e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,6.48458e-09,5.75887e-08,6.3576e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,7.74537e-09,8.95594e-08,4.0597e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,4.43697e-08,-1.09652e-08,3.20176e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,1.00043e-07,7.71329e-08,4.28723e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,4.84124e-08,4.13745e-08,9.08036e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-4.2221e-09,-3.662e-08,-4.79747e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,7.84729e-08,-1.05877e-08,1.02044e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.98116e-08,-6.60018e-08,2.24225e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-4.75045e-08,1.02213e-07,-2.72836e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-5.59271e-08,2.23536e-08,-3.53035e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-5.77237e-08,4.19703e-08,6.1634e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,5.96526e-09,4.30563e-08,5.4438e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-2.80613e-09,5.17858e-08,-2.6189e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-7.1982e-09,-2.9137e-08,4.4387e-08,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,5.78415e-08,6.42535e-08,5.12174e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,-3.03727e-08,6.00678e-08,3.03714e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,3.48541e-08,6.27594e-08,-4.87421e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,5.49916e-08,-2.50812e-08,1.51635e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,-4.27011e-08,6.93214e-10,5.71434e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,-9.6893e-09,2.96295e-08,-3.14875e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,2.11787e-09,-2.57137e-08,-4.41093e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,6.80565e-08,-8.06796e-08,5.70444e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,-7.66582e-08,7.95881e-08,3.20954e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,-2.84633e-08,1.55242e-08,4.77239e-09,0,0,True,6.0|71,783
