id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-4.83945e-09,5.5796e-09,1.73379e-10,0,0,0,4.08136e-11,2.08659e-11,3.80673e-12,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,4.00275e-09,-1.91868e-09,-3.75767e-09,0,0,0,-1.39835e-11,6.0434e-11,8.54428e-13,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,5.7675e-09,-2.69692e-10,6.29857e-10,0,0,0,-1.13687e-13,-4.86122e-11,4.18243e-12,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-9.75027e-09,-3.98987e-09,-4.16574e-09,0,0,0,-3.49019e-11,4.90969e-11,3.92042e-12,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,3.12278e-09,5.39855e-09,1.25773e-09,0,0,0,2.33058e-11,-1.8318e-11,-1.01075e-11,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,1.76441e-09,1.56341e-09,-3.66839e-09,0,0,0,-2.98996e-11,4.24727e-12,-1.53069e-11,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-4.91766e-09,-5.53511e-09,-3.02447e-10,0,0,0,-3.42197e-11,7.23932e-12,9.4218e-12,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-1.0072e-09,3.58664e-09,1.75465e-09,0,0,0,-3.24007e-11,2.48417e-11,-7.86926e-12,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-2.60335e-10,1.56224e-09,-6.6189e-10,0,0,0,4.83169e-11,3.91156e-11,-5.99076e-12,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,1.57754e-09,3.73568e-09,8.59623e-10,0,0,0,2.28511e-11,3.67766e-11,-2.98179e-11,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-2.16405e-09,5.69153e-10,2.19098e-09,0,0,0,9.09495e-13,1.5522e-11,-2.13741e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-7.09142e-09,1.59379e-10,3.23251e-10,0,0,0,8.98126e-12,1.18157e-11,2.21387e-11,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.98955e-09,9.47241e-09,-2.55896e-09,0,0,0,-2.59206e-11,-4.34219e-11,1.67328e-11,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,1.22369e-09,-1.62773e-09,-2.90733e-10,0,0,0,3.83125e-11,-4.51525e-11,-9.81537e-12,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-4.11256e-09,-2.48841e-09,1.63947e-09,0,0,0,6.48015e-12,1.06546e-11,-1.12135e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-3.98351e-09,1.16677e-09,1.30462e-09,0,0,0,-4.57021e-11,-4.89953e-11,6.47482e-13,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-6.50817e-09,4.7855e-09,-6.8852e-10,0,0,0,-2.86491e-11,3.41491e-11,1.20284e-11,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,7.3792e-09,2.91734e-10,-2.09517e-11,0,0,0,-1.47793e-11,8.29619e-11,-1.26688e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,8.50514e-09,-2.65297e-09,3.87765e-09,0,0,0,4.94538e-11,6.93223e-13,1.71108e-11,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,4.8192e-09,-9.22021e-09,2.46917e-09,0,0,0,-2.72848e-11,2.60603e-11,6.12133e-12,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-8.01827e-09,-4.45723e-10,2.10719e-09,0,0,0,-3.38787e-11,-2.28151e-12,1.24656e-12,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,6.3672e-09,1.28809e-08,1.22477e-09,0,0,0,-2.93312e-11,5.58258e-11,1.08513e-11,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,2.17053e-09,2.42838e-09,-1.26922e-09,0,0,0,-3.84262e-11,1.76363e-11,-2.16716e-12,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,1.42879e-09,5.15171e-10,1.47509e-10,0,0,0,3.70619e-11,7.40052e-12,9.50728e-12,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,1.31206e-09,1.07108e-09,-6.27234e-09,0,0,0,1.33014e-11,-2.92941e-11,-4.98712e-13,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,9.72572e-10,4.2314e-09,-2.20229e-09,0,0,0,-3.76303e-11,2.62814e-11,-1.13225e-11,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,3.87667e-09,-8.27701e-09,-2.40979e-09,0,0,0,2.38742e-12,-2.11046e-11,3.11218e-11,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,1.65971e-09,7.79681e-09,2.58033e-10,0,0,0,-3.33102e-11,-9.75975e-12,5.03952e-12,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,5.76064e-09,-3.84789e-09,-3.43952e-09,0,0,0,1.7053e-12,4.10316e-11,-8.9706e-12,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,-4.2636e-09,5.21719e-10,4.18573e-09,0,0,0,4.43379e-12,-1.20479e-11,1.25802e-11,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,1.01348e-09,-1.89705e-09,-1.80347e-09,0,0,0,4.88853e-12,4.45589e-11,7.90479e-12,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,-2.3465e-09,4.03644e-09,-2.27696e-09,0,0,0,-4.88853e-12,6.09079e-11,-3.88667e-12,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,-2.72929e-09,-4.97494e-09,-3.56946e-09,0,0,0,-7.6966e-11,8.12345e-12,-8.06466e-13,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,6.07423e-09,1.84509e-09,1.12177e-09,0,0,0,3.06954e-12,3.51811e-11,1.56923e-11,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,-3.55656e-09,4.95362e-09,-2.27197e-09,0,0,0,-4.46789e-11,1.55964e-12,1.4353e-11,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,-4.92369e-09,4.93998e-09,1.73472e-09,0,0,0,-4.78622e-11,-4.44606e-11,3.21521e-13,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,2.86973e-09,6.5716e-10,1.5003e-09,0,0,0,8.86757e-12,-2.08589e-11,1.91678e-11,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,-5.60554e-09,1.00265e-09,4.70233e-10,0,0,0,9.54969e-12,3.58096e-11,-2.08558e-11,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,-9.9959e-09,-5.36077e-09,-4.67573e-09,0,0,0,1.8872e-11,-1.96216e-11,8.73657e-12,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,-6.50112e-09,2.44124e-09,1.54475e-09,0,0,0,-1.90994e-11,4.31886e-11,-1.4031e-11,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0,1.02574e-08,6.24027e-10,2.26652e-09,0,0,0,-8.08313e-11,-2.18821e-11,3.82161e-12,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0,5.77019e-09,7.24595e-09,-7.0656e-10,0,0,0,6.07088e-11,-3.63976e-12,1.12621e-12,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0,-4.50457e-09,1.57895e-09,-1.16527e-09,0,0,0,6.07088e-11,-2.41158e-11,-9.60432e-12,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0,-5.52738e-10,-8.77542e-09,1.02795e-09,0,0,0,2.84217e-11,1.70139e-11,-5.60152e-12,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0,-7.31029e-09,2.85921e-09,3.38252e-09,0,0,0,-7.50333e-12,-2.75957e-12,-1.50284e-11,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0,-2.10006e-09,-3.85782e-10,-2.78829e-09,0,0,0,4.80895e-11,5.18643e-11,3.42737e-11,0,0,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,0,1.40344e-10,5.59336e-09,-4.85935e-09,0,0,0,3.28555e-11,-3.86446e-12,2.48068e-12,0,0,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,0,1.69403e-09,-2.29841e-09,2.54683e-09,0,0,0,1.68257e-11,-2.92744e-12,-5.00444e-12,0,0,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,0,-3.60309e-09,-7.01758e-10,-9.57756e-10,0,0,0,-1.93268e-11,2.92162e-11,-3.51275e-12,0,0,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,0,-7.51798e-09,3.69714e-09,-4.19115e-10,0,0,0,3.06954e-12,-5.02189e-11,-2.99585e-11,0,0,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,0,4.55601e-09,-2.65688e-09,-9.46147e-10,0,0,0,2.77396e-11,6.19771e-12,-3.34399e-13,0,0,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,0,-9.27068e-11,6.84598e-09,-1.71112e-09,0,0,0,3.79714e-11,8.10685e-12,-9.62563e-12,0,0,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,0,4.17136e-10,4.99722e-09,-6.48147e-10,0,0,0,-1.87583e-11,-6.47712e-11,-9.38094e-12,0,0,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,0,-1.44772e-09,2.05466e-09,-2.90652e-09,0,0,0,2.84217e-12,2.98797e-11,-7.37188e-12,0,0,True,6.0|99,491
