id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.14497e-09,-6.44823e-10,6.6501e-10,-0.52301,0,0,1.13687e-13,1.57652e-14,-0.594512,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-7.41566e-10,1.20494e-09,5.96631e-11,-1.10322,0,0,1.13687e-13,-2.59792e-14,-1.16033,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.17881e-09,-2.26176e-09,-4.99658e-10,-0.426807,0,0,0,8.83738e-14,-0.475249,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-1.51194e-11,1.70455e-10,6.53759e-10,-0.273038,0,0,0,2.62013e-14,-0.389594,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-4.99289e-09,-1.85582e-09,5.26703e-11,-0.757863,0,0,1.13687e-13,-8.9484e-14,-0.855318,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,3.72849e-10,7.76556e-09,-1.04595e-09,-0.908806,0,0,0,-5.75096e-14,-0.928495,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,5.15065e-10,-3.76024e-09,4.83633e-10,-0.490158,0,0,0,3.73035e-14,-0.555543,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-2.63972e-10,2.92221e-09,5.75835e-10,-0.294909,0,0,0,-2.75335e-14,-0.413136,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.77185e-09,7.45525e-09,2.10212e-09,-0.880214,0,0,0,-7.99361e-15,-0.940095,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.60465e-10,-2.23885e-09,-1.03672e-09,-0.737409,0,0,0,-6.55032e-14,-0.817626,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.87445e-09,1.54082e-09,9.84338e-10,-0.108255,0,1.45519e-11,-4.43379e-12,-2.50788e-11,-0.109381,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-8.00734e-10,3.95389e-10,1.48315e-11,-0.236068,0,0,0,5.82867e-15,-1.77277e-06,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.81505e-09,-1.29684e-09,-5.02051e-10,-0.0504886,0,-1.45519e-11,-1.25624e-10,6.17441e-11,-0.045682,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-9.34087e-10,-8.69831e-10,5.99831e-10,-0.147727,0,0,0,4.44089e-16,9.48031e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-8.84436e-10,5.41194e-10,-5.00205e-10,0.127713,0,0,0,-2.15383e-14,-9.37665e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,7.24991e-10,-1.02557e-09,2.55287e-11,-0.0951977,0,0,0,-7.23865e-14,-4.1177e-06,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-1.53203e-09,-3.92029e-10,-3.12755e-10,-0.179618,0,0,0,-8.16014e-15,-2.54405e-06,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-2.29047e-11,-1.65857e-09,1.64419e-10,-0.177149,0,0,0,2.69229e-14,-5.88891e-06,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.1774e-09,-1.20352e-09,3.21667e-10,-0.0539979,0,0,0,-6.21725e-15,3.32151e-06,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-2.45273e-09,-7.78684e-11,6.52649e-10,0.229889,0,0,1.13687e-13,-9.4369e-16,-2.83668e-07,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-3.47587e-10,1.89372e-10,1.3353e-10,0.00774326,0,0,-1.7053e-12,4.25271e-13,0.00783854,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,2.02612e-09,9.13892e-10,1.00446e-09,0.129803,0,0,1.13687e-13,0,-3.59116e-07,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-1.28681e-09,1.30041e-09,5.82239e-10,-0.0686574,0,1.45519e-11,-4.20641e-12,2.97712e-12,-0.0676305,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-1.10998e-09,-2.50172e-09,8.00676e-10,-0.0438393,0,1.45519e-11,-8.98126e-12,-1.63408e-12,-0.0429611,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.80137e-09,2.63326e-09,1.82236e-09,-0.0807037,0,0,0,1.31006e-14,-1.44016e-06,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-2.66814e-09,-7.73725e-10,-4.36801e-10,-0.0997752,0,0,0,-1.85962e-14,-2.3047e-06,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,1.15469e-09,-5.09912e-09,-1.47115e-10,-7.99364,0,0,0,1.47798e-14,-9.00295,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,2.89701e-09,-2.7285e-10,1.93427e-09,-8.25858,0,0,0,1.44329e-14,-8.84867,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,3.14423e-10,-3.96762e-09,-7.46831e-10,-8.55199,0,0,0,1.30174e-14,-8.94997,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-5.09244e-10,4.11934e-09,1.32316e-10,-8.20228,0,0,0,1.52517e-14,-8.92979,0,False,6.0|233,705
