id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.97602,0.924177,2.82911,-2.40747,1.97602,0.924177,2.80664,-2.40747,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.97602,0.924177,3.99403,-2.40747,1.97602,0.924177,4.03651,-2.40747,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.97602,0.924177,2.64494,-2.40747,1.97602,0.924177,2.65695,-2.40747,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.97602,0.924177,2.49724,-2.40747,1.97602,0.924177,2.51279,-2.40747,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.97602,0.924177,3.3585,-2.40747,1.97602,0.924177,3.30258,-2.40747,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.97602,0.924177,3.45806,-2.40747,1.97602,0.924177,3.47791,-2.40747,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.97602,0.924177,2.73549,-2.40747,1.97602,0.924177,2.76512,-2.40747,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.97602,0.924177,2.59302,-2.40747,1.97602,0.924177,2.55595,-2.40747,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.97602,0.924177,3.44891,-2.40747,1.97602,0.924177,3.47872,-2.40747,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.97602,0.924177,3.19005,-2.40747,1.97602,0.924177,3.25075,-2.40747,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.74665,1.92322,2.67261,-1.58757,2.74665,1.92322,1,-1.58757,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.74665,1.92322,3.61939,-1.58757,2.74665,1.92322,0.999999,-1.58757,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.74665,1.92322,3.64137,-1.58757,2.74665,1.92322,1,-1.58757,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.74665,1.92322,4.47141,-1.58757,2.74665,1.92322,1,-1.58757,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.74665,1.92322,3.69923,-1.58757,2.74665,1.92322,1,-1.58757,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,2.74665,1.92322,3.11925,-1.58757,2.74665,1.92322,1,-1.58757,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.74665,1.92322,2.82972,-1.58757,2.74665,1.92322,1.01434,-1.58757,69.0|274,411
