rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0.875945,5.77727e-09,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,1.10252,-2.83296e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,0.672975,1.02679e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,0.671758,-7.57308e-09,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0.912541,2.01426e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,1.04911,-1.55823e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,0.808147,-1.11969e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,0.754461,-4.50878e-09,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,1.08043,1.24419e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,1.02945,-4.72007e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-1.95622,-4.70424e-09,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,1.49688,4.46677e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-4.45919,-1.21161e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,3.8315,-6.60781e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,1.99044,2.06478e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-2.53433,-4.74678e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-0.648553,-1.41242e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.23327,3.15876e-09,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.717906,3.05191e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-0.698019,1.64478e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-0.144127,-4.34406e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,3.08424,2.77083e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-3.0697,7.81639e-10,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,3.97209,-2.7039e-09,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,2.13798,-1.63603e-08,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,1.43643,2.13129e-08,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,1.16561,-5.3945e-09,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,1.17996,-7.15195e-09,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,1.09157,-1.67562e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,1.12425,2.19716e-08,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,0,1.70389,4.25712e-08,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,0,1.54183,1.21349e-08,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,0,1.51155,2.05553e-08,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,0,1.53053,5.52886e-09,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,0,1.24079,-1.19915e-08,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,0,1.21682,-7.77378e-09,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,0,-0.681679,3.2188e-08,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,0,-1.51647,-1.42541e-08,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,0,-0.0805654,3.74066e-08,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,0,-1.46707,-5.52926e-08,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,0,1.33186,-2.22691e-08,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,0,1.55891,2.18201e-08,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,0,1.77014,2.91865e-08,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0,0,0.235167,2.01239e-08,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0,0,-0.716652,5.58559e-08,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0,0,2.34095,2.92955e-08,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0,0,0.143193,-2.84324e-09,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0,0,1.66122,-1.66786e-08,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0,0,0.394888,-6.20948e-08,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0,0,-3.59637,-2.75532e-08,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0,0,1.36944,2.01027e-08,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0,0,-1.98458,8.14613e-10,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0,0,1.8199,-1.11151e-08,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0,0,1.7899,6.24672e-09,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0,0,1.76791,2.52263e-09,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0,0,1.89787,9.03852e-08,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0,0,2.91474,2.55922e-08,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0,0,2.83841,2.18313e-08,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0,0,2.50013,4.37365e-08,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0,0,2.34821,-4.10445e-08,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0,0,2.02325,4.43644e-09,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0,0,2.17114,1.40056e-08,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,-2.0319,9.90451e-09,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,0.625087,2.25089e-08,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,3.46211,-6.96184e-09,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,-0.610557,3.21259e-08,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,3.77611,-1.91382e-08,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,1.37975,3.05761e-09,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,1.63244,-1.51329e-08,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,0.809621,2.62031e-08,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,0,0,2.73305,-2.18598e-08,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,0,0,1.32498,7.50139e-09,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,0,0,2.08525,3.43824e-09,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,0,0,-2.72393,-1.30036e-08,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,0,0,-2.13986,5.17337e-09,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,0,0,-2.73927,3.24e-08,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,0,0,-1.19541,7.32875e-09,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,0,0,-1.37063,-2.46727e-08,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,0,0,-0.0740034,8.04391e-09,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,0,0,-0.0851962,-5.09028e-08,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,0,0,0.261688,-3.07744e-08,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,0,0,0.112512,8.88521e-10,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,0,0,3.00693,2.50566e-08,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,0,0,2.97606,-3.57977e-08,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,0,0,2.86834,-1.90787e-08,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,0,0,2.8598,-6.01322e-09,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,0,0,1.44866,4.46349e-08,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,0,0,1.43337,-3.142e-08,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,0,0,0.000242932,-1.35543e-08,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,0,0,1.65967,-1.72069e-08,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,0,0,1.24118,2.14502e-08,69.0|292,462
1,8|462|8|462|cc|4|1|292|1|292|69.0,0,0,0.0265026,2.67292e-08,69.0|292,462
1,8|462|8|462|cc|5|1|292|1|292|69.0,0,0,-3.52751,-5.12896e-09,69.0|292,462
1,8|462|8|462|cc|6|1|292|1|292|69.0,0,0,-1.83486,-2.85258e-08,69.0|292,462
1,8|462|8|462|cc|7|1|292|1|292|69.0,0,0,0.33538,1.48747e-08,69.0|292,462
1,8|462|8|462|cc|8|1|292|1|292|69.0,0,0,-0.302695,1.11023e-08,69.0|292,462
1,8|462|8|462|vc|1|2|292|2|292|69.0,0,0,-0.698975,-6.26595e-09,69.0|292,462
1,8|462|8|462|vc|2|2|292|2|292|69.0,0,0,2.34413,1.79821e-08,69.0|292,462
1,8|462|8|462|vc|3|2|292|2|292|69.0,0,0,-2.03187,2.21452e-09,69.0|292,462
1,8|462|8|462|vc|4|2|292|2|292|69.0,0,0,-0.636074,2.51759e-08,69.0|292,462
1,8|462|8|462|vc|5|2|292|2|292|69.0,0,0,-0.523406,-7.00164e-09,69.0|292,462
1,8|462|8|462|vc|6|2|292|2|292|69.0,0,0,-0.327034,-1.12293e-08,69.0|292,462
1,8|462|8|462|vc|7|2|292|2|292|69.0,0,0,-2.06799,5.65937e-08,69.0|292,462
1,8|462|8|462|vc|8|2|292|2|292|69.0,0,0,-1.69965,3.2728e-08,69.0|292,462
1,8|1159|8|1159|sample|8|292|8|292|65.0,0,0,1.41232,9.97002e-09,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,0,0,1.4192,4.44767e-08,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,0,0,1.34215,-3.71799e-08,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,0,0,1.4004,6.73401e-09,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,0,0,2.65469,-5.26841e-08,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,0,0,2.82815,1.43988e-08,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,0,0,2.13792,-2.3738e-08,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,0,0,2.14155,4.02471e-08,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,0,0,1.30142,1.53025e-09,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,0,0,1.29481,-8.32902e-09,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,0,0,-2.21762,9.29793e-09,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,0,0,1.55697,9.84251e-09,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,0,0,1.443,8.68871e-09,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,0,0,-0.744514,5.4907e-09,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,0,0,-3.44305,-2.93468e-08,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,0,0,-0.42068,-1.23752e-09,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,0,0,2.79709,-2.32038e-08,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,0,0,-0.0582017,7.71246e-09,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,0,0,-0.31246,-3.32385e-08,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,0,0,0.386139,6.75611e-09,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,0,0,-1.431,-3.40048e-08,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,0,0,2.56951,6.02231e-09,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,0,0,-1.43107,4.32516e-09,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,0,0,0.541895,1.46394e-09,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,0,0,-2.69588,-3.83919e-08,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,0,0,1.78564,-4.10649e-08,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,0,0,2.68361,1.92553e-08,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,0,0,2.6883,1.15532e-08,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,0,0,2.73592,4.37915e-08,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,0,0,2.68126,2.711e-08,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,0,0,2.88623,-2.28061e-08,28.0|103,1197
