id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.339822,0,0,4.36291e-09,0.331604,0,0,-1.3145e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.22211,0,0,2.82914e-09,-0.228197,0,0,1.13243e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.421308,0,0,1.44018e-09,0.421982,0,0,-6.92779e-14,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.522249,0,0,-1.19164e-09,0.497197,0,0,6.66134e-14,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.0792798,0,0,-1.66757e-10,0.0706885,0,0,2.88658e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.00926669,0,0,1.49899e-09,0.000187841,0,0,3.66818e-13,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.345799,0,0,-1.19073e-10,0.345182,0,0,-2.33591e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.482075,0,0,-2.63943e-09,0.483811,0,0,-1.66089e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.00909182,0,0,2.33933e-09,-0.0342246,0,0,3.06422e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.0972213,0,0,-4.42147e-09,0.0923567,0,0,-1.86962e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.112108,0,0,-1.80799e-09,-3.09241e-07,0,0,-7.10543e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.00860302,0,0,1.34925e-09,-2.37559e-07,0,0,-1.77636e-15,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.187833,0,0,-1.19863e-09,-3.38392e-08,0,0,6.21725e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.166052,0,0,2.94188e-09,3.0303e-07,0,0,8.43769e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0377065,0,0,-1.39436e-09,-2.43471e-07,0,0,3.9968e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.190192,0,0,1.18226e-09,6.52584e-07,0,0,-4.88498e-15,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.000637553,0,0,-3.54647e-09,2.37762e-07,0,0,0,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.132384,0,0,2.49387e-09,2.76e-07,0,0,4.88498e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.240588,0,0,3.53903e-10,-1.09731e-07,0,0,-7.99361e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.0550499,0,0,-7.9858e-10,-1.49387e-07,0,0,-7.99361e-15,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.0914901,0,0,2.43052e-09,2.17852e-07,0,0,-2.22045e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.021121,0,0,-1.21139e-09,-8.59151e-08,0,0,5.32907e-15,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.134346,0,0,1.14215e-09,3.48817e-07,0,0,-3.55271e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.137282,0,0,3.58011e-10,-2.88192e-07,0,0,1.33227e-15,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.0239057,0,0,-2.404e-09,-3.62912e-07,0,0,-3.55271e-15,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.14068,0,0,-2.37682e-09,-2.81305e-07,0,0,2.66454e-15,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.717585,0,0,3.10066e-09,0.707659,0,0,-3.08642e-14,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.801706,0,0,2.67554e-09,0.81001,0,0,-9.32587e-15,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.845695,0,0,-1.49501e-09,0.8455,0,0,2.66454e-14,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.737471,0,0,-7.64688e-10,0.745764,0,0,-1.87406e-13,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-0.420291,0,0,5.06144e-09,-0.411051,0,0,-5.28466e-14,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-0.224484,0,0,-2.83123e-09,-0.233731,0,0,4.44089e-14,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-0.264158,0,0,-8.64473e-10,-0.258384,0,0,3.9968e-15,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-0.0513498,0,0,-1.80582e-10,-0.0717934,0,0,-1.46105e-13,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.478417,0,0,-2.25684e-09,0.48214,0,0,-1.33227e-13,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.642768,0,0,3.0943e-09,0.6077,0,0,1.0747e-13,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.0747646,0,0,2.47174e-09,1.90715e-07,0,0,-3.9968e-15,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.174021,0,0,-8.22966e-10,-1.90705e-07,0,0,5.77316e-15,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.0704148,0,0,2.34159e-09,-3.45216e-07,0,0,-8.88178e-16,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,-0.160745,0,0,2.65982e-09,-3.47675e-07,0,0,-2.22045e-15,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.130787,0,0,1.86682e-09,-1.35274e-07,0,0,-1.33227e-15,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.00224421,0,0,6.26927e-10,-1.9748e-07,0,0,4.44089e-15,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,-0.039624,0,0,8.1587e-10,-9.21535e-08,0,0,-7.54952e-15,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.214453,0,0,-3.76214e-09,-1.79419e-07,0,0,-1.33227e-15,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.000840822,0,0,1.69912e-09,2.71128e-07,0,0,3.10862e-15,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,-0.0923025,0,0,2.00112e-09,-3.59919e-07,0,0,2.66454e-15,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.0496063,0,0,1.87649e-10,-1.28873e-07,0,0,-4.88498e-15,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,-0.0102165,0,0,-2.17762e-09,5.17424e-07,0,0,-3.55271e-15,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-0.00925863,0,0,9.03097e-10,1.12535e-07,0,0,4.88498e-15,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.018496,0,0,4.8023e-10,-2.45411e-07,0,0,6.66134e-15,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,-0.0437769,0,0,1.14834e-09,6.33196e-07,0,0,-2.22045e-15,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.0638996,0,0,1.07364e-09,-2.68534e-07,0,0,4.88498e-15,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,-0.402156,0,0,9.83903e-10,-0.420335,0,0,-3.0731e-13,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,-0.470603,0,0,-9.45639e-11,-0.441692,0,0,0,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,-0.388236,0,0,2.64344e-09,-0.409203,0,0,-1.5099e-14,65.0|276,1056
