id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,4.71007e-09,0.0716298,-0.184897,0,0,0,-1.13687e-13,-0.272709,0.03086,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,3.37481e-09,0.161991,-0.0783557,0,0,0,0,-0.271765,0.026422,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,3.81311e-09,-0.221089,0.141423,0,0,0,0,-0.473633,0.06303,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-3.96029e-09,-0.209065,0.149507,0,0,0,0,-0.493071,0.0676942,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-6.47134e-09,0.162482,0.292955,0,0,0,1.13687e-13,-0.262454,0.027056,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-7.51338e-09,-0.0458214,0.128674,0,0,0,0,-0.268062,0.0276195,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,3.18554e-09,-0.385683,-0.464355,0,0,0,1.13687e-13,-0.481366,0.0642971,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-1.69005e-09,0.151115,0.262345,0,0,0,-1.13687e-13,-0.481471,0.0657145,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-5.33241e-09,-0.0499091,0.102706,0,0,0,0,-0.243302,0.0225613,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,5.60132e-09,0.0146728,-0.0770086,0,0,0,-1.13687e-13,-0.269017,0.0277796,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,2.7932e-09,-0.044696,0.172,0,0,0,0,-2.86116e-06,-3.0533e-06,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,3.21883e-09,0.215343,0.178673,0,0,0,0,4.8179e-06,-2.95439e-06,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.85049e-09,0.500922,-0.176973,0,0,0,0,1.5034e-07,3.33229e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-4.28599e-09,0.0426673,-0.0549423,0,0,0,0,-8.45829e-07,-2.00808e-06,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-3.23011e-09,-0.229931,-0.0422026,0,0,0,0,1.07985e-06,1.40224e-08,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-3.40481e-09,-0.138592,0.163676,0,0,0,0,1.65643e-06,-1.87647e-06,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-1.06352e-09,0.243752,0.269987,0,0,0,0,7.53095e-07,2.71907e-06,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,2.69439e-09,0.434068,0.193141,0,0,0,0,2.65023e-07,1.05478e-06,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,6.02014e-10,0.257345,0.176804,0,0,0,0,3.93679e-06,2.97843e-06,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.3616e-09,-0.339976,0.122593,0,0,0,0,4.9344e-06,-6.91002e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,1.4949e-09,-0.114737,0.243224,0,0,0,0,1.59922e-07,-1.95226e-06,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,9.67713e-09,0.164084,-0.0773988,0,0,0,0,-3.17868e-07,1.75706e-06,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,4.21956e-09,-0.010806,-0.103287,0,0,0,0,-1.20524e-07,-5.84576e-08,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,-7.30254e-09,-0.0656949,-0.23926,0,0,0,0,8.88776e-07,1.24947e-06,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,8.54175e-09,0.216468,0.0596568,0,0,0,0,-4.73244e-06,6.40546e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,3.68274e-09,0.10066,-0.0469511,0,0,0,0,7.76593e-07,-1.44778e-06,0,0,False,69.0|274,411
