rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.00031,795.205,-4.6554,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.00031,795.205,-4.78913,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.00031,795.205,-2.12069,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.00031,795.205,-7.89715,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.00031,795.205,-4.19789,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.00031,795.205,-19.0934,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.00031,795.205,-14.6084,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.00031,795.205,-12.6677,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.00031,795.205,-20.642,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.00031,795.205,-4.0178,0.110207,7.92797e-10,0.614144,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.00031,789.317,6.20544,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.00031,789.317,-6.31243,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.00031,789.317,-11.3764,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.00031,789.317,4.34457,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.00031,789.317,-9.16007,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.00031,789.317,10.6155,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.00031,789.317,-7.8144,33.9129,7.92797e-10,0.614144,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.00031,789.317,5.59741,33.9129,7.92797e-10,0.614144,False,69.0|274,411
