rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,5.48678e-08,-4.6554,-2.46972e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-4.04962e-08,-4.78913,-1.27079e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-8.0695e-08,-2.12069,5.45083e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-7.888e-08,-7.89715,9.61278e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,4.47285e-08,-4.19789,-3.70731e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-2.06919e-08,-19.0934,-1.17234e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,4.13472e-08,-14.6084,1.02419e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,1.89671e-08,-12.6677,1.73926e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-3.91227e-08,-20.642,2.94113e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,9.60379e-08,-4.0178,-5.1934e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,3.69071e-08,6.20544,-4.34668e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-3.11884e-08,-6.31243,1.11017e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-2.85979e-09,-11.3764,2.74929e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-9.89326e-08,4.34457,-8.80823e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,1.92972e-09,-9.16007,8.25288e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,2.69608e-09,10.6155,8.81474e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-1.42617e-08,-7.8144,-3.22135e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,1.72332e-08,5.59741,-1.13601e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-6.28651e-08,-5.87557,-3.24713e-08,0,0,False,69.0|274,411
