id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,0.000187816,1.29861e-07,0,0,0,0,-0.0239006,-5.02542e-12,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,0.429948,1.92424e-07,0,0,0,0,0.403793,8.2762e-11,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,-0.151882,-1.46329e-07,0,0,0,0,-0.121181,-2.07154e-11,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,-0.161625,8.04944e-08,0,0,0,0,-0.160033,-5.76872e-12,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,0.181047,1.64023e-07,0,0,0,0,0.157109,2.84508e-11,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,0.208713,-2.75972e-07,0,0,0,0,0.221251,4.22655e-11,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,-0.0777482,1.53568e-07,0,0,0,0,-0.0403126,-1.74899e-11,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,-0.147442,7.00495e-07,0,0,0,0,-0.154348,-3.89064e-11,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,0.183741,-1.30401e-07,0,0,0,0,0.183512,5.3372e-11,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,0.152267,-3.36736e-07,0,0,0,0,0.132935,3.18189e-11,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,-0.0134549,3.27649e-07,0,0,0,0,4.39701e-07,2.4114e-12,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,0.0724877,3.86297e-07,0,0,0,0,3.00235e-07,-1.65579e-12,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,0.0135097,2.91184e-07,0,0,0,0,-4.61751e-07,-1.62526e-12,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,0.0356352,-1.07111e-07,0,0,0,0,-3.17967e-07,-1.73361e-12,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,0.0378814,-1.93052e-08,0,0,0,0,-1.83808e-07,-1.84391e-12,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,0.0295199,5.43472e-09,0,0,0,0,3.703e-07,6.31772e-13,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,0,-0.0125127,-5.3597e-08,0,0,0,0,-5.9478e-07,3.24396e-12,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,0,-0.00605926,-1.49849e-07,0,0,0,0,5.40431e-08,2.62312e-12,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,0,-0.0302624,5.79922e-07,0,0,0,0,-2.48911e-07,-1.52212e-13,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,0,0.0988066,1.81519e-07,0,0,0,0,2.03251e-07,3.07121e-12,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,0,-0.0165579,4.57582e-07,0,0,0,0,-8.43977e-07,-5.27667e-12,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,0,0.0108034,1.9494e-07,0,0,0,0,6.96979e-08,6.33704e-12,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,0,-0.00530923,2.67343e-07,0,0,0,0,4.73171e-08,3.61766e-12,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,0,-0.0378839,-2.03038e-07,0,0,0,0,8.30981e-07,-4.15973e-12,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,0,0.0554646,1.22408e-07,0,0,0,0,3.9381e-07,-1.0642e-12,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,0,-0.012042,-1.72474e-07,0,0,0,0,-1.61474e-07,-1.68537e-12,0,0,False,69.0|274,411
14|783|sample|3|71,0,0,-1.21797,-3.08445e-07,0,0,0,0,-1.21112,-1.16488e-10,0,0,True,6.0|71,783
14|783|sample|4|71,0,0,-1.18486,-2.05657e-07,0,0,0,0,-1.19951,-1.33415e-10,0,0,True,6.0|71,783
14|783|sample|5|71,0,0,-1.11431,-2.07133e-07,0,0,0,0,-1.12446,-1.20468e-10,0,0,True,6.0|71,783
14|783|sample|6|71,0,0,-1.12083,1.7119e-07,0,0,0,0,-1.10706,-7.7403e-11,0,0,True,6.0|71,783
14|783|sample|7|71,0,0,0.388739,4.8714e-07,0,0,0,0,0.349615,5.05138e-11,0,0,True,6.0|71,783
14|783|sample|8|71,0,0,0.242061,-5.30034e-08,0,0,0,0,0.217828,3.17004e-11,0,0,True,6.0|71,783
14|783|sample|10|71,0,0,-1.19234,6.04054e-07,0,0,0,0,-1.19584,-1.36542e-10,0,0,True,6.0|71,783
14|783|sample|9|71,0,0,-1.19604,-1.6223e-07,0,0,0,0,-1.2049,-1.46964e-10,0,0,True,6.0|71,783
14|783|sample|12|71,0,0,0.896822,-7.14983e-08,0,0,0,0,0.864985,1.13177e-10,0,0,True,6.0|71,783
14|783|sample|11|71,0,0,1.02809,1.22417e-07,0,0,0,0,0.88434,1.06119e-10,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,0,0.00686234,2.00942e-07,0,0,0,0,-2.62414e-08,2.55598e-12,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,0,0.0737358,6.27613e-08,0,0,0,0,6.25701e-07,2.29272e-12,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,0,-0.0393508,-7.21208e-08,0,0,0,0,3.16644e-07,4.55747e-13,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,0,0.0244119,3.84892e-07,0,0,0,0,1.17191e-07,-7.74297e-13,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,0,-0.0208079,2.80613e-07,0,0,0,0,4.16322e-07,2.86582e-12,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,0,0.0362202,1.24014e-07,0,0,0,0,6.8535e-07,7.31845e-13,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,0,-0.048519,4.93343e-08,0,0,0,0,-1.30274e-07,-1.05774e-12,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,0,-0.0701601,3.24647e-07,0,0,0,0,2.87137e-08,-3.50736e-12,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,0,-0.023149,-3.65279e-07,0,0,0,0,-9.59141e-08,1.4649e-12,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,0,0.000669811,-2.2924e-07,0,0,0,0,-1.64131e-07,-2.99098e-12,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,0,0.0151709,4.00406e-07,0,0,0,0,-3.07148e-07,2.30338e-12,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,0,-0.0343662,2.23907e-07,0,0,0,0,-2.3831e-07,1.02171e-12,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,0,-0.0233883,4.45154e-07,0,0,0,0,3.79038e-08,2.19882e-12,0,0,False,69.0|71,783
