id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-1.29512e-09,0.915948,-0.604223,0,1.96509e-14,0.919076,-0.0445506,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,4.22908e-09,1.26376,-0.237555,0,-1.33227e-15,1.26691,0.0630606,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,1.37268e-09,0.852609,-0.469491,0,8.21565e-15,0.86082,-0.0172988,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,9.33673e-09,0.825208,-0.456525,0,1.77636e-15,0.81331,0.00560492,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,5.12836e-09,1.06591,-1.76467,0,6.43929e-15,1.07623,-0.0717675,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,4.08305e-09,1.13732,0.252378,0,5.66214e-15,1.12371,-0.0263395,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-1.82118e-08,0.89808,-1.13922,0,8.21565e-15,0.904561,0.00126253,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-5.09754e-09,0.817321,1.00827,0,1.59872e-14,0.822372,-0.0175071,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,9.37671e-09,1.13159,-1.2619,0,-1.67644e-14,1.12997,-0.00691856,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,4.00447e-09,1.06537,-0.866149,0,-1.11022e-15,1.05958,0.0056229,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,6.60351e-10,0.172768,0.474418,0,-1.33227e-15,2.70175e-07,-1.27925e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,5.8691e-09,-0.0297282,-0.313224,0,8.88178e-16,8.25786e-08,6.44335e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,3.24439e-10,0.389615,0.0827853,0,4.88498e-15,-3.88045e-08,-2.00481e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-2.71167e-10,0.176067,-0.296206,0,-7.99361e-15,-3.0365e-07,2.81851e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-2.7275e-11,0.100653,0.153211,0,-3.9968e-15,3.22914e-07,2.19581e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,1.51283e-09,0.267157,-0.0847272,0,-8.88178e-16,7.41121e-09,4.43303e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-4.63827e-09,-0.165961,0.121105,0,2.22045e-16,-8.41733e-08,3.62909e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-7.37218e-09,-0.00314252,-0.39967,0,-4.88498e-15,1.31112e-07,-1.90442e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-3.65685e-10,0.020211,-0.202898,0,2.66454e-15,-1.52999e-07,4.69577e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,4.31771e-09,0.000114877,0.281931,0,-2.22045e-15,0.000219625,-1.20965e-08,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,4.11496e-10,-0.160965,-0.0791458,0,3.33067e-15,1.34802e-07,-4.46865e-08,69.0|274,411
