id,importanceSampling
411|4,118.277433
411|3,145.536280
411|5,173.631557
411|6,170.374659
411|8,146.808851
411|7,113.860848
411|9,171.668952
411|10,172.670269
411|12,110.623091
411|11,146.133241
411|1,143.645683
411|2,188.655585
783|3,180.674273
783|4,146.300896
783|5,176.615489
783|6,177.731788
783|7,147.398225
783|8,147.619728
783|10,181.462308
783|9,180.601919
783|12,137.830002
783|11,139.478995
783|1,97.379809
783|2,186.279384
491|10,130.347335
491|9,163.975874
491|12,167.132813
491|11,166.304615
491|4,170.321388
491|3,171.840576
491|6,171.911839
491|5,171.740623
491|7,150.703455
491|8,114.907267
491|1,114.740542
491|2,194.002871
433|4,157.140410
433|3,148.242894
433|6,190.398906
433|5,178.626961
433|8,109.557306
433|7,141.266296
433|10,163.269804
433|9,159.723618
433|11,180.743026
433|12,166.303770
433|1,105.054100
433|2,187.567330
297|3,175.555880
297|4,176.650104
297|5,110.845672
297|6,145.326484
297|8,162.675918
297|7,162.213490
297|9,150.975758
297|10,147.870935
297|12,177.722064
297|11,196.038094
297|1,102.255293
297|2,151.592082
183|4,160.619819
183|3,159.255418
183|6,154.663507
183|5,155.479586
183|7,163.231951
183|8,162.511173
183|10,153.345819
183|9,121.518054
183|12,150.359627
183|11,161.802240
183|1,103.522528
183|2,219.683403
705|3,107.866494
705|4,175.548693
705|5,140.638831
705|6,174.689866
705|7,175.451076
705|8,140.876511
705|10,162.716240
705|9,169.248205
705|12,163.383017
705|11,132.701731
705|1,101.322099
705|2,230.756824
555|4,169.742614
555|3,168.404435
555|5,135.637478
555|6,167.422532
555|7,166.616428
555|8,161.926407
555|9,169.260660
555|10,136.557801
555|12,151.374506
555|11,148.349200
555|1,96.844718
555|2,210.776964
394|5,163.169416
394|6,163.018684
394|7,138.868356
394|8,140.800817
394|10,122.235062
394|9,153.181068
394|12,129.404388
394|11,164.320021
394|3,150.504642
394|4,121.492873
394|1,79.760969
394|2,167.954656
1099|3,140.888495
1099|4,141.363717
1099|5,141.154946
1099|6,140.914853
1099|8,147.707268
1099|7,147.108079
1099|9,139.308164
1099|10,137.415603
1099|11,145.335095
1099|12,146.111297
1099|1,109.325464
1099|2,231.052319
611|4,163.558399
611|3,163.637904
611|5,158.687762
611|6,158.694390
611|7,127.607168
611|8,129.391879
611|9,149.586032
611|10,150.486263
611|12,159.247534
611|11,161.623099
611|1,101.127343
611|2,234.320875
84|5,138.662712
84|6,172.299053
84|4,178.104127
84|3,178.137664
84|9,162.827385
84|10,129.391803
84|7,174.537365
84|8,171.972783
84|12,166.594160
84|11,165.471428
84|1,104.654545
84|2,183.949078
1042|8,154.783272
1042|7,155.072749
1042|6,163.274963
1042|5,164.016556
1042|12,155.377087
1042|11,154.498151
1042|9,163.602735
1042|10,163.612236
1042|4,159.912739
1042|3,159.373607
1042|1,107.209116
1042|2,183.377838
719|5,167.245599
719|6,167.879104
719|3,180.412864
719|4,179.825281
719|10,157.958698
719|9,158.952596
719|8,169.148339
719|7,169.007318
719|12,155.047918
719|11,122.196339
719|1,107.693355
719|2,184.144420
863|7,148.950721
863|8,148.891803
863|6,156.033377
863|5,124.026721
863|11,113.384743
863|12,147.444472
863|9,121.146991
863|10,154.513466
863|3,149.226451
863|4,152.306728
863|1,65.341483
863|2,183.812295
488|6,144.228236
488|5,177.427763
488|4,148.718680
488|3,148.504128
488|10,171.811461
488|9,170.877863
488|8,144.099635
488|7,176.793549
488|11,161.813985
488|12,166.145507
488|1,105.975242
488|2,183.454721
152|8,87.495171
152|7,155.323276
152|6,164.406103
152|5,164.143683
152|12,115.536103
152|11,149.087115
152|10,123.323182
152|9,158.008975
152|3,157.536093
152|4,158.971089
152|1,106.789702
152|2,181.935315
847|6,145.229122
847|3,188.965395
847|4,187.851849
847|10,154.454297
847|9,154.569121
847|7,133.871426
847|8,165.849127
847|12,163.987808
847|11,165.758432
847|5,180.125352
847|1,78.990257
847|2,207.191328
1241|8,161.914962
1241|7,160.973710
1241|5,180.575256
1241|6,177.076381
1241|11,159.142768
1241|12,156.081472
1241|9,172.982621
1241|10,167.186288
1241|3,178.831892
1241|4,176.782441
1241|1,79.423749
1241|2,213.550829
474|5,185.367453
474|6,184.077970
474|3,199.466528
474|4,197.233530
474|9,124.737781
474|10,123.369887
474|8,169.236281
474|7,169.643124
474|12,163.657188
474|11,168.773490
474|1,112.297809
474|2,198.663347
1056|8,152.265878
1056|7,156.616784
1056|6,161.646229
1056|5,162.287242
1056|12,155.894367
1056|11,155.612322
1056|10,157.151335
1056|9,157.417418
1056|4,156.374834
1056|3,155.744909
1056|1,108.836695
