id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|2|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|3|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|4|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|5|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|6|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|7|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|cc|8|1|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|sample|10|162,1,0.0016786,1.1672,5.43878,0.0174244,1.33567e-09,1,0.00167856,1.1672,5.43879,0.0174225,1.33144e-09,True,32.0|162,84
8|84|sample|11|162,1,0.0016786,0.985528,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.985528,5.43879,0.0174225,1.33144e-09,True,22.0|162,84
8|84|sample|12|162,1,0.0016786,0.985528,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.985528,5.43879,0.0174225,1.33144e-09,True,22.0|162,84
8|84|sample|3|162,1,0.0016786,0.458765,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.458765,5.43879,0.0174225,1.33144e-09,True,55.0|162,84
8|84|sample|4|162,1,0.0016786,0.458765,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.458765,5.43879,0.0174225,1.33144e-09,True,55.0|162,84
8|84|sample|5|162,1,0.0016786,0.458765,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.458765,5.43879,0.0174225,1.33144e-09,True,55.0|162,84
8|84|sample|6|162,1,0.0016786,0.458765,5.43878,0.0174244,1.33567e-09,1,0.00167856,0.458765,5.43879,0.0174225,1.33144e-09,True,55.0|162,84
8|84|sample|7|162,1,0.0016786,1.1672,5.43878,0.0174244,1.33567e-09,1,0.00167856,1.1672,5.43879,0.0174225,1.33144e-09,True,32.0|162,84
8|84|sample|8|162,1,0.0016786,1.1672,5.43878,0.0174244,1.33567e-09,1,0.00167856,1.1672,5.43879,0.0174225,1.33144e-09,True,32.0|162,84
8|84|sample|9|162,1,0.0016786,1.1672,5.43878,0.0174244,1.33567e-09,1,0.00167856,1.1672,5.43879,0.0174225,1.33144e-09,True,32.0|162,84
8|84|vc|1|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|2|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|3|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|4|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|5|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|6|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|7|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|84|vc|8|2|162,1,0.001679,0.657114,5.43238,0.0174244,1.33567e-09,1,0.00167898,0.657114,5.43238,0.0174225,1.33144e-09,False,69.0|162,84
8|719|cc|1|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|2|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|3|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|4|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|5|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|6|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|7|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|cc|8|1|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|sample|10|274,1,0.0016786,1.77893,5.43877,0.198666,1.33559e-09,1,0.00167856,1.77893,5.43877,0.198663,1.33136e-09,True,32.0|274,719
8|719|sample|11|274,1,0.0016786,2.21524,5.43875,0.198666,1.33559e-09,1,0.00167856,2.21524,5.43876,0.198663,1.33136e-09,True,22.0|274,719
8|719|sample|12|274,1,0.0016786,2.21524,5.43875,0.198666,1.33559e-09,1,0.00167856,2.21524,5.43876,0.198663,1.33136e-09,True,22.0|274,719
8|719|sample|3|274,1,0.0016786,0.540328,1.57196,0.198666,1.33559e-09,1,0.00167856,0.540328,1.57196,0.198663,1.33136e-09,True,55.0|274,719
8|719|sample|4|274,1,0.0016786,0.540328,1.57196,0.198666,1.33559e-09,1,0.00167856,0.540328,1.57196,0.198663,1.33136e-09,True,55.0|274,719
8|719|sample|5|274,1,0.0016786,0.540328,1.57196,0.198666,1.33559e-09,1,0.00167856,0.540328,1.57196,0.198663,1.33136e-09,True,55.0|274,719
8|719|sample|6|274,1,0.0016786,0.540328,1.57196,0.198666,1.33559e-09,1,0.00167856,0.540328,1.57196,0.198663,1.33136e-09,True,55.0|274,719
8|719|sample|7|274,1,0.0016786,1.77893,5.43877,0.198666,1.33559e-09,1,0.00167856,1.77893,5.43877,0.198663,1.33136e-09,True,32.0|274,719
8|719|sample|8|274,1,0.0016786,1.77893,5.43877,0.198666,1.33559e-09,1,0.00167856,1.77893,5.43877,0.198663,1.33136e-09,True,32.0|274,719
8|719|sample|9|274,1,0.0016786,1.77893,5.43877,0.198666,1.33559e-09,1,0.00167856,1.77893,5.43877,0.198663,1.33136e-09,True,32.0|274,719
8|719|vc|1|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|2|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|3|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|4|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|5|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|6|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|7|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|719|vc|8|2|274,1,0.001679,0.29722,5.43288,0.198666,1.33559e-09,1,0.00167898,0.29722,5.43288,0.198663,1.33136e-09,False,69.0|274,719
8|488|cc|1|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|2|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|3|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|4|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|5|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|6|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|7|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|cc|8|1|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|sample|10|322,1,0.0016786,0.630684,5.43865,0.179059,1.33568e-09,1,0.00167856,0.630684,5.43865,0.179053,1.33145e-09,True,32.0|322,488
8|488|sample|11|322,1,0.0016786,1.16081,5.43875,0.179059,1.33568e-09,1,0.00167856,1.16081,5.43876,0.179053,1.33145e-09,True,22.0|322,488
8|488|sample|12|322,1,0.0016786,1.16081,5.43875,0.179059,1.33568e-09,1,0.00167856,1.16081,5.43876,0.179053,1.33145e-09,True,22.0|322,488
8|488|sample|3|322,1,0.0016786,1.22023,0.284256,0.179059,1.33568e-09,1,0.00167856,1.22023,0.284255,0.179053,1.33145e-09,True,55.0|322,488
8|488|sample|4|322,1,0.0016786,1.22023,0.284256,0.179059,1.33568e-09,1,0.00167856,1.22023,0.284255,0.179053,1.33145e-09,True,55.0|322,488
8|488|sample|5|322,1,0.0016786,1.22023,0.284256,0.179059,1.33568e-09,1,0.00167856,1.22023,0.284255,0.179053,1.33145e-09,True,55.0|322,488
8|488|sample|6|322,1,0.0016786,1.22023,0.284256,0.179059,1.33568e-09,1,0.00167856,1.22023,0.284255,0.179053,1.33145e-09,True,55.0|322,488
8|488|sample|7|322,1,0.0016786,0.630684,5.43865,0.179059,1.33568e-09,1,0.00167856,0.630684,5.43865,0.179053,1.33145e-09,True,32.0|322,488
8|488|sample|8|322,1,0.0016786,0.630684,5.43865,0.179059,1.33568e-09,1,0.00167856,0.630684,5.43865,0.179053,1.33145e-09,True,32.0|322,488
8|488|sample|9|322,1,0.0016786,0.630684,5.43865,0.179059,1.33568e-09,1,0.00167856,0.630684,5.43865,0.179053,1.33145e-09,True,32.0|322,488
8|488|vc|1|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|2|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|3|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|4|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|5|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|6|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|7|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|488|vc|8|2|322,1,0.001679,1.45483,5.43265,0.179059,1.33568e-09,1,0.00167898,1.45483,5.43266,0.179053,1.33145e-09,False,69.0|322,488
8|847|cc|1|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|2|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|3|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|4|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|5|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|6|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|7|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|cc|8|1|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|sample|10|69,1,0.0016786,7.81102,5.43877,0.218257,1.33569e-09,1,0.00167856,7.81102,5.43877,0.218253,1.33146e-09,True,32.0|69,847
8|847|sample|11|69,1,0.0016786,1.05374,4.79004,0.218257,1.33569e-09,1,0.00167856,1.05374,4.79004,0.218253,1.33146e-09,True,22.0|69,847
8|847|sample|12|69,1,0.0016786,1.05374,4.79004,0.218257,1.33569e-09,1,0.00167856,1.05374,4.79004,0.218253,1.33146e-09,True,22.0|69,847
8|847|sample|3|69,1,0.0016786,0.49126,5.43904,0.218257,1.33569e-09,1,0.00167856,0.49126,5.43904,0.218253,1.33146e-09,True,55.0|69,847
8|847|sample|4|69,1,0.0016786,0.49126,5.43904,0.218257,1.33569e-09,1,0.00167856,0.49126,5.43904,0.218253,1.33146e-09,True,55.0|69,847
8|847|sample|5|69,1,0.0016786,0.49126,5.43904,0.218257,1.33569e-09,1,0.00167856,0.49126,5.43904,0.218253,1.33146e-09,True,55.0|69,847
8|847|sample|6|69,1,0.0016786,0.49126,5.43904,0.218257,1.33569e-09,1,0.00167856,0.49126,5.43904,0.218253,1.33146e-09,True,55.0|69,847
8|847|sample|7|69,1,0.0016786,7.81102,5.43877,0.218257,1.33569e-09,1,0.00167856,7.81102,5.43877,0.218253,1.33146e-09,True,32.0|69,847
8|847|sample|8|69,1,0.0016786,7.81102,5.43877,0.218257,1.33569e-09,1,0.00167856,7.81102,5.43877,0.218253,1.33146e-09,True,32.0|69,847
8|847|sample|9|69,1,0.0016786,7.81102,5.43877,0.218257,1.33569e-09,1,0.00167856,7.81102,5.43877,0.218253,1.33146e-09,True,32.0|69,847
8|847|vc|1|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|2|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|3|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|4|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|5|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|6|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|7|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|847|vc|8|2|69,1,0.001679,0.768788,5.43258,0.218257,1.33569e-09,1,0.00167898,0.768788,5.43258,0.218253,1.33146e-09,False,69.0|69,847
8|474|cc|1|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|2|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|3|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|4|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|5|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|6|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|7|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|cc|8|1|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|sample|10|276,1,0.0016786,18.4115,5.43877,0.17906,1.33545e-09,1,0.00167856,18.4115,5.43877,0.179054,1.33122e-09,True,32.0|276,474
8|474|sample|11|276,1,0.0016786,2.37668,5.43875,0.17906,1.33545e-09,1,0.00167856,2.37668,5.43875,0.179054,1.33122e-09,True,22.0|276,474
8|474|sample|12|276,1,0.0016786,2.37668,5.43875,0.17906,1.33545e-09,1,0.00167856,2.37668,5.43875,0.179054,1.33122e-09,True,22.0|276,474
8|474|sample|3|276,1,0.0016786,0.818643,5.43878,0.17906,1.33545e-09,1,0.00167856,0.818643,5.43879,0.179054,1.33122e-09,True,55.0|276,474
8|474|sample|4|276,1,0.0016786,0.818643,5.43878,0.17906,1.33545e-09,1,0.00167856,0.818643,5.43879,0.179054,1.33122e-09,True,55.0|276,474
8|474|sample|5|276,1,0.0016786,0.818643,5.43878,0.17906,1.33545e-09,1,0.00167856,0.818643,5.43879,0.179054,1.33122e-09,True,55.0|276,474
8|474|sample|6|276,1,0.0016786,0.818643,5.43878,0.17906,1.33545e-09,1,0.00167856,0.818643,5.43879,0.179054,1.33122e-09,True,55.0|276,474
8|474|sample|7|276,1,0.0016786,18.4115,5.43877,0.17906,1.33545e-09,1,0.00167856,18.4115,5.43877,0.179054,1.33122e-09,True,32.0|276,474
8|474|sample|8|276,1,0.0016786,18.4115,5.43877,0.17906,1.33545e-09,1,0.00167856,18.4115,5.43877,0.179054,1.33122e-09,True,32.0|276,474
8|474|sample|9|276,1,0.0016786,18.4115,5.43877,0.17906,1.33545e-09,1,0.00167856,18.4115,5.43877,0.179054,1.33122e-09,True,32.0|276,474
8|474|vc|1|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|2|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|3|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|4|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|5|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|6|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|7|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|474|vc|8|2|276,1,0.001679,0.329679,5.43276,0.17906,1.33545e-09,1,0.00167898,0.329679,5.43276,0.179054,1.33122e-09,False,69.0|276,474
8|462|cc|1|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|2|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|3|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|4|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|5|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|6|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|7|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|cc|8|1|292,1,0.001679,2.20867,5.43258,0.179059,1.33477e-09,1,0.00167898,2.20867,5.43259,0.179052,1.33055e-09,False,69.0|292,462
8|462|sample|10|292,1,0.0016786,17.8184,5.53535,0.179059,1.33477e-09,1,0.00167856,17.8184,5.53535,0.179052,1.33055e-09,True,32.0|292,462
8|462|sample|11|292,1,0.0016786,1.92217,2.93868,0.179059,1.33477e-09,1,0.00167856,1.92217,2.93819,0.179052,1.33055e-09,True,22.0|292,462
8|462|sample|12|292,1,0.0016786,1.92217,2.93868,0.179059,1.33477e-09,1,0.00167856,1.92217,2.93819,0.179052,1.33055e-09,True,22.0|292,462
8|462|sample|3|292,1,0.0016786,0.565178,1.22195,0.179059,1.33477e-09,1,0.00167856,0.565178,1.22197,0.179052,1.33055e-09,True,55.0|292,462
8|462|sample|4|292,1,0.0016786,0.565178,1.22195,0.179059,1.33477e-09,1,0.00167856,0.565178,1.22197,0.179052,1.33055e-09,True,55.0|292,462
8|462|sample|5|292,1,0.0016786,0.565178,1.22195,0.179059,1.33477e-09,1,0.00167856,0.565178,1.22197,0.179052,1.33055e-09,True,55.0|292,462
8|462|sample|6|292,1,0.0016786,0.565178,1.22195,0.179059,1.33477e-09,1,0.00167856,0.565178,1.22197,0.179052,1.33055e-09,True,55.0|292,462
8|462|sample|7|292,1,0.0016786,17.8184,5.53535,0.179059,1.33477e-09,1,0.00167856,17.8184,5.53535,0.179052,1.33055e-09,True,32.0|292,462
8|462|sample|8|292,1,0.0016786,17.8184,5.53535,0.179059,1.33477e-09,1,0.00167856,17.8184,5.53535,0.179052,1.33055e-09,True,32.0|292,462
