rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.205893,1.12182,0.840613,-6.32736,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.205893,1.12182,0.840613,-5.92684,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.205893,1.12182,0.840613,-5.20032,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.205893,1.12182,0.840613,-6.22147,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.205893,1.12182,0.840613,-5.84196,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.205893,1.12182,0.840613,-6.42621,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.205893,1.12182,0.840613,-5.62264,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.205893,1.12182,0.840613,-5.49893,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.205893,1.12182,0.840613,-5.87296,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.205893,1.12182,0.840613,-5.06432,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.15327,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.205893,1.12182,0.840266,-6.2908,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.59908,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.34749,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.33574,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.26973,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.205893,1.12182,0.840266,-5.57508,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.205893,1.12182,0.840266,-6.00283,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.205893,1.12182,0.840266,-5.94159,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.205893,1.12182,0.840266,-6.68641,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.205893,1.12182,0.840266,-6.47789,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.205893,1.12182,0.840266,-5.41972,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.205893,1.12182,0.840266,-6.78702,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.205893,1.12182,0.840266,-6.06479,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.205893,1.12182,0.840266,-5.69959,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.205893,1.12182,0.840266,-5.99573,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.205893,1.01584,1.14828,-0.469561,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.205893,1.01584,1.14828,-0.752753,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.205893,1.01584,1.14828,-0.89494,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.205893,1.01584,1.14828,-0.336532,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.205893,1.12178,1.6308,-0.95279,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.205893,1.12178,1.6308,-0.388925,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.205893,1.12178,1.6308,-0.127878,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.205893,1.12178,1.6308,-1.52304,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.205893,0.721852,1.6308,-0.699287,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.205893,0.721852,1.6308,-0.675415,22.0|322,152
