rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-0.254161,0,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0.258406,0,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-0.412557,0,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-0.278214,0,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0.0921206,0,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0.0530038,0,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,-0.108849,0,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-0.327288,0,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-0.0618988,0,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-0.255157,0,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0.154079,0,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-0.708961,0,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0.375556,0,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-0.635595,0,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,1.32509,0,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0.0683566,0,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-0.208074,0,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-0.442352,0,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-0.401638,0,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0.485418,0,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-0.245822,0,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-0.272787,0,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-0.0263364,0,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0.425029,0,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0.533439,0,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,1.1983,0,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,-0.372664,0,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,-0.534282,0,65.0|322,152
