rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-0.518056,0,3.47216e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-1.2335,0,-2.68384e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-0.635009,0,-4.4592e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-0.25391,0,-1.71635e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-0.922409,0,-1.90726e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-0.976972,0,8.13537e-09,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-0.645182,0,-6.1483e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-0.513587,0,-3.98278e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-0.861616,0,6.65881e-09,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-0.918855,0,-3.96867e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-1.7834,0,-1.91744e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.33807,0,2.19074e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.67123,0,-1.83688e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-4.36757,0,-1.53675e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,3.15433,0,4.58002e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-5.84777,0,-1.50621e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-3.93397,0,-3.8301e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-0.666653,0,3.40598e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,2.40267,0,3.71756e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-0.707316,0,-5.50296e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.236919,0,-1.16991e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.263657,0,4.27924e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,4.14519,0,-7.08275e-09,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,3.16497,0,-1.57121e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-2.3527,0,4.40287e-08,69.0|274,411
