rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-1.57106e-08,1.69672e-08,-6.12926,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-4.76039e-08,6.7966e-08,-5.94771,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,9.30844e-08,5.5026e-08,7.00329,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-7.04847e-08,7.99247e-09,2.3138,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,8.67709e-08,4.92359e-08,-4.39248,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-5.4082e-08,-1.91733e-08,4.32561,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,5.19005e-08,1.21793e-09,-3.42981,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,8.7162e-08,-1.8453e-08,-3.55296,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-1.36573e-08,2.01579e-08,-23.4623,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-1.07104e-07,4.12066e-08,0.375723,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-1.05785e-07,6.99579e-08,-2.34196,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,1.49909e-07,-4.23436e-08,21.2356,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,9.65324e-08,-4.44209e-08,0.971213,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-9.26843e-09,-2.90161e-08,25.0275,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-2.2766e-08,7.27055e-09,16.5494,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,1.81888e-08,2.76736e-08,-3.83433,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-5.07781e-08,-3.80388e-08,-26.8446,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-1.22395e-07,-2.06982e-08,-5.4318,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-8.21217e-09,-2.66956e-08,-9.39258,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.45315e-08,7.26364e-08,4.87028,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,5.01168e-08,-3.66166e-08,9.09927,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-1.32734e-07,2.04897e-08,-9.06472,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-8.03669e-08,-1.80921e-08,-1.09646,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,6.13735e-08,8.98698e-09,-3.47881,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,8.07846e-08,3.66298e-08,3.00414,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-1.21686e-08,1.39669e-08,-0.934997,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,-7.72218e-08,1.73258e-08,13.5396,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,2.17613e-08,2.41531e-11,24.5118,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,2.04643e-08,-1.14046e-08,-3.54526,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,5.65535e-08,-3.63633e-08,-1.40021,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,-1.94997e-08,-2.71564e-08,-3.44357,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,-4.5216e-08,3.02214e-09,5.03805,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,-3.31272e-08,-9.71657e-09,9.35285,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,-9.23548e-08,-2.47618e-08,-2.61345,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,4.61853e-09,-9.89503e-09,-5.1155,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,-9.40546e-08,-6.29501e-09,-6.61917,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,5.82347e-08,3.06836e-08,2.94983,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,7.17654e-08,8.7765e-09,14.9401,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,9.04299e-08,-1.17588e-08,7.47959,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,-6.46628e-08,2.70279e-08,0.597233,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,-1.15186e-07,8.77468e-09,14.4086,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,4.60477e-09,3.94062e-08,20.2784,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0,4.05427e-08,2.24481e-08,-0.636553,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0,-6.16664e-08,2.23554e-09,-9.66107,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,0,-4.24236e-08,-1.65345e-08,8.1743,0,0,False,69.0|71,783
