id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,795.826,-0.422396,30313,2.85635e-10,0.31969,1,795.826,-0.422396,0.0333456,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,795.826,-0.422396,1.81144e+06,2.85635e-10,0.31969,1,795.826,-0.422396,0.0213527,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,795.826,-0.422396,6.19981e+08,2.85635e-10,0.31969,1,795.826,-0.422396,0.111584,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,795.826,-0.422396,5.14554e+10,2.85635e-10,0.31969,1,795.826,-0.422396,0.218795,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,795.826,-0.422396,1.22738e+10,2.85635e-10,0.31969,1,795.826,-0.422396,0.0207471,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,795.826,-0.422396,81.0389,2.85635e-10,0.31969,1,795.826,-0.422396,0.0232765,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,795.826,-0.422396,3.81522e+09,2.85635e-10,0.31969,1,795.826,-0.422396,0.151051,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,795.826,-0.422396,3.63383e+10,2.85635e-10,0.31969,1,795.826,-0.422396,0.157935,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,795.826,-0.422396,1.93213e+08,2.85635e-10,0.31969,1,795.826,-0.422396,0.0102427,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,795.826,-0.422396,1.48946e+06,2.85635e-10,0.31969,1,795.826,-0.422396,0.0231774,2.86452e-10,0.32238,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,790.216,0.954223,4.82834e+09,2.85635e-10,0.31969,1,790.216,0.954223,1,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,790.216,0.954223,2.43149e+14,2.85635e-10,0.31969,1,790.216,0.954223,0.99999,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,790.216,0.954223,6.82704e+10,2.85635e-10,0.31969,1,790.216,0.954223,0.99999,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,790.216,0.954223,4.3048e+09,2.85635e-10,0.31969,1,790.216,0.954223,0.99999,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,790.216,0.954223,1.59763e+10,2.85635e-10,0.31969,1,790.216,0.954223,0.999979,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,790.216,0.954223,3.39518e+11,2.85635e-10,0.31969,1,790.216,0.954223,0.999997,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,790.216,0.954223,2.2719e+10,2.85635e-10,0.31969,1,790.216,0.954223,1,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,790.216,0.954223,1.01854e+15,2.85635e-10,0.31969,1,790.216,0.954223,1,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,790.216,0.954223,1.43876e+14,2.85635e-10,0.31969,1,790.216,0.954223,0.999985,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,790.216,0.954223,2.08377e+11,2.85635e-10,0.31969,1,790.216,0.954223,1,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,790.216,0.954223,1.384e+12,2.85635e-10,0.31969,1,790.216,0.954223,0.999997,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,790.216,0.954223,8.16752e+11,2.85635e-10,0.31969,1,790.216,0.954223,0.99999,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,790.216,0.954223,1.02835e+11,2.85635e-10,0.31969,1,790.216,0.954223,0.999991,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1,790.216,0.954223,7.7904e+10,2.85635e-10,0.31969,1,790.216,0.954223,1.00001,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1,790.216,0.954223,1.76988e+11,2.85635e-10,0.31969,1,790.216,0.954223,1,2.86452e-10,0.32238,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1,790.216,0.954223,2.37756e+11,2.85635e-10,0.31969,1,790.216,0.954223,0.991925,2.86452e-10,0.32238,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,1,793.729,-0.725028,1.47766e+13,2.83492e-10,0.319705,1,793.729,-0.725028,4.10799,2.84303e-10,0.322395,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,1,793.729,-0.725028,1.87973e+10,2.83492e-10,0.319705,1,793.729,-0.725028,3.51422,2.84303e-10,0.322395,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,1,793.729,-0.725028,3.52675e+10,2.83492e-10,0.319705,1,793.729,-0.725028,1.09824,2.84303e-10,0.322395,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1,793.729,-0.725028,3.5665e+09,2.83492e-10,0.319705,1,793.729,-0.725028,1.01432,2.84303e-10,0.322395,True,6.0|71,783
