f_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_22_0_276,nan,3.97418,0.565328,0.962178,nan,1.41471,1.25998,1.2608,nan,0.546306,nan,0.922703,0.707658,0.737416,0.0891803,nan,0.131934,0.625038,nan,0.378053,1.25857e-09,-1.54758e-09,nan,nan,1.19669e-09,-1.30686e-09,-1.27631e-09,-1.28512e-09,-1.91525e-09,-1.06403e-09,-5.7623e-10,-1.25404e-09,-1.26268e-09,nan,-3.44846e-09,-1.10788e-08,6.36282e-09,-8.5289e-09,3.27945e-09,-1.56965e-09,nan,nan,nan,nan,nan,5.23299e-11,4.6501e-11,-8.10403e-10,nan,nan,nan,2.08765e-11,nan,nan,nan,nan,nan,4.17289e-09,-6.8761e-09,3.54812e-09,nan,nan,7.8457e-10,nan,nan,0.573277,nan,nan,-0.0243252,1.97994e-05
beta_f_mab_virus_22_0_292,nan,0.565328,1.79433,0.531737,nan,0.786193,0.700204,0.700662,nan,0.303549,nan,0.512771,0.393261,0.409779,0.0495601,nan,0.0733195,0.347352,nan,0.210101,6.61597e-09,-6.61941e-09,nan,nan,-5.25561e-09,-6.64086e-09,-6.62337e-09,-6.6303e-09,-6.98385e-09,-6.61311e-09,-6.23401e-09,-6.61262e-09,-6.61893e-09,nan,-7.83296e-09,-1.20734e-08,-2.38054e-09,-1.06563e-08,-4.09406e-09,-6.74672e-09,nan,nan,nan,nan,nan,2.48098e-11,2.39377e-11,-4.00412e-09,nan,nan,nan,1.42314e-11,nan,nan,nan,nan,nan,2.319e-09,-7.37438e-09,1.59516e-09,nan,nan,3.98913e-09,nan,nan,0.318587,nan,nan,-0.0376437,1.98525e-05
beta_f_mab_virus_22_0_322,nan,0.962178,0.531737,3.87556,nan,1.33809,1.19174,1.19253,nan,0.516971,nan,0.872733,0.669348,0.697742,0.0843498,nan,0.124787,0.591183,nan,0.357518,-9.25882e-09,9.25502e-09,nan,nan,1.15783e-08,9.20427e-09,9.23454e-09,9.23191e-09,8.65317e-09,9.98585e-09,9.89164e-09,9.25834e-09,9.25827e-09,nan,7.18754e-09,-2.94756e-11,1.64674e-08,2.3823e-09,1.3551e-08,8.65667e-09,nan,nan,nan,nan,nan,6.52052e-11,4.76766e-11,3.82038e-09,nan,nan,nan,4.83103e-12,nan,nan,nan,nan,nan,3.94687e-09,-1.92415e-09,6.07069e-09,nan,nan,-3.83743e-09,nan,nan,0.542225,nan,nan,0.0369168,-2.56619e-05
beta_f_mab_virus_28_0_103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_28_0_276,nan,1.41471,0.786193,1.33809,nan,3.44564,1.75224,1.75338,nan,0.759791,nan,1.28319,0.984132,1.02551,0.124022,nan,0.183478,0.869232,nan,0.525736,1.75154e-09,-1.7592e-09,nan,nan,1.65704e-09,-1.97729e-09,-1.77656e-09,-1.78874e-09,-2.66161e-09,-1.37191e-09,-8.04767e-10,-1.7463e-09,-1.75662e-09,nan,-4.79699e-09,-1.54084e-08,8.84743e-09,-1.18623e-08,4.55943e-09,-2.26627e-09,nan,nan,nan,nan,nan,8.33436e-10,6.40387e-11,-1.12147e-09,nan,nan,nan,2.57353e-11,nan,nan,nan,nan,nan,5.80319e-09,-9.55936e-09,5.65228e-09,nan,nan,1.08796e-09,nan,nan,0.797249,nan,nan,-0.0362339,1.89021e-05
beta_f_mab_virus_28_0_292,nan,1.25998,0.700204,1.19174,nan,1.75224,3.03851,1.56161,nan,0.676685,nan,1.14284,0.876495,0.913351,0.110457,nan,0.163411,0.774162,nan,0.468237,1.55755e-09,-1.56449e-09,nan,nan,1.47971e-09,-1.6186e-09,-2.09913e-09,-1.59066e-09,-2.36843e-09,-1.23115e-09,-7.14158e-10,-1.55275e-09,-1.56214e-09,nan,-4.26991e-09,-1.37207e-08,7.88218e-09,-1.05624e-08,4.06317e-09,-2.00395e-09,nan,nan,nan,nan,nan,6.64022e-11,5.21888e-10,-9.98335e-10,nan,nan,nan,2.33223e-11,nan,nan,nan,nan,nan,5.16847e-09,-8.51294e-09,4.92962e-09,nan,nan,9.68078e-10,nan,nan,0.710051,nan,nan,-0.0297216,1.77163e-05
beta_f_mab_virus_28_0_322,nan,1.2608,0.700662,1.19253,nan,1.75338,1.56161,3.0423,nan,0.677179,nan,1.14359,0.87707,0.91395,0.110529,nan,0.163518,0.774668,nan,0.468526,1.56017e-09,-1.56647e-09,nan,nan,1.47306e-09,-1.62276e-09,-1.58295e-09,-1.29981e-09,-2.36845e-09,-1.12532e-09,-7.18359e-10,-1.55644e-09,-1.56414e-09,nan,-4.27432e-09,-1.37313e-08,7.88572e-09,-1.0571e-08,4.06421e-09,-2.08886e-09,nan,nan,nan,nan,nan,6.81369e-11,5.66984e-11,-1.23117e-09,nan,nan,nan,2.00582e-11,nan,nan,nan,nan,nan,5.17185e-09,-8.51559e-09,5.64954e-09,nan,nan,9.65791e-10,nan,nan,0.710516,nan,nan,-0.032486,9.1689e-06
beta_f_mab_virus_32_0_292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_55_0_292,nan,0.546306,0.303549,0.516971,nan,0.759791,0.676685,0.677179,nan,1.81476,nan,0.495557,0.380119,0.396063,0.0478932,nan,0.0708534,0.335669,nan,0.202675,5.42505e-10,-5.32944e-10,nan,nan,6.92244e-10,-6.08645e-10,-5.73914e-10,-5.64426e-10,-8.18377e-10,5.83851e-08,-2.32992e-10,-5.64898e-10,-5.28748e-10,nan,-1.71856e-09,-5.81633e-09,3.55047e-09,-4.44695e-09,1.89458e-09,-2.48933e-09,nan,nan,nan,nan,nan,8.68806e-11,2.52165e-11,-2.22152e-10,nan,nan,nan,-6.61013e-11,nan,nan,nan,nan,nan,2.241e-09,-3.52807e-09,1.75175e-08,nan,nan,2.56684e-10,nan,nan,0.307871,nan,nan,0.0929523,-0.00020403
beta_f_mab_virus_65_0_103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
