rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0,0,-0.051889,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,0,0,1.65628,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0,0,-2.23502,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0,0,2.01424,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0,0,1.06973,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0,0,-0.085438,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0,0,-3.00758,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0,0,1.24032,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0,0,-0.862183,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0,0,-1.01474,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,0,0,-0.820179,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,0,0,-1.90775,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0,0,-1.85154,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,0,0,-1.95769,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,0,0,-2.22556,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0,0,-1.0015,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0,0,-1.08187,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0,0,-0.856303,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0,0,0.683234,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0,0,-2.20176,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0,0,2.52482,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,0,0,2.22359,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0,0,1.51157,0,0,False,69.0|162,84
