id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.576561,0,-4.83091e-09,-0.635194,0,-1.53877e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.21063,0,4.11348e-09,-1.20121,0,-1.55209e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-0.526245,0,-2.44755e-09,-0.519054,0,-1.4988e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-0.453495,0,-2.17172e-09,-0.463012,0,-1.87628e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.847297,0,2.58968e-09,-0.895401,0,-1.73417e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.926891,0,1.283e-09,-0.964049,0,-7.81597e-14,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.592596,0,-1.30483e-09,-0.618137,0,-1.52323e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.464262,0,2.98488e-09,-0.458461,0,4.54081e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.00826,0,-1.30251e-08,-1.01161,0,-9.61453e-14,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.84093,0,8.13526e-09,-0.871148,0,1.79856e-14,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.238261,0,7.62355e-09,-3.89939e-07,0,1.77636e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0435008,0,-8.53452e-10,-3.28793e-07,0,0,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.633028,0,4.42528e-09,2.93061e-07,0,-4.44089e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.108619,0,3.89538e-09,2.60946e-07,0,-9.76996e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.332424,0,7.8255e-10,3.697e-07,0,-1.77636e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.192653,0,-6.73961e-09,-5.03997e-07,0,8.88178e-16,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0570068,0,-3.90216e-10,3.56154e-07,0,-1.77636e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0456354,0,-8.22988e-10,-3.41798e-07,0,6.21725e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.00518805,0,-1.70185e-09,3.24503e-07,0,-4.44089e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.281686,0,5.09387e-09,1.63992e-07,0,2.22045e-14,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0155909,0,-3.77632e-09,4.08621e-07,0,2.66454e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-0.00908904,0,-4.7759e-10,-1.69381e-07,0,-7.99361e-15,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.044041,0,7.60652e-09,-2.3642e-07,0,2.66454e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.305261,0,3.47331e-09,-1.0847e-07,0,-1.33227e-14,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.246438,0,1.10288e-09,1.75955e-08,0,-1.33227e-14,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.195188,0,-4.82943e-09,-2.37279e-07,0,7.99361e-15,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-1.65237,0,-1.15892e-08,-1.6959,0,3.10862e-14,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,-1.53796,0,-4.80624e-09,-1.59089,0,1.03917e-13,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-1.67141,0,4.03127e-09,-1.64165,0,9.05942e-14,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-1.71365,0,2.2711e-09,-1.74833,0,-1.03917e-13,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-2.87457,0,1.72788e-09,-2.85139,0,-1.46105e-13,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-2.68931,0,4.78433e-10,-2.67765,0,5.81757e-14,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-2.72762,0,-2.08344e-10,-2.7002,0,-1.95843e-13,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-2.49733,0,-8.1986e-09,-2.52495,0,2.49134e-13,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-1.94758,0,-3.97726e-09,-1.93564,0,-1.70974e-13,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-1.82134,0,-2.86113e-09,-1.81887,0,-2.43583e-13,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.184409,0,1.81437e-09,3.45602e-07,0,2.66454e-15,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.184488,0,1.18435e-09,4.81229e-08,0,7.10543e-15,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.0234012,0,-6.7067e-10,2.7161e-07,0,4.44089e-15,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,-0.0110278,0,-2.06227e-09,1.67517e-07,0,0,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-0.237062,0,5.38671e-09,3.32315e-07,0,6.21725e-15,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-0.130446,0,1.20219e-09,2.17126e-07,0,7.99361e-15,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,-0.0100074,0,4.81626e-09,3.11219e-07,0,-2.66454e-15,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,-0.0082861,0,-2.41343e-09,1.04601e-07,0,-7.99361e-15,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.212698,0,5.97775e-09,-3.76307e-07,0,-7.99361e-15,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,-0.434518,0,7.34913e-09,-5.85604e-08,0,-9.76996e-15,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-0.0581553,0,5.10179e-09,2.94127e-07,0,-2.66454e-15,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.110753,0,-7.58181e-09,-1.25817e-07,0,-4.44089e-15,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.207186,0,-6.65392e-09,-2.68221e-07,0,-8.88178e-16,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.125012,0,-6.79179e-09,-2.3832e-07,0,-2.66454e-15,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,-0.260425,0,-2.42124e-09,2.64523e-07,0,-1.77636e-15,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,-0.0707504,0,5.04305e-09,7.77716e-07,0,-6.21725e-15,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,-1.99482,0,4.9874e-09,-1.97773,0,-2.56684e-13,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,-2.02586,0,5.05153e-09,-2.00072,0,-5.18696e-13,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,-2.00479,0,-1.5933e-09,-1.97903,0,2.0961e-13,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,-2.06012,0,-4.77676e-09,-2.02279,0,4.52971e-14,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,-3.23987,0,-4.871e-09,-3.31742,0,-1.28342e-13,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,-3.11287,0,-5.86836e-09,-3.13552,0,3.0731e-13,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,-2.7414,0,4.79936e-09,-2.72414,0,2.11386e-13,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,-2.64365,0,5.31754e-09,-2.64407,0,9.50351e-14,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,-2.0862,0,2.10346e-09,-2.08694,0,1.62426e-13,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,-2.20738,0,-4.22506e-09,-2.19567,0,1.87406e-13,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0.156725,0,-9.49302e-10,3.52933e-07,0,-4.44089e-15,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0887591,0,-2.98916e-09,-2.73091e-07,0,-2.66454e-15,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,-0.08297,0,-3.76903e-09,4.99622e-08,0,9.76996e-15,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.135956,0,-4.95088e-09,-1.71858e-07,0,6.21725e-15,69.0|276,1056
