rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0,0.154744,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,0,-2.49467,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0,3.70947,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0,2.413,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0,1.78129,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0,0.515537,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0,-1.79176,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0,-1.68317,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0,-1.12168,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0,-1.03027,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,0,-0.995697,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,0,-2.50324,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0,-2.39757,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,0,-3.62014,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,0,-3.49022,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0,-1.30677,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0,-1.25434,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0,-1.1767,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0,-1.76237,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0,4.01302,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0,1.006,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,0,-2.76493,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0,0.209135,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,0,-0.673594,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,0,3.95046,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,0,-1.51153,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,0,1.56302,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,0,-0.630421,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,0,2.64303,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,0,1.21221,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,0,-1.07588,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,0,-3.74839,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,0,0.73866,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0,-0.646389,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,0,-0.119938,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,0,0.142527,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,0,0.384867,0,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,0,-2.19561,0,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,0,-2.23526,0,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,0,-2.28053,0,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,0,-2.10733,0,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,0,-0.256658,0,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,0,-0.192607,0,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,0,-0.0329877,0,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,0,-0.558318,0,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,0,-0.251583,0,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,0,3.76308,0,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,0,-1.07601,0,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,0,-2.4712,0,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,0,0.0819131,0,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,0,0.361899,0,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,0,-0.393088,0,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,0,0.549872,0,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,0,0.0211057,0,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,0,0,-0.435476,0,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,0,0,-1.41606,0,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,0,0,0.216572,0,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,0,0,-1.25493,0,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,0,0,-1.14299,0,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0,0,-3.34572,0,0,0,False,69.0|322,488
1,8|488|sample|10|322,0,0,-3.24903,0,0,0,True,32.0|322,488
1,8|488|sample|11|322,0,0,-0.304845,0,0,0,True,22.0|322,488
1,8|488|sample|12|322,0,0,-0.191845,0,0,0,True,22.0|322,488
1,8|488|sample|3|322,0,0,-3.53263,0,0,0,True,55.0|322,488
1,8|488|sample|4|322,0,0,-3.07302,0,0,0,True,55.0|322,488
1,8|488|sample|5|322,0,0,-3.5682,0,0,0,True,55.0|322,488
1,8|488|sample|6|322,0,0,-3.66743,0,0,0,True,55.0|322,488
1,8|488|sample|7|322,0,0,-2.34942,0,0,0,True,32.0|322,488
1,8|488|sample|8|322,0,0,-2.22936,0,0,0,True,32.0|322,488
1,8|488|sample|9|322,0,0,-3.21142,0,0,0,True,32.0|322,488
1,8|488|vc|1|2|322,0,0,-2.0481,0,0,0,False,69.0|322,488
1,8|488|vc|2|2|322,0,0,3.15019,0,0,0,False,69.0|322,488
1,8|488|vc|3|2|322,0,0,-2.61325,0,0,0,False,69.0|322,488
1,8|488|vc|4|2|322,0,0,0.0383394,0,0,0,False,69.0|322,488
1,8|488|vc|5|2|322,0,0,0.446072,0,0,0,False,69.0|322,488
1,8|488|vc|6|2|322,0,0,1.56258,0,0,0,False,69.0|322,488
1,8|488|vc|7|2|322,0,0,-0.937105,0,0,0,False,69.0|322,488
1,8|488|vc|8|2|322,0,0,2.31311,0,0,0,False,69.0|322,488
1,8|847|cc|1|1|69,0,0,0.403125,0,0,0,False,69.0|69,847
1,8|847|cc|2|1|69,0,0,-0.646667,0,0,0,False,69.0|69,847
1,8|847|cc|3|1|69,0,0,-0.299448,0,0,0,False,69.0|69,847
1,8|847|cc|4|1|69,0,0,-0.345535,0,0,0,False,69.0|69,847
1,8|847|cc|5|1|69,0,0,-0.155243,0,0,0,False,69.0|69,847
1,8|847|cc|6|1|69,0,0,1.56677,0,0,0,False,69.0|69,847
1,8|847|cc|7|1|69,0,0,-1.6675,0,0,0,False,69.0|69,847
1,8|847|cc|8|1|69,0,0,0.920353,0,0,0,False,69.0|69,847
1,8|847|sample|10|69,0,0,0.814326,0,0,0,True,32.0|69,847
1,8|847|sample|11|69,0,0,-0.264033,0,0,0,True,22.0|69,847
1,8|847|sample|12|69,0,0,-0.320436,0,0,0,True,22.0|69,847
1,8|847|sample|3|69,0,0,-2.05731,0,0,0,True,55.0|69,847
1,8|847|sample|4|69,0,0,-1.97069,0,0,0,True,55.0|69,847
1,8|847|sample|5|69,0,0,-3.9483,0,0,0,True,55.0|69,847
1,8|847|sample|6|69,0,0,-4.01007,0,0,0,True,55.0|69,847
1,8|847|sample|7|69,0,0,0.629186,0,0,0,True,32.0|69,847
1,8|847|sample|8|69,0,0,0.342887,0,0,0,True,32.0|69,847
1,8|847|sample|9|69,0,0,0.550004,0,0,0,True,32.0|69,847
1,8|847|vc|1|2|69,0,0,0.00371802,0,0,0,False,69.0|69,847
1,8|847|vc|2|2|69,0,0,-0.11475,0,0,0,False,69.0|69,847
1,8|847|vc|3|2|69,0,0,2.12493,0,0,0,False,69.0|69,847
1,8|847|vc|4|2|69,0,0,-3.44046,0,0,0,False,69.0|69,847
1,8|847|vc|5|2|69,0,0,-2.70551,0,0,0,False,69.0|69,847
1,8|847|vc|6|2|69,0,0,0.202825,0,0,0,False,69.0|69,847
1,8|847|vc|7|2|69,0,0,1.14231,0,0,0,False,69.0|69,847
1,8|847|vc|8|2|69,0,0,-0.340191,0,0,0,False,69.0|69,847
1,8|474|cc|1|1|276,0,0,-3.23523,0,0,0,False,69.0|276,474
1,8|474|cc|2|1|276,0,0,0.451915,0,0,0,False,69.0|276,474
1,8|474|cc|3|1|276,0,0,3.36318,0,0,0,False,69.0|276,474
1,8|474|cc|4|1|276,0,0,-1.73043,0,0,0,False,69.0|276,474
1,8|474|cc|5|1|276,0,0,-1.10097,0,0,0,False,69.0|276,474
1,8|474|cc|6|1|276,0,0,-3.83479,0,0,0,False,69.0|276,474
1,8|474|cc|7|1|276,0,0,0.813409,0,0,0,False,69.0|276,474
1,8|474|cc|8|1|276,0,0,0.478488,0,0,0,False,69.0|276,474
1,8|474|sample|10|276,0,0,1.95327,0,0,0,True,32.0|276,474
1,8|474|sample|11|276,0,0,0.346475,0,0,0,True,22.0|276,474
1,8|474|sample|12|276,0,0,0.538124,0,0,0,True,22.0|276,474
1,8|474|sample|3|276,0,0,-1.47021,0,0,0,True,55.0|276,474
1,8|474|sample|4|276,0,0,-1.53958,0,0,0,True,55.0|276,474
1,8|474|sample|5|276,0,0,-1.51836,0,0,0,True,55.0|276,474
