rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,0,-1.12639,0,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,0,-0.878289,0,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,0,-1.30403,0,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,0,-1.05332,0,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,0,-1.09922,0,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,0,-1.12644,0,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,0,-1.16179,0,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,0,-1.1841,0,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,0,-1.08581,0,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,0,-0.999579,0,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,0,-3.53363,0,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,0,-2.47006,0,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,0,-0.559716,0,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,0,0.380427,0,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,0,-1.31118,0,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,0,-1.0498,0,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,0,-0.347937,0,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,0,0.738985,0,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,0,1.83022,0,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,0,1.64826,0,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,0,-1.61564,0,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,0,0.42843,0,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,0,1.08341,0,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0,0,0.590707,0,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0,0,-1.16761,0,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0,0,0.974639,0,0,0,False,69.0|274,411
1,14|783|sample|3|71,0,0,-1.61899,0,0,0,True,6.0|71,783
1,14|783|sample|4|71,0,0,-1.57827,0,0,0,True,6.0|71,783
1,14|783|sample|5|71,0,0,-1.48904,0,0,0,True,6.0|71,783
1,14|783|sample|6|71,0,0,-1.56214,0,0,0,True,6.0|71,783
1,14|783|sample|7|71,0,0,0.172572,0,0,0,True,6.0|71,783
1,14|783|sample|8|71,0,0,-0.225601,0,0,0,True,6.0|71,783
1,14|783|sample|10|71,0,0,-1.60158,0,0,0,True,6.0|71,783
1,14|783|sample|9|71,0,0,-1.7225,0,0,0,True,6.0|71,783
1,14|783|sample|12|71,0,0,1.47896,0,0,0,True,6.0|71,783
1,14|783|sample|11|71,0,0,0.821055,0,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,0,0,1.01871,0,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,0,0,0.778017,0,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,0,0,2.49927,0,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,0,0,-1.36864,0,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,0,0,-1.81453,0,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,0,0,1.33166,0,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,0,0,0.0795194,0,0,0,False,69.0|71,783
1,14|783|cc|8|1|71,0,0,3.08911,0,0,0,False,69.0|71,783
1,14|783|vc|1|2|71,0,0,2.66914,0,0,0,False,69.0|71,783
1,14|783|vc|2|2|71,0,0,1.24886,0,0,0,False,69.0|71,783
1,14|783|vc|3|2|71,0,0,0.788659,0,0,0,False,69.0|71,783
1,14|783|vc|4|2|71,0,0,-1.25098,0,0,0,False,69.0|71,783
1,14|783|vc|5|2|71,0,0,1.37398,0,0,0,False,69.0|71,783
1,14|783|vc|6|2|71,0,0,1.69268,0,0,0,False,69.0|71,783
1,14|783|vc|7|2|71,0,0,0.698787,0,0,0,False,69.0|71,783
1,14|783|vc|8|2|71,0,0,-0.11704,0,0,0,False,69.0|71,783
1,14|491|sample|10|99,0,0,0.471482,0,0,0,True,6.0|99,491
1,14|491|sample|9|99,0,0,1.32769,0,0,0,True,6.0|99,491
1,14|491|sample|12|99,0,0,0.630614,0,0,0,True,6.0|99,491
1,14|491|sample|11|99,0,0,0.396857,0,0,0,True,6.0|99,491
1,14|491|sample|4|99,0,0,0.309315,0,0,0,True,44.0|99,491
1,14|491|sample|3|99,0,0,-0.0560016,0,0,0,True,44.0|99,491
1,14|491|sample|6|99,0,0,-0.800664,0,0,0,True,44.0|99,491
1,14|491|sample|5|99,0,0,-0.321454,0,0,0,True,44.0|99,491
1,14|491|sample|7|99,0,0,1.45407,0,0,0,True,63.0|99,491
1,14|491|sample|8|99,0,0,0.992432,0,0,0,True,63.0|99,491
1,14|491|cc|1|1|99,0,0,-0.291356,0,0,0,False,69.0|99,491
1,14|491|cc|2|1|99,0,0,-0.928945,0,0,0,False,69.0|99,491
1,14|491|cc|3|1|99,0,0,0.21839,0,0,0,False,69.0|99,491
1,14|491|cc|4|1|99,0,0,0.0393812,0,0,0,False,69.0|99,491
1,14|491|cc|5|1|99,0,0,2.35517,0,0,0,False,69.0|99,491
1,14|491|cc|6|1|99,0,0,-0.897481,0,0,0,False,69.0|99,491
1,14|491|cc|7|1|99,0,0,2.54366,0,0,0,False,69.0|99,491
1,14|491|cc|8|1|99,0,0,-0.730157,0,0,0,False,69.0|99,491
1,14|491|vc|1|2|99,0,0,-0.412508,0,0,0,False,69.0|99,491
1,14|491|vc|2|2|99,0,0,0.924158,0,0,0,False,69.0|99,491
1,14|491|vc|3|2|99,0,0,0.978771,0,0,0,False,69.0|99,491
1,14|491|vc|4|2|99,0,0,0.255099,0,0,0,False,69.0|99,491
1,14|491|vc|5|2|99,0,0,0.806291,0,0,0,False,69.0|99,491
1,14|491|vc|6|2|99,0,0,-0.013902,0,0,0,False,69.0|99,491
1,14|491|vc|7|2|99,0,0,0.0738166,0,0,0,False,69.0|99,491
1,14|491|vc|8|2|99,0,0,-2.43414,0,0,0,False,69.0|99,491
1,14|433|sample|4|99,0,0,1.02381,0,0,0,True,6.0|99,433
1,14|433|sample|3|99,0,0,0.800903,0,0,0,True,6.0|99,433
1,14|433|sample|6|99,0,0,-1.11635,0,0,0,True,6.0|99,433
1,14|433|sample|5|99,0,0,-1.13479,0,0,0,True,6.0|99,433
1,14|433|sample|8|99,0,0,1.32027,0,0,0,True,6.0|99,433
1,14|433|sample|7|99,0,0,2.57194,0,0,0,True,6.0|99,433
1,14|433|sample|10|99,0,0,-0.141434,0,0,0,True,6.0|99,433
1,14|433|sample|9|99,0,0,0.393023,0,0,0,True,6.0|99,433
1,14|433|sample|11|99,0,0,-1.04794,0,0,0,True,6.0|99,433
1,14|433|sample|12|99,0,0,-0.947792,0,0,0,True,6.0|99,433
1,14|433|cc|1|1|99,0,0,-1.59817,0,0,0,False,69.0|99,433
1,14|433|cc|2|1|99,0,0,-0.86617,0,0,0,False,69.0|99,433
1,14|433|cc|3|1|99,0,0,-0.918154,0,0,0,False,69.0|99,433
1,14|433|cc|4|1|99,0,0,-2.10529,0,0,0,False,69.0|99,433
1,14|433|cc|5|1|99,0,0,0.612213,0,0,0,False,69.0|99,433
1,14|433|cc|6|1|99,0,0,0.585043,0,0,0,False,69.0|99,433
1,14|433|cc|7|1|99,0,0,-2.41876,0,0,0,False,69.0|99,433
1,14|433|cc|8|1|99,0,0,-0.1683,0,0,0,False,69.0|99,433
1,14|433|vc|1|2|99,0,0,-0.991666,0,0,0,False,69.0|99,433
1,14|433|vc|2|2|99,0,0,-1.0716,0,0,0,False,69.0|99,433
1,14|433|vc|3|2|99,0,0,0.123953,0,0,0,False,69.0|99,433
1,14|433|vc|4|2|99,0,0,-1.62274,0,0,0,False,69.0|99,433
1,14|433|vc|5|2|99,0,0,1.83665,0,0,0,False,69.0|99,433
1,14|433|vc|6|2|99,0,0,1.77374,0,0,0,False,69.0|99,433
1,14|433|vc|7|2|99,0,0,-1.47093,0,0,0,False,69.0|99,433
1,14|433|vc|8|2|99,0,0,2.28215,0,0,0,False,69.0|99,433
1,14|297|sample|3|71,0,0,-0.980257,0,0,0,True,6.0|71,297
1,14|297|sample|4|71,0,0,-1.09907,0,0,0,True,6.0|71,297
1,14|297|sample|5|71,0,0,1.41281,0,0,0,True,6.0|71,297
1,14|297|sample|6|71,0,0,1.09411,0,0,0,True,6.0|71,297
1,14|297|sample|8|71,0,0,-0.0150564,0,0,0,True,6.0|71,297
1,14|297|sample|7|71,0,0,0.454035,0,0,0,True,6.0|71,297
1,14|297|sample|9|71,0,0,2.3461,0,0,0,True,6.0|71,297
1,14|297|sample|10|71,0,0,3.18752,0,0,0,True,6.0|71,297
1,14|297|sample|12|71,0,0,-1.37306,0,0,0,True,6.0|71,297
1,14|297|sample|11|71,0,0,-1.44545,0,0,0,True,6.0|71,297
1,14|297|cc|1|1|71,0,0,0.517838,0,0,0,False,69.0|71,297
1,14|297|cc|2|1|71,0,0,-1.39522,0,0,0,False,69.0|71,297
1,14|297|cc|3|1|71,0,0,0.900439,0,0,0,False,69.0|71,297
1,14|297|cc|4|1|71,0,0,1.38013,0,0,0,False,69.0|71,297
1,14|297|cc|5|1|71,0,0,0.594683,0,0,0,False,69.0|71,297
1,14|297|cc|6|1|71,0,0,2.35466,0,0,0,False,69.0|71,297
1,14|297|cc|7|1|71,0,0,-1.36472,0,0,0,False,69.0|71,297
1,14|297|cc|8|1|71,0,0,-0.51449,0,0,0,False,69.0|71,297
1,14|297|vc|1|2|71,0,0,-0.508795,0,0,0,False,69.0|71,297
1,14|297|vc|2|2|71,0,0,0.0545899,0,0,0,False,69.0|71,297
1,14|297|vc|3|2|71,0,0,0.39537,0,0,0,False,69.0|71,297
