rep,id,U,L,L_gap,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.443592,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.0406163,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,1.06719,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,5.9742,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.0671531,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.0626746,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.260198,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.779769,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.0312195,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.27456,-0.0438829,1.04348,-2.0205,0.596899,2.28916e-06,1.66695e-09,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.278001,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.132874,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,4.91523,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,2.29071,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.440368,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,65.0568,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,1.13262,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.0381188,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,11.5889,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.00170525,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,2.56479,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,2.84288,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.678891,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.548219,2.28916e-06,1.66695e-09,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.27456,-0.0438829,7.21429,0.971421,0.0522913,2.28916e-06,1.66695e-09,False,69.0|274,411
