rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,1.50806e-08,1.91742e-08,-0.81285,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,3.59428e-08,1.2222e-08,-3.20359,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-8.63551e-08,-6.74689e-08,0.0650269,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-2.18647e-08,-2.96736e-08,1.78745,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-4.50807e-08,3.19019e-09,-2.70078,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-5.21081e-08,-5.52129e-08,-2.7698,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,6.91299e-08,6.19295e-08,-1.34631,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,8.00965e-09,-7.37985e-08,-0.248758,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,6.1184e-08,-9.24244e-08,-3.46671,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,1.67563e-08,3.0878e-08,-0.516007,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-4.33393e-08,-4.43025e-08,-1.28013,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,5.67208e-08,-5.1283e-08,-2.01835,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,3.09952e-08,-3.54155e-08,1.59234,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-1.2251e-08,-4.39633e-08,0.82886,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-6.51153e-08,-1.78864e-08,-0.820145,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,2.62896e-08,-5.6192e-08,4.17526,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-6.91137e-09,-1.73654e-08,0.12453,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.94137e-08,-8.30406e-08,-3.26705,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-8.37707e-08,-4.88418e-08,2.45005,0,0,False,69.0|274,411
