f_pop,19.196,-19.2071,-19.0489,-19.7127,-19.321,-19.2281,nan,-19.4019,-19.3762,-18.6293,-19.1426,-19.3838,-18.7266,-19.0301,nan,nan,nan,nan,nan,-19.1966,-6.2063e-07,nan,nan,-1.16893e-06,3.77177e-07,1.06432e-06,nan,nan,nan,8.74371e-07,7.19559e-07,-6.30615e-07,-3.48326e-07,nan,5.15482e-07,2.36273e-08,3.53854e-07,1.14611e-06,6.08064e-07,-9.37601e-09,nan,-1.5104e-07,nan,nan,nan,nan,nan,3.61001e-07,1.93029e-06,1.34715e-07,nan,-3.17962e-07,nan,nan,-7.01795e-08,nan,nan,-9.4611e-07,nan,-4.64191e-07,1.54471e-06,7.11373e-08,nan,nan,nan,nan,nan,-4.42025e-07,0.464004,0.00677145
beta_f_mab_virus_22_0_276,-19.2071,22.31,19.0595,19.7243,19.3322,19.2392,nan,19.414,19.3883,18.64,19.1535,19.3951,18.7366,19.0403,nan,nan,nan,nan,nan,19.2077,6.23988e-07,nan,nan,1.16709e-06,-3.80033e-07,-1.06805e-06,nan,nan,nan,-8.77942e-07,-7.22143e-07,6.28324e-07,3.48344e-07,nan,-5.18797e-07,-2.6566e-08,-3.5701e-07,-1.15028e-06,-6.11437e-07,6.55626e-09,nan,1.50859e-07,nan,nan,nan,nan,nan,-3.62008e-07,-1.93342e-06,-1.34825e-07,nan,3.18235e-07,nan,nan,7.16724e-08,nan,nan,9.49461e-07,nan,4.64591e-07,-1.54984e-06,-7.26567e-08,nan,nan,nan,nan,nan,4.42401e-07,-0.444457,-0.00679099
beta_f_mab_virus_22_0_292,-19.0489,19.0595,20.4489,19.5612,19.1728,19.0807,nan,19.2523,19.2268,18.4871,18.9962,19.2351,18.5842,18.8852,nan,nan,nan,nan,nan,19.0494,6.12765e-07,nan,nan,1.1615e-06,-3.71663e-07,-1.05266e-06,nan,nan,nan,-8.64337e-07,-7.11631e-07,6.27781e-07,3.45603e-07,nan,-5.08365e-07,-2.0576e-08,-3.48186e-07,-1.1335e-06,-6.00224e-07,1.18531e-08,nan,1.49445e-07,nan,nan,nan,nan,nan,-3.57281e-07,-1.91244e-06,-1.33564e-07,nan,3.15242e-07,nan,nan,6.83394e-08,nan,nan,9.3593e-07,nan,4.60221e-07,-1.52806e-06,-6.92044e-08,nan,nan,nan,nan,nan,4.38246e-07,-0.45781,-0.00671041
beta_f_mab_virus_22_0_322,-19.7127,19.7243,19.5612,23.3373,19.8413,19.7457,nan,19.9248,19.8984,19.1294,19.6577,19.906,19.2293,19.5418,nan,nan,nan,nan,nan,19.7133,6.39516e-07,nan,nan,1.20334e-06,-3.88841e-07,-1.09625e-06,nan,nan,nan,-9.00714e-07,-7.4116e-07,6.48512e-07,3.58535e-07,nan,-5.31703e-07,-2.57777e-08,-3.65132e-07,-1.18022e-06,-6.26815e-07,9.01112e-09,nan,1.55554e-07,nan,nan,nan,nan,nan,-3.71772e-07,-1.98737e-06,-1.38671e-07,nan,3.27311e-07,nan,nan,7.23408e-08,nan,nan,9.73748e-07,nan,4.77841e-07,-1.59103e-06,-7.3563e-08,nan,nan,nan,nan,nan,4.55019e-07,-0.463668,-0.00698209
beta_f_mab_virus_28_0_103,-19.321,19.3322,19.1728,19.8413,20.992,19.3533,nan,19.5283,19.5025,18.7503,19.2672,19.5101,18.8482,19.1539,nan,nan,nan,nan,nan,19.3215,6.25138e-07,nan,nan,1.17714e-06,-3.79702e-07,-1.07198e-06,nan,nan,nan,-8.80683e-07,-7.24745e-07,6.34996e-07,3.508e-07,nan,-5.19346e-07,-2.4089e-08,-3.56523e-07,-1.15429e-06,-6.12539e-07,9.34326e-09,nan,1.52125e-07,nan,nan,nan,nan,nan,-3.6359e-07,-1.94405e-06,-1.35672e-07,nan,3.2022e-07,nan,nan,7.06622e-08,nan,nan,9.52739e-07,nan,4.67488e-07,-1.55583e-06,-7.16835e-08,nan,nan,nan,nan,nan,4.45166e-07,-0.471164,-0.0068166
beta_f_mab_virus_28_0_276,-19.2281,19.2392,19.0807,19.7457,19.3533,20.806,nan,19.4343,19.4086,18.6604,19.1746,19.4162,18.7578,19.0619,nan,nan,nan,nan,nan,19.2286,6.21813e-07,nan,nan,1.17102e-06,-3.77912e-07,-1.06569e-06,nan,nan,nan,-8.76016e-07,-7.2091e-07,6.31716e-07,3.48959e-07,nan,-5.165e-07,-2.37718e-08,-3.54565e-07,-1.14824e-06,-6.09239e-07,9.34277e-09,nan,1.5132e-07,nan,nan,nan,nan,nan,-3.61672e-07,-1.93384e-06,-1.34959e-07,nan,3.18542e-07,nan,nan,7.0318e-08,nan,nan,9.47835e-07,nan,4.6504e-07,-1.5476e-06,-7.12923e-08,nan,nan,nan,nan,nan,4.42832e-07,-0.447861,-0.00678932
beta_f_mab_virus_28_0_292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_28_0_322,-19.4019,19.414,19.2523,19.9248,19.5283,19.4343,nan,21.1586,19.5856,18.8284,19.3475,19.5919,18.9257,19.2327,nan,nan,nan,nan,nan,19.4025,6.32653e-07,nan,nan,1.17846e-06,-3.85796e-07,-1.08168e-06,nan,nan,nan,-8.89445e-07,-7.31396e-07,6.33666e-07,3.52085e-07,nan,-5.26465e-07,-2.88933e-08,-3.62789e-07,-1.16494e-06,-6.20061e-07,4.94504e-09,nan,1.53396e-07,nan,nan,nan,nan,nan,-3.66845e-07,-1.95593e-06,-1.3633e-07,nan,3.21797e-07,nan,nan,7.32438e-08,nan,nan,9.61324e-07,nan,4.69792e-07,-1.56946e-06,-7.43387e-08,nan,nan,nan,nan,nan,4.47348e-07,-0.44763,-0.00687791
beta_f_mab_virus_32_0_292,-19.3762,19.3883,19.2268,19.8984,19.5025,19.4086,nan,19.5856,21.1049,18.8036,19.3219,19.566,18.9006,19.2071,nan,nan,nan,nan,nan,19.3768,6.32105e-07,nan,nan,1.17644e-06,-3.8556e-07,-1.0805e-06,nan,nan,nan,-8.88534e-07,-7.30601e-07,6.32421e-07,3.51551e-07,nan,-5.26051e-07,-2.91694e-08,-3.62614e-07,-1.1637e-06,-6.19521e-07,4.59025e-09,nan,1.5322e-07,nan,nan,nan,nan,nan,-3.66041e-07,-1.95332e-06,-1.36137e-07,nan,3.21341e-07,nan,nan,7.33293e-08,nan,nan,9.60314e-07,nan,4.69126e-07,-1.56771e-06,-7.44138e-08,nan,nan,nan,nan,nan,4.46715e-07,-0.44801,-0.00686683
beta_f_mab_virus_55_0_292,-18.6293,18.64,18.4871,19.1294,18.7503,18.6604,nan,18.8284,18.8036,19.6418,18.5777,18.8111,18.1753,18.469,nan,nan,nan,nan,nan,18.6299,5.99977e-07,nan,nan,1.1319e-06,-3.64445e-07,-1.02936e-06,nan,nan,nan,-8.4351e-07,-6.95933e-07,6.10942e-07,3.37127e-07,nan,-4.97753e-07,-2.13269e-08,-3.41543e-07,-1.10878e-06,-5.87561e-07,9.72662e-09,nan,1.46092e-07,nan,nan,nan,nan,nan,-3.49205e-07,-1.86774e-06,-1.28238e-07,nan,3.07717e-07,nan,nan,6.78216e-08,nan,nan,9.15854e-07,nan,4.49237e-07,-1.494e-06,-6.84899e-08,nan,nan,nan,nan,nan,4.27778e-07,-0.440341,-0.00656878
