id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,88196.1,533.189,1.58919,0.991586,0.164521,7.62953e-08,1.95166e-09,88245,533.226,0.999801,0.990241,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,88196.1,533.189,1.29589,1.22457,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.0007,1.199,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,88196.1,533.189,2.03802,0.833117,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00115,0.87932,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,88196.1,533.189,1.76066,0.849733,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00092,0.883223,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,88196.1,533.189,2.15589,1.05043,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00023,1.09826,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,88196.1,533.189,1.14863,1.09559,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00034,1.11165,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,88196.1,533.189,1.95275,0.881822,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00099,0.953103,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,88196.1,533.189,1.484,0.811377,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00103,0.856408,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,88196.1,533.189,1.24327,1.19137,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00062,1.17592,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,88196.1,533.189,1.69761,1.08378,0.164521,7.62953e-08,1.95166e-09,88245,533.226,1.00036,1.08883,0.164521,7.56549e-08,1.93623e-09,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,88196.1,533.189,3.97794,0.199458,1.30543,7.62953e-08,1.95166e-09,88245,533.226,1,1.56386e-07,1.30543,7.56549e-08,1.93623e-09,False,69.0|274,411
