rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-7.66158e-08,0,2.65982e-08,-4.56672e-09,-1.46052,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-7.56118e-08,0,-4.98719e-08,1.73586e-08,-1.73129,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-4.32337e-08,0,2.74594e-08,2.88721e-08,-1.20833,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-3.80533e-08,0,-2.9695e-08,-6.34534e-10,-0.448154,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-3.37022e-08,0,-1.84319e-08,3.69332e-09,-1.44779,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-5.42786e-09,0,-1.22138e-08,3.23426e-08,-1.42196,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-2.5233e-08,0,4.27668e-09,-2.10882e-08,-1.2683,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-8.54343e-08,0,-1.65505e-08,1.93867e-08,-0.913147,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,3.4488e-09,0,-4.97876e-08,-1.58561e-08,-1.49433,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-1.8219e-08,0,-4.991e-08,1.40278e-09,-1.67042,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.86091e-08,0,-5.88953e-08,-4.51428e-08,-5.61531,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.42318e-07,0,-1.07549e-07,1.38328e-08,0.225775,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,7.16827e-08,0,-2.2453e-08,3.46045e-08,-1.7792,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-2.78378e-08,0,-3.00134e-08,-5.24714e-09,-0.1964,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-2.52039e-08,0,2.25234e-08,3.46437e-09,-5.46152,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,9.32341e-08,0,3.58304e-09,-6.95114e-09,0.278642,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.10434e-07,0,2.28205e-08,1.96766e-08,17.549,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-7.78527e-08,0,-2.4633e-08,-2.29901e-08,4.26402,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-1.22891e-07,0,-9.18131e-08,-4.91424e-09,-7.13307,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-9.76725e-08,0,1.266e-08,3.30154e-08,-18.0092,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,8.30914e-09,0,-3.90823e-08,-7.62953e-09,1.93913,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,5.74801e-09,0,-2.43474e-08,2.78153e-08,31.9565,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-9.36561e-08,0,1.90749e-08,-2.70557e-09,-8.65169,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,7.05768e-09,0,3.153e-08,3.23141e-08,2.16163,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-5.17612e-08,0,-7.383e-09,2.95512e-08,-11.3284,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-1.83645e-08,0,-9.64348e-09,2.91615e-08,3.04337,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,7.19592e-08,0,-5.27372e-08,-3.35434e-08,-35.5541,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,-4.35102e-08,0,5.86708e-08,-2.10582e-10,-32.921,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,-5.12082e-08,0,-1.48352e-08,3.73575e-08,-31.788,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,9.8109e-08,0,3.72345e-08,-1.26031e-08,-35.1271,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,-1.09721e-08,0,7.71758e-09,-3.29954e-08,-38.6137,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,-6.1802e-08,0,-1.47269e-08,-1.17015e-10,-33.0357,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,-5.38421e-08,0,7.45603e-09,1.43618e-08,-3.35412,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,-5.73491e-08,0,-3.28877e-08,4.05816e-08,-2.72251,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,1.65164e-08,0,-3.46996e-08,3.98868e-08,-2.39433,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,5.13101e-08,0,1.00428e-08,-1.81768e-08,-2.77398,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,3.06754e-08,0,1.38378e-08,-3.13672e-08,-12.3136,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,-4.56057e-08,0,-3.79879e-08,1.59161e-08,13.1012,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,-1.20577e-07,0,1.47027e-08,1.75885e-08,0.816347,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,-2.40834e-08,0,1.89514e-08,-6.83603e-10,-10.5581,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,-2.54659e-08,0,-4.05807e-08,-2.42758e-08,11.5152,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,-7.47823e-08,0,9.90326e-09,-3.25881e-08,9.62166,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,-3.59578e-08,0,6.01986e-08,1.44868e-09,15.1026,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,-3.89409e-08,0,2.81951e-08,-2.97876e-08,18.5905,0,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,3.49391e-08,0,8.36836e-09,1.6872e-08,-5.46563,0,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,-3.11265e-08,0,-1.41758e-08,-2.61913e-08,10.6719,0,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,-2.70957e-08,0,1.23291e-08,5.36342e-09,-3.43127,0,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,-5.12227e-09,0,2.92497e-08,1.36906e-08,0.816049,0,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,-2.74886e-08,0,3.43564e-08,4.71229e-08,-13.6261,0,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,1.01412e-07,0,2.05788e-08,-7.28579e-09,-2.71424,0,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,-3.21161e-08,0,1.82749e-08,1.45634e-08,30.3404,0,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,-5.6607e-08,0,-1.14222e-09,1.53908e-08,20.0966,0,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,-4.65225e-08,0,-6.11689e-08,1.43462e-08,-1.96171,0,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,-3.30765e-08,0,5.74374e-09,6.34308e-09,-1.89572,0,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,1.07393e-08,0,3.35155e-08,6.0414e-09,-2.37177,0,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,-4.05271e-08,0,2.33291e-08,3.97075e-09,-1.87729,0,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-5.08007e-08,0,1.05776e-08,-3.34473e-08,-2.20127,0,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,1.38098e-08,0,1.84395e-08,-2.82442e-08,-2.79753,0,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,2.96568e-08,0,-6.05003e-08,8.39518e-09,-3.17466,0,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,-2.01399e-08,0,1.42667e-08,-3.19029e-08,-2.76319,0,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,8.19418e-08,0,6.43144e-11,2.53655e-08,-2.58308,0,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,-6.49889e-08,0,-3.75361e-08,-1.29486e-08,-2.13473,0,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,5.44533e-08,0,9.78483e-08,2.9487e-08,15.9297,0,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,2.96714e-08,0,-1.08722e-08,2.05285e-08,-0.168928,0,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,1.35333e-09,0,1.47151e-08,-2.47066e-08,10.661,0,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,3.06463e-08,0,-2.13733e-09,-3.98434e-08,-13.2858,0,False,69.0|322,152
