id,importanceSampling
411|4,135.881384
411|3,110.037660
411|5,128.375639
411|6,162.589149
411|8,137.006058
411|7,137.543972
411|9,157.212546
411|10,162.669344
411|12,136.849348
411|11,135.026709
411|1,83.001590
411|2,147.055973
152|8,152.823987
152|7,155.196945
152|6,157.090471
152|5,155.417242
152|12,142.267199
152|11,142.775846
152|10,148.398829
152|9,150.968117
152|3,146.808804
152|4,148.845364
152|1,77.891464
152|2,150.364913
1056|8,142.194234
1056|7,143.510619
1056|6,148.877590
1056|5,149.267225
1056|12,148.337463
1056|11,143.346110
1056|10,147.281618
1056|9,150.898770
1056|4,144.785049
1056|3,142.719462
1056|1,77.049287
1056|2,163.611755
462|6,203.392888
462|5,201.157127
462|4,202.852300
462|3,201.417089
462|9,139.506541
462|10,141.593455
462|7,151.929437
462|8,151.459532
462|11,161.583929
462|12,170.553472
462|1,90.836787
462|2,161.608723
1159|8,151.591240
1159|7,152.473695
1159|5,159.538601
1159|6,159.223478
1159|11,150.903539
1159|12,158.908385
1159|9,150.852908
1159|10,152.896826
1159|4,120.439551
1159|3,150.041549
1159|1,81.583746
1159|2,126.062494
1197|7,133.140476
1197|8,132.722051
1197|6,139.563281
1197|5,139.095078
1197|12,133.256651
1197|10,141.143957
1197|9,140.053382
1197|3,162.503145
1197|4,166.049675
1197|11,132.998184
1197|1,81.452488
1197|2,159.385224
